site_id,issue_date,volume_10,volume_50,volume_90
hungry_horse_reservoir_inflow,2005-01-01,1324.3508789166672,1809.603341666667,2380.607793583334
hungry_horse_reservoir_inflow,2005-01-08,1130.48507425,1791.4480250000006,2342.0806390833336
hungry_horse_reservoir_inflow,2005-01-15,1185.6147440416673,1889.3912541666664,2441.7749784583334
hungry_horse_reservoir_inflow,2005-01-22,1211.0882792500001,1975.853025,2513.7751932499996
hungry_horse_reservoir_inflow,2005-02-01,1204.9963315000005,1737.7497000000003,2343.6876135
hungry_horse_reservoir_inflow,2005-02-08,1177.7075491250002,1765.5803625000003,2377.8270300416666
hungry_horse_reservoir_inflow,2005-02-15,1164.5945157500005,1668.5689750000006,2187.8363692500006
hungry_horse_reservoir_inflow,2005-02-22,1119.3073467500008,1654.2097750000003,2253.459446583333
hungry_horse_reservoir_inflow,2005-03-01,1096.2464776250004,1534.0934125000006,2278.1057173750005
hungry_horse_reservoir_inflow,2005-03-08,1092.7074231250003,1513.6858125000003,2189.7625418750004
hungry_horse_reservoir_inflow,2005-03-15,1112.419817375,1520.2510875,2273.1731001249996
hungry_horse_reservoir_inflow,2005-03-22,1120.5380660000003,1590.7073000000005,2193.4396640000004
hungry_horse_reservoir_inflow,2005-04-01,1170.7685931250003,1586.1790625000003,2175.387258541667
hungry_horse_reservoir_inflow,2005-04-08,1129.7963793750005,1628.5446875000011,2158.334623958334
hungry_horse_reservoir_inflow,2005-04-15,1158.1595902500005,1624.7768250000004,2071.92595725
hungry_horse_reservoir_inflow,2005-04-22,1109.0654996666674,1573.303816666667,2036.229242833334
hungry_horse_reservoir_inflow,2005-05-01,1152.6042708749999,1551.1473875000006,1992.165465791667
hungry_horse_reservoir_inflow,2005-05-08,1200.3357330000003,1594.629150000001,2114.7535170000006
hungry_horse_reservoir_inflow,2005-05-15,1173.5073717500004,1573.2787750000007,2089.221886583334
hungry_horse_reservoir_inflow,2005-05-22,1247.8848855416672,1641.7804541666674,2056.6776269583343
hungry_horse_reservoir_inflow,2005-06-01,1138.9529950416668,1603.400804166667,1982.8577749583342
hungry_horse_reservoir_inflow,2005-06-08,1228.7088572500008,1707.4609250000008,2238.2509460833335
hungry_horse_reservoir_inflow,2005-06-15,1332.5903991250007,1775.2676125000007,2308.982701708334
hungry_horse_reservoir_inflow,2005-06-22,1234.6104377500003,1765.663575,2507.1498897499996
hungry_horse_reservoir_inflow,2005-07-01,1244.6669661250007,1818.1627125000005,2596.165617208333
hungry_horse_reservoir_inflow,2005-07-08,1210.1377445000003,1909.4676000000009,2659.9650755000002
hungry_horse_reservoir_inflow,2005-07-15,1186.1654252500007,1860.698825,2557.798043083333
hungry_horse_reservoir_inflow,2005-07-22,1224.7131008750007,1874.0633875000003,2518.716294958333
snake_r_nr_heise,2005-01-01,1854.1847988333338,2687.3188999999993,3921.3590020000006
snake_r_nr_heise,2005-01-08,1884.8981548333331,2603.4187833333335,3403.8743476666673
snake_r_nr_heise,2005-01-15,1964.17392625,3137.399375,4136.7181012500005
snake_r_nr_heise,2005-01-22,1819.4166629583335,2677.108095833333,3333.1230595416664
snake_r_nr_heise,2005-02-01,1767.7322995000006,2587.7436000000007,3379.2755288333337
snake_r_nr_heise,2005-02-08,1976.88754775,2611.438825,3252.6081239166665
snake_r_nr_heise,2005-02-15,1867.7367303750002,2721.9997375000003,3528.8687546250007
