datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1991-10-01 00:00:00+00:00,15.0,A,06054500,3130.0,A
1991-10-02 00:00:00+00:00,14.5,A,06054500,3060.0,A
1991-10-03 00:00:00+00:00,13.5,A,06054500,3020.0,A
1991-10-04 00:00:00+00:00,11.0,A,06054500,3080.0,A
1991-10-05 00:00:00+00:00,10.5,A,06054500,3140.0,A
1991-10-06 00:00:00+00:00,10.5,A,06054500,3290.0,A
1991-10-07 00:00:00+00:00,11.5,A,06054500,3420.0,A
1991-10-08 00:00:00+00:00,12.0,A,06054500,3430.0,A
1991-10-09 00:00:00+00:00,12.0,A,06054500,3510.0,A
1991-10-10 00:00:00+00:00,12.0,A,06054500,3580.0,A
1991-10-11 00:00:00+00:00,12.5,A,06054500,3500.0,A
1991-10-12 00:00:00+00:00,12.5,A,06054500,3510.0,A
1991-10-13 00:00:00+00:00,12.0,A,06054500,3450.0,A
1991-10-14 00:00:00+00:00,11.5,A,06054500,3460.0,A
1991-10-15 00:00:00+00:00,12.0,A,06054500,3480.0,A
1991-10-16 00:00:00+00:00,12.5,A,06054500,3520.0,A
1991-10-17 00:00:00+00:00,11.5,A,06054500,3470.0,A
1991-10-18 00:00:00+00:00,9.5,A,06054500,3410.0,A
1991-10-19 00:00:00+00:00,9.0,A,06054500,3400.0,A
1991-10-20 00:00:00+00:00,9.0,A,06054500,3510.0,A
1991-10-21 00:00:00+00:00,9.0,A,06054500,3540.0,A
1991-10-22 00:00:00+00:00,9.0,A,06054500,3520.0,A
1991-10-23 00:00:00+00:00,6.5,A,06054500,3570.0,A
1991-10-24 00:00:00+00:00,6.0,A,06054500,3650.0,A
1991-10-25 00:00:00+00:00,5.0,A,06054500,3680.0,A
1991-10-26 00:00:00+00:00,4.0,A,06054500,3750.0,A
1991-10-27 00:00:00+00:00,2.0,A,06054500,3920.0,A
1991-10-28 00:00:00+00:00,0.5,A,06054500,4020.0,A
1991-10-29 00:00:00+00:00,1.0,A,06054500,3970.0,A
1991-10-30 00:00:00+00:00,0.5,A,06054500,3650.0,A
1991-10-31 00:00:00+00:00,0.5,A,06054500,3780.0,A
1991-11-01 00:00:00+00:00,0.0,A,06054500,3600.0,A
1991-11-02 00:00:00+00:00,0.0,A,06054500,2990.0,A
1991-11-03 00:00:00+00:00,0.0,A,06054500,2730.0,A
1991-11-04 00:00:00+00:00,0.5,A,06054500,2840.0,A
1991-11-05 00:00:00+00:00,0.5,A,06054500,4310.0,A
1991-11-06 00:00:00+00:00,0.5,A,06054500,4910.0,A
1991-11-07 00:00:00+00:00,0.5,A,06054500,5310.0,A
1991-11-08 00:00:00+00:00,1.0,A,06054500,4940.0,A
1991-11-09 00:00:00+00:00,3.5,A,06054500,4900.0,A
1991-11-10 00:00:00+00:00,4.0,A,06054500,4900.0,A
