site_id,issue_date,volume_10,volume_50,volume_90
hungry_horse_reservoir_inflow,2005-01-01,1161.0250400000007,1658.6072000000008,2156.189360000001
hungry_horse_reservoir_inflow,2005-01-08,1158.1902675000001,1654.5575250000002,2150.9247825
hungry_horse_reservoir_inflow,2005-01-15,1146.8715300000006,1638.3879000000009,2129.904270000001
hungry_horse_reservoir_inflow,2005-01-22,1147.5965725000003,1639.4236750000005,2131.2507775000004
hungry_horse_reservoir_inflow,2005-02-01,990.7268000000001,1415.324,1839.9212
hungry_horse_reservoir_inflow,2005-02-08,1070.898325,1529.85475,1988.8111749999998
hungry_horse_reservoir_inflow,2005-02-15,1053.0183650000004,1504.3119500000005,1955.6055350000006
hungry_horse_reservoir_inflow,2005-02-22,1017.579815,1453.6854500000002,1889.7910850000003
hungry_horse_reservoir_inflow,2005-03-01,1090.7157450000004,1558.1653500000007,2025.614955000001
hungry_horse_reservoir_inflow,2005-03-08,1014.6670625000004,1449.5243750000004,1884.3816875000005
hungry_horse_reservoir_inflow,2005-03-15,1001.5387550000005,1430.7696500000006,1860.0005450000008
hungry_horse_reservoir_inflow,2005-03-22,1100.2044025000005,1571.7205750000007,2043.236747500001
hungry_horse_reservoir_inflow,2005-04-01,1061.0964175000001,1515.8520250000001,1970.6076325000001
hungry_horse_reservoir_inflow,2005-04-08,988.2729675000003,1411.8185250000004,1835.3640825000004
hungry_horse_reservoir_inflow,2005-04-15,1003.4181500000002,1433.4545000000003,1863.4908500000004
hungry_horse_reservoir_inflow,2005-04-22,1048.4089525000002,1497.7270750000002,1947.0451975000003
hungry_horse_reservoir_inflow,2005-05-01,1124.40524,1606.2932,2088.18116
hungry_horse_reservoir_inflow,2005-05-08,1105.0905075,1578.7007250000001,2052.3109425000002
hungry_horse_reservoir_inflow,2005-05-15,1096.9507850000005,1567.0725500000005,2037.1943150000006
hungry_horse_reservoir_inflow,2005-05-22,1182.6914575,1689.5592250000002,2196.4269925000003
hungry_horse_reservoir_inflow,2005-06-01,1142.9596850000005,1632.7995500000006,2122.6394150000006
hungry_horse_reservoir_inflow,2005-06-08,1137.2608975000005,1624.6584250000008,2112.055952500001
hungry_horse_reservoir_inflow,2005-06-15,1154.7173050000006,1649.5961500000008,2144.474995000001
hungry_horse_reservoir_inflow,2005-06-22,1205.3794200000007,1721.970600000001,2238.5617800000014
hungry_horse_reservoir_inflow,2005-07-01,1185.8704375000007,1694.100625000001,2202.3308125000012
hungry_horse_reservoir_inflow,2005-07-08,1121.1994675000005,1601.7135250000006,2082.2275825000006
hungry_horse_reservoir_inflow,2005-07-15,1156.9677700000007,1652.8111000000008,2148.654430000001
hungry_horse_reservoir_inflow,2005-07-22,1160.6429975000008,1658.061425000001,2155.4798525000015
snake_r_nr_heise,2005-01-01,1793.4952875,2562.136125,3330.7769625
snake_r_nr_heise,2005-01-08,2172.38238,3103.4033999999997,4034.4244199999994
snake_r_nr_heise,2005-01-15,2494.2474549999997,3563.2106499999995,4632.173844999999
snake_r_nr_heise,2005-01-22,1792.4127199999996,2560.5895999999993,3328.7664799999993
snake_r_nr_heise,2005-02-01,1591.044735,2272.92105,2954.797365
snake_r_nr_heise,2005-02-08,1742.0356800000004,2488.6224000000007,3235.209120000001
snake_r_nr_heise,2005-02-15,1826.8003425000002,2609.7147750000004,3392.6292075000006
snake_r_nr_heise,2005-02-22,1778.5158825000003,2540.7369750000003,3302.9580675
snake_r_nr_heise,2005-03-01,1754.6592699999997,2506.6560999999992,3258.652929999999
snake_r_nr_heise,2005-03-08,1795.8981774999997,2565.5688249999994,3335.239472499999
snake_r_nr_heise,2005-03-15,1612.49137,2303.5591,2994.62683
snake_r_nr_heise,2005-03-22,1629.2463775000006,2327.4948250000007,3025.743272500001
snake_r_nr_heise,2005-04-01,1705.5032050000002,2436.4331500000003,3167.3630950000006
snake_r_nr_heise,2005-04-08,1593.5572450000004,2276.5103500000005,2959.4634550000005
snake_r_nr_heise,2005-04-15,1662.4148974999998,2374.878425,3087.3419525
snake_r_nr_heise,2005-04-22,1742.0316025000002,2488.616575,3235.2015475
snake_r_nr_heise,2005-05-01,1769.4324200000005,2527.7606000000005,3286.0887800000005
snake_r_nr_heise,2005-05-08,1656.1209875000002,2365.887125,3075.6532625
snake_r_nr_heise,2005-05-15,1730.3964125000002,2471.9948750000003,3213.5933375000004
snake_r_nr_heise,2005-05-22,1678.8944725,2398.420675,3117.9468774999996
snake_r_nr_heise,2005-06-01,1709.4581875000001,2442.083125,3174.7080625
snake_r_nr_heise,2005-06-08,1705.98526,2437.1218,3168.25834
snake_r_nr_heise,2005-06-15,1769.5074949999998,2527.8678499999996,3286.2282049999994
snake_r_nr_heise,2005-06-22,1648.6283975000001,2355.183425,3061.7384525
snake_r_nr_heise,2005-07-01,1740.1425474999996,2485.9179249999993,3231.693302499999
snake_r_nr_heise,2005-07-08,1656.1529775,2365.932825,3075.7126725
snake_r_nr_heise,2005-07-15,1667.4171500000002,2382.0245000000004,3096.6318500000007
snake_r_nr_heise,2005-07-22,1714.8313349999999,2449.7590499999997,3184.6867649999995
pueblo_reservoir_inflow,2005-01-01,306.1042775000001,437.29182500000013,568.4793725000002
pueblo_reservoir_inflow,2005-01-08,255.85855749999996,365.51222499999994,475.1658924999999
pueblo_reservoir_inflow,2005-01-15,301.49211750000006,430.7030250000001,559.9139325000001
pueblo_reservoir_inflow,2005-01-22,402.6908025,575.2725750000001,747.8543475000001
pueblo_reservoir_inflow,2005-02-01,302.20610000000005,431.72300000000007,561.2399
pueblo_reservoir_inflow,2005-02-08,344.67392750000016,492.3913250000002,640.1087225000003
pueblo_reservoir_inflow,2005-02-15,279.33094,399.0442,518.75746
pueblo_reservoir_inflow,2005-02-22,393.21876999999995,561.7411,730.26343
pueblo_reservoir_inflow,2005-03-01,357.07309750000013,510.10442500000016,663.1357525000002
pueblo_reservoir_inflow,2005-03-08,332.01021000000003,474.3003,616.59039
pueblo_reservoir_inflow,2005-03-15,363.4015875000002,519.1451250000002,674.8886625000002
pueblo_reservoir_inflow,2005-03-22,317.1570500000001,453.0815000000001,589.0059500000002
pueblo_reservoir_inflow,2005-04-01,290.2398975000001,414.62842500000016,539.0169525000002
pueblo_reservoir_inflow,2005-04-08,297.17836750000004,424.54052500000006,551.9026825000001
pueblo_reservoir_inflow,2005-04-15,253.11139000000009,361.5877000000001,470.0640100000001
pueblo_reservoir_inflow,2005-04-22,226.46132250000002,323.51617500000003,420.5710275
pueblo_reservoir_inflow,2005-05-01,228.082995,325.83285,423.58270500000003
pueblo_reservoir_inflow,2005-05-08,212.47465749999998,303.53522499999997,394.59579249999996
pueblo_reservoir_inflow,2005-05-15,199.81181500000002,285.44545000000005,371.0790850000001
pueblo_reservoir_inflow,2005-05-22,190.89127750000006,272.7018250000001,354.51237250000014
pueblo_reservoir_inflow,2005-06-01,161.72793000000007,231.03990000000007,300.3518700000001
pueblo_reservoir_inflow,2005-06-08,177.455635,253.50805,329.560465
pueblo_reservoir_inflow,2005-06-15,174.120135,248.74304999999998,323.36596499999996
pueblo_reservoir_inflow,2005-06-22,175.80769500000008,251.1538500000001,326.5000050000001
pueblo_reservoir_inflow,2005-07-01,182.60812500000003,260.86875000000003,339.12937500000004
pueblo_reservoir_inflow,2005-07-08,203.9452975000001,291.35042500000014,378.7555525000002
pueblo_reservoir_inflow,2005-07-15,185.02945999999997,264.32779999999997,343.62613999999996
pueblo_reservoir_inflow,2005-07-22,177.04027250000001,252.914675,328.78907749999996
sweetwater_r_nr_alcova,2005-01-01,67.44340749999999,96.34772499999998,125.25204249999997
sweetwater_r_nr_alcova,2005-01-08,74.0255425,105.750775,137.4760075
sweetwater_r_nr_alcova,2005-01-15,64.74770749999999,92.49672499999998,120.24574249999998
