datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2022-10-01 00:00:00+00:00,10.3,A,14181500,730.0,A,729.0,A,1600.0,A,38.0,A,9.3,A,7.6,P,0.56,P,0.27,P
2022-10-02 00:00:00+00:00,10.4,A,14181500,731.0,A,728.0,A,1580.0,A,38.0,A,9.3,A,7.6,P,0.56,P,0.27,P
2022-10-03 00:00:00+00:00,10.7,A,14181500,733.0,A,794.0,A,1650.0,A,38.0,A,10.4,A,7.5,P,0.58,P,0.26,P
2022-10-04 00:00:00+00:00,10.3,A,14181500,734.0,A,748.0,A,1850.0,A,38.0,A,9.8,A,7.6,P,0.6,P,0.28,P
2022-10-05 00:00:00+00:00,10.6,A,14181500,735.0,A,730.0,A,2090.0,A,38.0,P,9.2,P,7.6,P,0.58,P,0.28,P
2022-10-06 00:00:00+00:00,10.9,A,14181500,734.0,A,728.0,A,2070.0,A,38.0,P,9.0,P,7.5,P,0.62,P,0.29,P
2022-10-07 00:00:00+00:00,11.0,A,14181500,736.0,A,727.0,A,2410.0,A,39.0,P,8.9,P,7.5,P,0.68,P,0.3,P
2022-10-08 00:00:00+00:00,11.2,A,14181500,735.0,A,726.0,A,2640.0,A,39.0,P,8.7,P,7.4,P,0.67,P,0.27,P
2022-10-09 00:00:00+00:00,11.2,A,14181500,734.0,A,737.0,A,2710.0,A,39.0,P,9.1,P,7.4,P,0.72,P,0.28,P
2022-10-10 00:00:00+00:00,11.3,A,14181500,734.0,A,737.0,A,2740.0,A,40.0,P,9.0,P,7.3,P,0.72,P,0.28,P
2022-10-11 00:00:00+00:00,11.0,A,14181500,735.0,A,756.0,A,2400.0,A,40.0,P,9.6,P,7.4,P,0.69,P,0.26,P
2022-10-12 00:00:00+00:00,9.5,A,14181500,736.0,A,803.0,A,2200.0,A,39.0,P,11.5,P,7.6,P,0.55,P,0.23,P
2022-10-13 00:00:00+00:00,10.6,A,14181500,734.0,A,785.0,A,2780.0,A,40.0,P,10.7,P,7.3,P,0.69,P,0.27,P
2022-10-14 00:00:00+00:00,11.5,A,14181500,731.0,A,756.0,A,3250.0,A,41.0,P,9.7,P,6.9,P,0.74,P,0.26,P
2022-10-15 00:00:00+00:00,11.5,A,14181500,729.0,A,753.0,A,3350.0,A,41.0,P,9.7,P,6.9,P,0.74,P,0.26,P
2022-10-16 00:00:00+00:00,11.8,A,14181500,731.0,A,759.0,A,3330.0,A,41.0,P,9.8,P,6.6,P,0.77,P,0.25,P
2022-10-17 00:00:00+00:00,11.6,A,14181500,734.0,A,782.0,A,3320.0,A,41.0,P,10.3,P,6.6,P,0.76,P,0.26,P
2022-10-18 00:00:00+00:00,10.2,A,14181500,736.0,A,819.0,A,3290.0,A,40.0,P,11.8,P,7.3,P,0.8,P,0.29,P
2022-10-19 00:00:00+00:00,10.4,A,14181500,737.0,A,826.0,A,3300.0,A,40.0,P,11.9,P,7.2,P,0.82,P,0.3,P
2022-10-20 00:00:00+00:00,10.6,A,14181500,734.0,A,828.0,A,3320.0,A,41.0,P,11.9,P,7.0,P,0.82,P,0.29,P
2022-10-21 00:00:00+00:00,10.9,A,14181500,728.0,A,831.0,A,3670.0,A,41.0,P,11.9,P,7.1,P,0.84,P,0.29,P
2022-10-22 00:00:00+00:00,11.2,A,14181500,727.0,A,834.0,A,4530.0,A,41.0,P,12.0,P,7.1,P,0.83,P,0.27,P
2022-10-23 00:00:00+00:00,11.3,A,14181500,735.0,A,846.0,A,5230.0,A,41.0,P,12.1,P,6.7,P,0.87,P,0.27,P
2022-10-24 00:00:00+00:00,11.5,A,14181500,735.0,A,846.0,A,5520.0,A,42.0,P,12.0,P,6.7,P,0.89,P,0.26,P
2022-10-25 00:00:00+00:00,11.6,A,14181500,735.0,A,851.0,A,5570.0,A,42.0,P,12.1,P,6.7,P,0.81,P,0.25,P
2022-10-26 00:00:00+00:00,11.2,A,14181500,736.0,A,862.0,A,5620.0,A,41.0,P,12.4,P,6.9,P,0.77,P,0.26,P
2022-10-27 00:00:00+00:00,11.9,A,14181500,735.0,A,863.0,A,5580.0,A,43.0,P,12.2,P,6.1,P,0.73,P,0.22,P
2022-10-28 00:00:00+00:00,12.5,A,14181500,736.0,A,863.0,A,5560.0,A,44.0,P,12.1,P,5.9,P,0.8,P,0.21,P
2022-10-29 00:00:00+00:00,12.9,A,14181500,738.0,A,866.0,A,5580.0,A,44.0,P,12.0,P,5.7,P,0.8,P,0.2,P
2022-10-30 00:00:00+00:00,13.3,A,14181500,737.0,A,866.0,A,5550.0,A,44.0,P,11.9,P,5.6,P,0.81,P,0.2,P
2022-10-31 00:00:00+00:00,13.5,A,14181500,730.0,A,861.0,A,5540.0,A,45.0,P,11.8,P,5.4,P,0.84,P,0.2,P
2022-11-01 00:00:00+00:00,13.5,A,14181500,726.0,A,854.0,A,5560.0,A,45.0,P,11.7,P,5.2,P,0.87,P,0.21,P
2022-11-02 00:00:00+00:00,13.5,A,14181500,732.0,A,864.0,A,5300.0,A,45.0,P,11.8,P,4.7,P,0.89,P,0.2,P
2022-11-03 00:00:00+00:00,10.3,A,14181500,737.0,A,909.0,A,4480.0,A,41.0,P,13.2,P,6.6,P,0.86,P,0.26,P
2022-11-04 00:00:00+00:00,9.7,A,14181500,731.0,A,890.0,A,2870.0,A,38.0,P,13.0,P,8.9,P,1.03,P,0.33,P
2022-11-05 00:00:00+00:00,9.2,A,14181500,731.0,A,812.0,A,1320.0,A,29.0,P,12.0,P,12.7,P,1.16,P,0.39,P
2022-11-06 00:00:00+00:00,9.9,A,14181500,722.0,A,806.0,A,1750.0,A,35.0,P,11.8,P,11.3,P,1.03,P,0.31,P
2022-11-07 00:00:00+00:00,10.6,A,14181500,723.0,A,818.0,A,2490.0,A,37.0,P,11.8,P,11.8,P,1.23,P,0.39,P
2022-11-08 00:00:00+00:00,11.1,A,14181500,725.0,A,831.0,A,3280.0,A,38.0,P,11.9,P,13.0,P,1.36,P,0.45,P
2022-11-09 00:00:00+00:00,11.2,A,14181500,733.0,A,845.0,A,3870.0,A,40.0,P,12.1,P,11.3,P,1.28,P,0.39,P
2022-11-10 00:00:00+00:00,10.9,A,14181500,739.0,A,859.0,A,4360.0,A,40.0,P,12.3,P,11.4,P,1.21,P,0.37,P
2022-11-11 00:00:00+00:00,10.9,A,14181500,734.0,A,,,4750.0,A,42.0,P,12.4,P,10.0,P,1.15,P,0.35,P
2022-11-12 00:00:00+00:00,10.7,A,14181500,736.0,A,,,5130.0,A,43.0,P,12.4,P,8.9,P,1.12,P,0.32,P
2022-11-13 00:00:00+00:00,10.6,A,14181500,739.0,A,,,4860.0,A,43.0,P,12.5,P,8.7,P,1.1,P,0.32,P
2022-11-14 00:00:00+00:00,9.9,A,14181500,739.0,A,,,4170.0,A,43.0,P,13.5,P,7.9,P,1.02,P,0.31,P
2022-11-15 00:00:00+00:00,10.1,A,14181500,743.0,A,,,3380.0,A,43.0,P,13.5,P,7.6,P,1.03,P,0.3,P
2022-11-16 00:00:00+00:00,9.9,A,14181500,743.0,A,,,2850.0,A,44.0,P,13.5,P,7.3,P,1.0,P,0.31,P
