datetime,00060_Mean,00060_Mean_cd,site_no,00095_Mean,00095_Mean_cd
2002-10-01 00:00:00+00:00,90.7,A,09251000,628.0,A
2002-10-02 00:00:00+00:00,110.0,A,09251000,617.0,A
2002-10-03 00:00:00+00:00,160.0,A,09251000,610.0,A
2002-10-04 00:00:00+00:00,149.0,A,09251000,646.0,A
2002-10-05 00:00:00+00:00,204.0,A,09251000,629.0,A
2002-10-06 00:00:00+00:00,290.0,A,09251000,576.0,A
2002-10-07 00:00:00+00:00,256.0,A,09251000,569.0,A
2002-10-08 00:00:00+00:00,215.0,A,09251000,544.0,A
2002-10-09 00:00:00+00:00,187.0,A,09251000,514.0,A
2002-10-10 00:00:00+00:00,184.0,A,09251000,513.0,A
2002-10-11 00:00:00+00:00,216.0,A,09251000,508.0,A
2002-10-12 00:00:00+00:00,196.0,A,09251000,497.0,A
2002-10-13 00:00:00+00:00,192.0,A,09251000,483.0,A
2002-10-14 00:00:00+00:00,199.0,A,09251000,475.0,A
2002-10-15 00:00:00+00:00,175.0,A,09251000,478.0,A
2002-10-16 00:00:00+00:00,153.0,A,09251000,473.0,A
2002-10-17 00:00:00+00:00,159.0,A,09251000,466.0,A
2002-10-18 00:00:00+00:00,156.0,A,09251000,470.0,A
2002-10-19 00:00:00+00:00,141.0,A,09251000,483.0,A
2002-10-20 00:00:00+00:00,145.0,A,09251000,487.0,A
2002-10-21 00:00:00+00:00,140.0,A,09251000,495.0,A
2002-10-22 00:00:00+00:00,137.0,A,09251000,507.0,A
2002-10-23 00:00:00+00:00,134.0,A,09251000,509.0,A
2002-10-24 00:00:00+00:00,138.0,A,09251000,512.0,A
2002-10-25 00:00:00+00:00,144.0,A,09251000,515.0,A
2002-10-26 00:00:00+00:00,185.0,A,09251000,531.0,A
2002-10-27 00:00:00+00:00,186.0,A,09251000,540.0,A
2002-10-28 00:00:00+00:00,179.0,A,09251000,545.0,A
2002-10-29 00:00:00+00:00,155.0,A,09251000,539.0,A
2002-10-30 00:00:00+00:00,156.0,A,09251000,534.0,A
2002-10-31 00:00:00+00:00,173.0,A,09251000,523.0,A
2002-11-01 00:00:00+00:00,181.0,A,09251000,540.0,A
2002-11-02 00:00:00+00:00,202.0,A,09251000,536.0,A
2002-11-03 00:00:00+00:00,190.0,A,09251000,533.0,A
2002-11-04 00:00:00+00:00,210.0,A,09251000,529.0,A
2002-11-05 00:00:00+00:00,200.0,A,09251000,531.0,A
2002-11-06 00:00:00+00:00,167.0,A,09251000,532.0,A
2002-11-07 00:00:00+00:00,186.0,A,09251000,533.0,A
2002-11-08 00:00:00+00:00,204.0,A,09251000,536.0,A
2002-11-09 00:00:00+00:00,207.0,A,09251000,544.0,A
2002-11-10 00:00:00+00:00,228.0,A,09251000,538.0,A
2002-11-11 00:00:00+00:00,259.0,A,09251000,534.0,A
2002-11-12 00:00:00+00:00,267.0,A,09251000,537.0,A
2002-11-13 00:00:00+00:00,245.0,A,09251000,531.0,A
2002-11-14 00:00:00+00:00,236.0,A,09251000,513.0,A
2002-11-15 00:00:00+00:00,262.0,A,09251000,503.0,A
2002-11-16 00:00:00+00:00,277.0,A,09251000,497.0,A
2002-11-17 00:00:00+00:00,232.0,A,09251000,515.0,A
2002-11-18 00:00:00+00:00,212.0,A,09251000,524.0,A
2002-11-19 00:00:00+00:00,233.0,A,09251000,512.0,A
2002-11-20 00:00:00+00:00,261.0,A,09251000,516.0,A
2002-11-21 00:00:00+00:00,251.0,A,09251000,535.0,A
2002-11-22 00:00:00+00:00,274.0,A,09251000,532.0,A
2002-11-23 00:00:00+00:00,261.0,A,09251000,527.0,A
2002-11-24 00:00:00+00:00,265.0,A,09251000,519.0,A
2002-11-25 00:00:00+00:00,300.0,A,09251000,505.0,A
2002-11-26 00:00:00+00:00,266.0,A,09251000,518.0,A
2002-11-27 00:00:00+00:00,185.0,A,09251000,530.0,A
2002-11-28 00:00:00+00:00,185.0,A,09251000,552.0,A
2002-11-29 00:00:00+00:00,189.0,A,09251000,551.0,A
2002-11-30 00:00:00+00:00,212.0,A,09251000,534.0,A
2002-12-01 00:00:00+00:00,244.0,"A, e",09251000,570.0,A
2002-12-02 00:00:00+00:00,253.0,"A, e",09251000,578.0,A
2002-12-03 00:00:00+00:00,256.0,"A, e",09251000,555.0,A
2002-12-04 00:00:00+00:00,253.0,"A, e",09251000,534.0,A
2002-12-05 00:00:00+00:00,251.0,"A, e",09251000,494.0,A
2002-12-06 00:00:00+00:00,241.0,"A, e",09251000,483.0,A
2002-12-07 00:00:00+00:00,236.0,"A, e",09251000,491.0,A
2002-12-08 00:00:00+00:00,233.0,A,09251000,500.0,A
2002-12-09 00:00:00+00:00,217.0,"A, e",09251000,520.0,A
2002-12-10 00:00:00+00:00,198.0,"A, e",09251000,544.0,A
2002-12-11 00:00:00+00:00,198.0,"A, e",09251000,568.0,A
2002-12-12 00:00:00+00:00,210.0,"A, e",09251000,548.0,A
2002-12-13 00:00:00+00:00,200.0,"A, e",09251000,568.0,A
2002-12-14 00:00:00+00:00,186.0,"A, e",09251000,585.0,A
2002-12-15 00:00:00+00:00,183.0,"A, e",09251000,590.0,A
2002-12-16 00:00:00+00:00,186.0,"A, e",09251000,592.0,A
2002-12-17 00:00:00+00:00,211.0,"A, e",09251000,585.0,A
2002-12-18 00:00:00+00:00,210.0,"A, e",09251000,577.0,A
2002-12-19 00:00:00+00:00,200.0,"A, e",09251000,570.0,A
2002-12-20 00:00:00+00:00,170.0,"A, e",09251000,598.0,A
2002-12-21 00:00:00+00:00,150.0,"A, e",09251000,599.0,A
2002-12-22 00:00:00+00:00,155.0,"A, e",09251000,582.0,A
2002-12-23 00:00:00+00:00,160.0,"A, e",09251000,620.0,A
2002-12-24 00:00:00+00:00,150.0,"A, e",09251000,678.0,A
2002-12-25 00:00:00+00:00,130.0,"A, e",09251000,680.0,A
2002-12-26 00:00:00+00:00,150.0,"A, e",09251000,708.0,A
2002-12-27 00:00:00+00:00,164.0,"A, e",09251000,726.0,A
2002-12-28 00:00:00+00:00,162.0,"A, e",09251000,688.0,A
2002-12-29 00:00:00+00:00,173.0,"A, e",09251000,686.0,A
2002-12-30 00:00:00+00:00,175.0,"A, e",09251000,672.0,A
2002-12-31 00:00:00+00:00,178.0,"A, e",09251000,642.0,A
2003-01-01 00:00:00+00:00,183.0,"A, e",09251000,635.0,A
2003-01-02 00:00:00+00:00,180.0,"A, e",09251000,622.0,A
2003-01-03 00:00:00+00:00,178.0,"A, e",09251000,632.0,A
2003-01-04 00:00:00+00:00,183.0,"A, e",09251000,613.0,A
2003-01-05 00:00:00+00:00,175.0,"A, e",09251000,602.0,A
2003-01-06 00:00:00+00:00,178.0,"A, e",09251000,595.0,A
2003-01-07 00:00:00+00:00,182.0,"A, e",09251000,584.0,A
2003-01-08 00:00:00+00:00,183.0,"A, e",09251000,582.0,A
2003-01-09 00:00:00+00:00,186.0,"A, e",09251000,593.0,A
2003-01-10 00:00:00+00:00,188.0,"A, e",09251000,604.0,A
2003-01-11 00:00:00+00:00,193.0,"A, e",09251000,605.0,A
2003-01-12 00:00:00+00:00,192.0,"A, e",09251000,608.0,A
2003-01-13 00:00:00+00:00,195.0,"A, e",09251000,618.0,A
2003-01-14 00:00:00+00:00,197.0,"A, e",09251000,622.0,A
2003-01-15 00:00:00+00:00,197.0,"A, e",09251000,614.0,A
2003-01-16 00:00:00+00:00,190.0,"A, e",09251000,608.0,A
2003-01-17 00:00:00+00:00,200.0,"A, e",09251000,605.0,A
2003-01-18 00:00:00+00:00,187.0,"A, e",09251000,609.0,A
2003-01-19 00:00:00+00:00,187.0,"A, e",09251000,618.0,A
2003-01-20 00:00:00+00:00,197.0,"A, e",09251000,612.0,A
2003-01-21 00:00:00+00:00,201.0,"A, e",09251000,631.0,A
2003-01-22 00:00:00+00:00,206.0,"A, e",09251000,633.0,A
2003-01-23 00:00:00+00:00,203.0,"A, e",09251000,618.0,A
2003-01-24 00:00:00+00:00,200.0,"A, e",09251000,624.0,A
2003-01-25 00:00:00+00:00,205.0,"A, e",09251000,606.0,A
2003-01-26 00:00:00+00:00,198.0,"A, e",09251000,590.0,A
2003-01-27 00:00:00+00:00,208.0,"A, e",09251000,588.0,A
2003-01-28 00:00:00+00:00,205.0,"A, e",09251000,607.0,A
2003-01-29 00:00:00+00:00,205.0,"A, e",09251000,595.0,A
2003-01-30 00:00:00+00:00,211.0,"A, e",09251000,602.0,A
2003-01-31 00:00:00+00:00,216.0,"A, e",09251000,618.0,A
2003-02-01 00:00:00+00:00,217.0,"A, e",09251000,656.0,A
2003-02-02 00:00:00+00:00,211.0,"A, e",09251000,700.0,A
2003-02-03 00:00:00+00:00,201.0,"A, e",09251000,673.0,A
2003-02-04 00:00:00+00:00,193.0,"A, e",09251000,784.0,A
2003-02-05 00:00:00+00:00,189.0,"A, e",09251000,741.0,A
2003-02-06 00:00:00+00:00,184.0,"A, e",09251000,690.0,A
2003-02-07 00:00:00+00:00,197.0,"A, e",09251000,647.0,A
2003-02-08 00:00:00+00:00,203.0,"A, e",09251000,660.0,A
2003-02-09 00:00:00+00:00,198.0,"A, e",09251000,677.0,A
2003-02-10 00:00:00+00:00,187.0,"A, e",09251000,686.0,A
2003-02-11 00:00:00+00:00,182.0,"A, e",09251000,693.0,A
2003-02-12 00:00:00+00:00,178.0,"A, e",09251000,686.0,A
2003-02-13 00:00:00+00:00,187.0,"A, e",09251000,681.0,A
2003-02-14 00:00:00+00:00,198.0,"A, e",09251000,632.0,A
2003-02-15 00:00:00+00:00,210.0,"A, e",09251000,591.0,A
2003-02-16 00:00:00+00:00,216.0,"A, e",09251000,598.0,A
2003-02-17 00:00:00+00:00,224.0,"A, e",09251000,678.0,A
2003-02-18 00:00:00+00:00,237.0,"A, e",09251000,710.0,A
2003-02-19 00:00:00+00:00,249.0,"A, e",09251000,694.0,A
2003-02-20 00:00:00+00:00,237.0,"A, e",09251000,676.0,A
2003-02-21 00:00:00+00:00,222.0,"A, e",09251000,671.0,A
2003-02-22 00:00:00+00:00,210.0,"A, e",09251000,667.0,A
2003-02-23 00:00:00+00:00,209.0,"A, e",09251000,672.0,A
2003-02-24 00:00:00+00:00,215.0,"A, e",09251000,686.0,A
2003-02-25 00:00:00+00:00,219.0,"A, e",09251000,687.0,A
2003-02-26 00:00:00+00:00,203.0,"A, e",09251000,683.0,A
2003-02-27 00:00:00+00:00,193.0,"A, e",09251000,667.0,A
2003-02-28 00:00:00+00:00,198.0,"A, e",09251000,665.0,A
2003-03-01 00:00:00+00:00,203.0,"A, e",09251000,693.0,A
2003-03-02 00:00:00+00:00,203.0,"A, e",09251000,692.0,A
2003-03-03 00:00:00+00:00,218.0,"A, e",09251000,662.0,A
2003-03-04 00:00:00+00:00,225.0,"A, e",09251000,649.0,A
2003-03-05 00:00:00+00:00,250.0,"A, e",09251000,655.0,A
2003-03-06 00:00:00+00:00,300.0,"A, e",09251000,675.0,A
2003-03-07 00:00:00+00:00,350.0,"A, e",09251000,662.0,A
2003-03-08 00:00:00+00:00,400.0,"A, e",09251000,703.0,A
2003-03-09 00:00:00+00:00,450.0,"A, e",09251000,659.0,A
2003-03-10 00:00:00+00:00,514.0,A,09251000,656.0,A
2003-03-11 00:00:00+00:00,707.0,A,09251000,636.0,A
2003-03-12 00:00:00+00:00,999.0,A,09251000,607.0,A
2003-03-13 00:00:00+00:00,998.0,A,09251000,650.0,A
2003-03-14 00:00:00+00:00,1150.0,A,09251000,674.0,A
2003-03-15 00:00:00+00:00,1360.0,A,09251000,671.0,A
2003-03-16 00:00:00+00:00,1370.0,A,09251000,677.0,A
2003-03-17 00:00:00+00:00,1180.0,A,09251000,681.0,A
2003-03-18 00:00:00+00:00,1030.0,A,09251000,695.0,A
2003-03-19 00:00:00+00:00,847.0,A,09251000,765.0,A
2003-03-20 00:00:00+00:00,712.0,A,09251000,825.0,A
2003-03-21 00:00:00+00:00,665.0,A,09251000,849.0,A
2003-03-22 00:00:00+00:00,650.0,A,09251000,888.0,A
2003-03-23 00:00:00+00:00,666.0,A,09251000,912.0,A
2003-03-24 00:00:00+00:00,748.0,A,09251000,896.0,A
2003-03-25 00:00:00+00:00,1180.0,A,09251000,926.0,A
2003-03-26 00:00:00+00:00,1010.0,A,09251000,961.0,A
2003-03-27 00:00:00+00:00,926.0,A,09251000,865.0,A
2003-03-28 00:00:00+00:00,875.0,A,09251000,840.0,A
2003-03-29 00:00:00+00:00,761.0,A,09251000,860.0,A
2003-03-30 00:00:00+00:00,648.0,A,09251000,882.0,A
2003-03-31 00:00:00+00:00,586.0,A,09251000,859.0,A
2003-04-01 00:00:00+00:00,588.0,A,09251000,829.0,A
2003-04-02 00:00:00+00:00,903.0,A,09251000,795.0,A
2003-04-03 00:00:00+00:00,1580.0,A,09251000,817.0,A
2003-04-04 00:00:00+00:00,1720.0,A,09251000,641.0,A
2003-04-05 00:00:00+00:00,1160.0,A,09251000,567.0,A
2003-04-06 00:00:00+00:00,963.0,A,09251000,600.0,A
2003-04-07 00:00:00+00:00,872.0,A,09251000,649.0,A
2003-04-08 00:00:00+00:00,785.0,A,09251000,680.0,A
2003-04-09 00:00:00+00:00,692.0,A,09251000,682.0,A
2003-04-10 00:00:00+00:00,705.0,A,09251000,685.0,A
2003-04-11 00:00:00+00:00,1060.0,A,09251000,664.0,A
2003-04-12 00:00:00+00:00,1730.0,A,09251000,597.0,A
2003-04-13 00:00:00+00:00,2240.0,A,09251000,480.0,A
2003-04-14 00:00:00+00:00,2590.0,A,09251000,416.0,A
2003-04-15 00:00:00+00:00,3280.0,A,09251000,369.0,A
2003-04-16 00:00:00+00:00,3540.0,A,09251000,333.0,A
2003-04-17 00:00:00+00:00,3010.0,A,09251000,337.0,A
2003-04-18 00:00:00+00:00,2520.0,A,09251000,363.0,A
2003-04-19 00:00:00+00:00,2360.0,A,09251000,361.0,A
2003-04-20 00:00:00+00:00,2100.0,A,09251000,363.0,A
2003-04-21 00:00:00+00:00,1840.0,A,09251000,382.0,A
2003-04-22 00:00:00+00:00,1950.0,A,09251000,378.0,A
2003-04-23 00:00:00+00:00,2350.0,A,09251000,358.0,A
2003-04-24 00:00:00+00:00,3080.0,A,09251000,359.0,A
2003-04-25 00:00:00+00:00,3560.0,A,09251000,442.0,A
2003-04-26 00:00:00+00:00,4700.0,A,09251000,519.0,A
2003-04-27 00:00:00+00:00,5300.0,A,09251000,389.0,A
2003-04-28 00:00:00+00:00,4860.0,A,09251000,329.0,A
2003-04-29 00:00:00+00:00,4520.0,A,09251000,311.0,A
2003-04-30 00:00:00+00:00,4690.0,A,09251000,287.0,A
2003-05-01 00:00:00+00:00,4600.0,A,09251000,276.0,A
2003-05-02 00:00:00+00:00,3800.0,A,09251000,290.0,A
2003-05-03 00:00:00+00:00,3270.0,A,09251000,307.0,A
2003-05-04 00:00:00+00:00,3310.0,A,09251000,310.0,A
2003-05-05 00:00:00+00:00,3670.0,A,09251000,295.0,A
2003-05-06 00:00:00+00:00,3600.0,A,09251000,310.0,A
2003-05-07 00:00:00+00:00,3050.0,A,09251000,337.0,A
2003-05-08 00:00:00+00:00,2860.0,A,09251000,344.0,A
2003-05-09 00:00:00+00:00,2930.0,A,09251000,341.0,A
2003-05-10 00:00:00+00:00,3020.0,A,09251000,359.0,A
2003-05-11 00:00:00+00:00,2910.0,A,09251000,386.0,A
2003-05-12 00:00:00+00:00,2600.0,A,09251000,391.0,A
2003-05-13 00:00:00+00:00,2470.0,A,09251000,385.0,A
2003-05-14 00:00:00+00:00,3240.0,A,09251000,349.0,A
2003-05-15 00:00:00+00:00,4420.0,A,09251000,284.0,A
2003-05-16 00:00:00+00:00,5990.0,A,09251000,241.0,A
2003-05-17 00:00:00+00:00,7170.0,A,09251000,220.0,A
2003-05-18 00:00:00+00:00,8460.0,A,09251000,190.0,A
2003-05-19 00:00:00+00:00,8950.0,A,09251000,174.0,A
2003-05-20 00:00:00+00:00,8230.0,A,09251000,170.0,A
2003-05-21 00:00:00+00:00,7970.0,A,09251000,167.0,A
2003-05-22 00:00:00+00:00,8070.0,A,09251000,158.0,A
2003-05-23 00:00:00+00:00,8400.0,A,09251000,151.0,A
2003-05-24 00:00:00+00:00,8970.0,A,09251000,143.0,A
2003-05-25 00:00:00+00:00,9730.0,A,09251000,139.0,A
2003-05-26 00:00:00+00:00,10200.0,A,09251000,134.0,A
2003-05-27 00:00:00+00:00,10100.0,A,09251000,130.0,A
2003-05-28 00:00:00+00:00,10300.0,A,09251000,126.0,A
2003-05-29 00:00:00+00:00,11000.0,A,09251000,126.0,A
2003-05-30 00:00:00+00:00,11700.0,A,09251000,128.0,A
2003-05-31 00:00:00+00:00,12100.0,A,09251000,124.0,A
2003-06-01 00:00:00+00:00,12100.0,A,09251000,117.0,A
2003-06-02 00:00:00+00:00,12700.0,A,09251000,123.0,A
2003-06-03 00:00:00+00:00,12900.0,A,09251000,120.0,A
2003-06-04 00:00:00+00:00,10600.0,A,09251000,118.0,A
2003-06-05 00:00:00+00:00,8760.0,A,09251000,117.0,A
2003-06-06 00:00:00+00:00,7420.0,A,09251000,122.0,A
2003-06-07 00:00:00+00:00,6390.0,A,09251000,128.0,A
2003-06-08 00:00:00+00:00,5680.0,A,09251000,132.0,A
2003-06-09 00:00:00+00:00,5200.0,A,09251000,138.0,A
2003-06-10 00:00:00+00:00,5420.0,A,09251000,132.0,A
2003-06-11 00:00:00+00:00,5710.0,A,09251000,128.0,A
2003-06-12 00:00:00+00:00,6340.0,A,09251000,116.0,A
2003-06-13 00:00:00+00:00,5740.0,A,09251000,117.0,A
2003-06-14 00:00:00+00:00,4880.0,A,09251000,130.0,A
2003-06-15 00:00:00+00:00,4790.0,A,09251000,128.0,A
2003-06-16 00:00:00+00:00,4720.0,A,09251000,124.0,A
2003-06-17 00:00:00+00:00,4560.0,A,09251000,120.0,A
2003-06-18 00:00:00+00:00,3970.0,A,09251000,127.0,A
2003-06-19 00:00:00+00:00,3710.0,A,09251000,135.0,A
2003-06-20 00:00:00+00:00,3730.0,A,09251000,137.0,A
2003-06-21 00:00:00+00:00,3760.0,A,09251000,141.0,A
2003-06-22 00:00:00+00:00,3340.0,A,09251000,147.0,A
2003-06-23 00:00:00+00:00,2980.0,A,09251000,157.0,A
2003-06-24 00:00:00+00:00,2890.0,A,09251000,152.0,A
2003-06-25 00:00:00+00:00,2680.0,A,09251000,151.0,A
2003-06-26 00:00:00+00:00,2420.0,A,09251000,164.0,A
2003-06-27 00:00:00+00:00,2050.0,A,09251000,176.0,A
2003-06-28 00:00:00+00:00,1880.0,A,09251000,189.0,A
2003-06-29 00:00:00+00:00,1880.0,A,09251000,188.0,A
2003-06-30 00:00:00+00:00,1790.0,A,09251000,187.0,A
2003-07-01 00:00:00+00:00,1650.0,A,09251000,188.0,A
2003-07-02 00:00:00+00:00,1520.0,A,09251000,193.0,A
2003-07-03 00:00:00+00:00,1410.0,A,09251000,200.0,A
2003-07-04 00:00:00+00:00,1290.0,A,09251000,208.0,A
2003-07-05 00:00:00+00:00,1130.0,A,09251000,221.0,A
2003-07-06 00:00:00+00:00,1040.0,A,09251000,236.0,A
2003-07-07 00:00:00+00:00,907.0,A,09251000,249.0,A
2003-07-08 00:00:00+00:00,821.0,A,09251000,260.0,A
2003-07-09 00:00:00+00:00,734.0,A,09251000,270.0,A
2003-07-10 00:00:00+00:00,644.0,A,09251000,281.0,A
2003-07-11 00:00:00+00:00,576.0,A,09251000,293.0,A
2003-07-12 00:00:00+00:00,501.0,A,09251000,307.0,A
2003-07-13 00:00:00+00:00,478.0,A,09251000,320.0,A
2003-07-14 00:00:00+00:00,454.0,A,09251000,326.0,A
2003-07-15 00:00:00+00:00,392.0,A,09251000,341.0,A
2003-07-16 00:00:00+00:00,373.0,A,09251000,348.0,A
2003-07-17 00:00:00+00:00,348.0,A,09251000,356.0,A
2003-07-18 00:00:00+00:00,326.0,A,09251000,368.0,A
2003-07-19 00:00:00+00:00,321.0,A,09251000,377.0,A
2003-07-20 00:00:00+00:00,339.0,A,09251000,374.0,A
2003-07-21 00:00:00+00:00,360.0,A,09251000,371.0,A
