datetime,"mean_Modeled snowpack sublimation rate, 24-hour total","sum_Modeled snowpack sublimation rate, 24-hour total","std_Modeled snowpack sublimation rate, 24-hour total","mean_Snow accumulation, 24-hour total","sum_Snow accumulation, 24-hour total","std_Snow accumulation, 24-hour total","mean_Modeled snow water equivalent, total of snow layers","sum_Modeled snow water equivalent, total of snow layers","std_Modeled snow water equivalent, total of snow layers","mean_Modeled snow layer thickness, total of snow layers","sum_Modeled snow layer thickness, total of snow layers","std_Modeled snow layer thickness, total of snow layers","mean_Modeled blowing snow sublimation rate, 24-hour total","sum_Modeled blowing snow sublimation rate, 24-hour total","std_Modeled blowing snow sublimation rate, 24-hour total","mean_Non-snow accumulation, 24-hour total","sum_Non-snow accumulation, 24-hour total","std_Non-snow accumulation, 24-hour total","mean_Modeled melt rate, bottom of snow layers","sum_Modeled melt rate, bottom of snow layers","std_Modeled melt rate, bottom of snow layers","mean_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","sum_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","std_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","mean_Modeled blowing snow sublimation, 24-hour total","sum_Modeled blowing snow sublimation, 24-hour total","std_Modeled blowing snow sublimation, 24-hour total","mean_Modeled snowpack sublimation, 24-hour total","sum_Modeled snowpack sublimation, 24-hour total","std_Modeled snowpack sublimation, 24-hour total","mean_Modeled melt, bottom of snow layers, 24-hour total","sum_Modeled melt, bottom of snow layers, 24-hour total","std_Modeled melt, bottom of snow layers, 24-hour total"
2003-11-02,-4.966666666666667,-149.0,3.08202675019035,0.0,0,0.0,0.0,0.0,0.0,0.0006962818548948615,5,0.031213935804882895,0.0,0.0,0.0,0.11885245901639344,870,0.42345804507244417,2.1666666666666665,65.0,4.074991479200363,,,,,,,,,,,,
2003-11-03,-4.25,-17.0,2.7726341266023544,0.0,0,0.0,0.0,0.0,0.0,0.0001392563709789723,1,0.011799871975666261,0.0,0.0,0.0,2.287431693989071,16744,3.1305223057081824,0.0,0.0,0.0,,,,,,,,,,,,
2003-11-04,-7.801724137931035,-6335.0,8.769845726789233,1.1213114754098361,8208,2.092018249570252,0.03954880935802813,284.0,0.19489664193205192,0.4128951399526528,2965,1.457028063235631,0.0,0.0,0.0,1.1202185792349726,8200,1.9731880271465476,5.970443349753695,4848.0,9.708516057559683,,,,,,,,,,,,
2003-11-05,-20.929738562091504,-12809.0,17.121727718380797,0.0,0,0.0,0.0072413312909065585,52.0,0.08478734818380568,0.09525135774961704,684,0.5726496281461879,0.0,0.0,0.0,0.0,0,0.0,7.227124183006536,4423.0,11.866594358294932,,,,,,,,,,,,
2003-11-06,-14.772388059701493,-3959.0,9.938451573072397,0.0,0,0.0,0.0008355382258738338,6.0,0.028893599667520444,0.014900431694750034,107,0.1929713474292327,0.0,0.0,0.0,0.0,0,0.0,5.08955223880597,1364.0,8.261547943719481,,,,,,,,,,,,
2003-11-07,-5.380281690140845,-382.0,4.631083580752811,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.985915492957746,638.0,11.006391174998457,,,,,,,,,,,,
2003-11-08,-8.493197278911564,-7491.0,10.36775368798744,0.40942622950819674,2997,0.8999050944317094,0.0001392563709789723,1.0,0.011799871975666263,0.021723993872719678,156,0.18903630483256606,0.0,0.0,0.0,19.57445355191257,143285,13.730999901971883,18.63605442176871,16437.0,19.726479248091458,,,,,,,,,,,,
2003-11-09,-4.5646774749913765,-13233.0,9.377017970208033,4.283879781420765,31358,7.665247829754653,0.4731931485865478,3398.0,0.6935445148123565,3.010444227823423,21618,5.563576124238635,-0.002414625733011383,-7.0,0.07189135957734828,45.40191256830601,332342,27.25953378424569,76.5232838909969,221841.0,73.00864247426888,,,,,,,,,,,,
2003-11-10,-5.627456186935741,-21193.0,17.5319018910298,13.628142076502732,99758,15.505462648949122,1.030497145244395,7400.0,1.9557249816978992,7.340621083414566,52713,14.976427845391292,-0.02161307327358988,-82.0,0.6465976254141678,22.99603825136612,168331,20.05963406273348,173.65366367949395,658842.0,147.27846574369693,,,,,,,,,,,,
2003-11-11,-22.719020172910664,-47301.0,25.70990743745369,0.0,0,0.0,0.8294109455507589,5956.0,1.788653075056096,5.448405514552291,39125,12.591235815544211,0.0,0.0,0.0,0.0,0,0.0,41.258718190386425,87551.0,58.55414277450612,,,,,,,,,,,,
2003-11-12,-28.98426966292135,-38694.0,25.80994596292154,0.0,0,0.0,0.5138560089124078,3690.0,1.4331830146288314,2.8613006545049435,20547,8.787641936717138,0.0,0.0,0.0,0.003961748633879781,29,0.06281761840154187,68.47395833333333,118323.0,75.10267211536906,,,,,,,,,,,,
2003-11-13,-24.58198451794511,-34931.0,24.28055144779851,0.0,0,0.0,9.085224899039131,65241.0,25.468477427631935,51.57986352875644,370395,147.37437700425136,-0.1414752116082225,-234.0,2.312221720958096,0.0,0,0.0,102.68592057761732,170664.0,175.4357511972966,,,,,,,,,,,,
2003-11-14,-20.017490494296577,-26323.0,18.856282504780726,0.0,0,0.0,8.93218214733324,64142.0,25.343615376879892,45.94123381144687,329904,131.3475609119122,-0.19315589353612167,-254.0,2.7928396227149728,1.55724043715847,11399,2.7018516282132325,60.679847908745245,79794.0,160.49096776634389,,,,,,,,,,,,
2003-11-15,-7.5269814502529515,-26781.0,19.447880144038876,10.271311475409837,75186,10.804845954211466,9.588358167386158,68854.0,25.77942272872962,47.19983289235483,338942,128.0413449796693,-0.03362927091740651,-125.0,1.0085451876423945,28.2448087431694,206752,18.097985059524913,198.87295631198072,741995.0,162.09280738077507,,,,,,,,,,,,
2003-11-16,-1.2829417773237999,-6280.0,6.122400232292327,45.45696721311475,332745,38.68494441168989,13.33477231583345,95757.0,27.407789238189995,75.76479598941651,544067,139.6147542011431,-0.1016359918200409,-497.0,2.4825150068254542,47.13073770491803,344997,40.73080003617581,335.38712972420836,1641720.0,374.245375523806,,,,,,,,,,,,
2003-11-17,-7.997425334706488,-31062.0,15.868570441965261,0.02226775956284153,163,0.14755306315659128,12.763264169335747,91653.0,27.544491358344732,63.988302464837766,459500,132.2761535010935,-0.10193050193050193,-396.0,2.307262080177354,0.8807377049180328,6447,1.144175319044021,105.89326131687243,411713.0,138.86971599464644,,,,,,,,,,,,
2003-11-18,-4.216338391992251,-13058.0,18.13513523226652,0.0,0,0.0,21.756440607157778,156233.0,41.36269385811784,96.4847514273778,692857,189.15431432438538,-0.1715080346106304,-555.0,2.978383858429848,3.5896174863387977,26276,3.1076147207449,250.11018775007696,812608.0,317.86006092237176,,,,,,,,,,,,
2003-11-19,-16.451096121416526,-39022.0,21.604888733331418,0.0,0,0.0,19.66369586408578,141205.0,40.28436524172632,71.65645453279488,514565,157.27315743116574,0.0,0.0,0.0,0.0,0,0.0,545.6909509202454,1423162.0,555.4320897545955,,,,,,,,,,,,
2003-11-20,-21.296982530439386,-40230.0,22.603053720247015,0.0,0,0.0,16.47834563431277,118331.0,37.9204597862489,51.993733463305944,373367,126.59527793189353,0.0,0.0,0.0,0.0,0,0.0,928.1387457044674,2160707.0,625.9297916151751,,,,,,,,,,,,
2003-11-21,-19.657124268054652,-30213.0,23.849919825020358,0.0,0,0.0,14.276145383651302,102517.0,35.81141985330646,44.553544074641415,319939,115.94027885514453,-0.08436213991769548,-164.0,2.3018337439754557,0.19453551912568307,1424,0.5392999688379975,718.4989785495403,1406821.0,444.4067199496919,,,,,,,,,,,,
2003-11-22,-27.332167832167833,-39085.0,24.944683140477558,0.08852459016393442,648,0.2976768119420816,13.990112797660492,100463.0,35.295605079396395,43.50842501044423,312434,112.77467650995715,-0.12538989394884592,-201.0,2.9291697336160047,0.033879781420765025,248,0.1809197110091828,81.1866501854141,131360.0,70.4524826129731,,,,,,,,,,,,
2003-11-23,-35.4765625,-45410.0,23.824509715492443,0.0,0,0.0,13.855312630552849,99495.0,35.03660462731074,42.75950424731931,307056,110.5995092674144,-0.04219948849104859,-66.0,1.2364908977649178,0.0,0,0.0,2.4034198860038,3795.0,6.856533130460629,,,,,,,,,,,,
2003-11-24,-32.4465306122449,-39747.0,22.454648130336537,0.0,0,0.0,13.654644199972148,98054.0,34.768908085376665,41.73193148586548,299677,108.65561150592646,-0.07369101486748546,-114.0,2.2665892387428612,0.0,0,0.0,30.732475884244373,47789.0,75.60420168136443,,,,,,,,,,,,
2003-11-25,-33.36825726141079,-64334.0,19.468888594471462,0.0,0,0.0,19.183122127837347,137754.0,38.76082613213508,60.91964907394513,437464,120.25759882953362,-0.04143862392494136,-106.0,1.2190832611438949,0.0,0,0.0,108.58148580318942,279163.0,155.2061773225657,,,,,,,,,,,,
2003-11-26,-30.527803521779425,-65879.0,20.48716037918739,0.0,0,0.0,18.87954323910319,135574.0,38.528856045966506,59.164740286868124,424862,118.2039948185568,-0.024573919936583432,-62.0,1.2340904174845224,0.0,0,0.0,34.01029295328583,85910.0,64.73985866705985,,,,,,,,,,,,
2003-11-27,-24.973466724662895,-57414.0,21.059552063894554,0.0,0,0.0,18.631666898760617,133794.0,38.37419517287658,57.78596295780532,414961,116.77655451942854,-0.03132530120481928,-78.0,0.9466823546071342,0.0,0,0.0,34.65316760224539,86425.0,68.26891784946342,,,,,,,,,,,,
2003-11-28,-32.464141414141416,-64279.0,21.076513498027307,0.0,0,0.0,17.749617044979807,127460.0,38.06332320097914,53.39144965882189,383404,114.13981843671165,-0.1592486729277256,-390.0,3.1960503530692534,0.0,0,0.0,189.34256619144602,464836.0,237.1298877550749,,,,,,,,,,,,
2003-11-29,-29.976216814159294,-54197.0,20.97477912014409,0.0,0,0.0,16.282690433087314,116926.0,37.48630003365467,47.485308452861716,340992,109.95578082235718,-0.040412725709372314,-94.0,1.3779059348043672,0.0,0,0.0,352.44334763948495,821193.0,365.01028677484453,,,,,,,,,,,,
2003-11-30,-24.25595601710446,-39707.0,22.896086132539292,0.0,0,0.0,14.499791115443532,104123.0,36.15543285759408,40.49018242584598,290760,101.64538743758206,0.0,0.0,0.0,0.5379781420765027,3938,0.9576726453737178,563.7597597597597,1126392.0,439.32177269321016,,,,,,,,,,,,
2003-12-01,-33.11439466158246,-34737.0,22.941511254643,0.0,0,0.0,13.543517615930929,97256.0,35.02963444086618,37.63500905166411,270257,97.92848022086594,-0.03230148048452221,-48.0,0.8806463768205884,1.5943989071038251,11671,1.988724031274101,349.961719274681,521093.0,327.9012538074352,,,,,,,,,,,,
2003-12-02,-8.549134734239802,-27665.0,19.459151754739597,6.407103825136612,46900,7.936211111319304,13.415959961073266,96501.0,34.583392620657115,39.717781176143475,285690,99.71616126502207,0.0,0.0,0.0,30.055464480874317,220006,20.578735514733413,207.93724750875302,772071.0,215.30498625694193,,,,,,,,,,,,
2003-12-03,-1.0689655172413792,-3472.0,15.12744048344239,0.6441256830601093,4715,1.084033867933433,21.060614486306132,151489.0,37.430288458722195,62.301404142916724,448134,107.98505681296992,-0.08094798399507541,-263.0,2.154519588419168,8.183333333333334,59902,6.783175573144337,402.3129230769231,1307517.0,399.12486218927717,,,,,,,,,,,,
2003-12-04,-17.12053077773682,-46448.0,20.73304232435443,0.0,0,0.0,19.27943834283331,138677.0,36.51723125643974,55.32058946197692,397921,102.94317053815543,0.0,0.0,0.0,0.0,0,0.0,414.80796335447496,1177225.0,368.67572965462966,,,,,,,,,,,,
2003-12-05,-20.392267418445428,-50634.0,20.696432065829878,0.0,0,0.0,16.89058807173641,121494.0,35.02116476480656,46.18629222855554,332218,94.88555771431902,0.0,0.0,0.0,4.25,31110,2.9902962369470107,587.6266078647556,1598932.0,388.9876667241554,,,,,,,,,,,,
2003-12-06,16.854943273905995,41598.0,16.243962470129627,0.0,0,0.0,12.286528569442513,88377.0,30.507083056040027,32.975948839149176,237196,80.82892431634728,-0.04659643435980551,-115.0,1.6984645332429542,30.14262295081967,220644,14.71225420257623,1652.807131280389,4079128.0,847.8976484712164,,,,,,,,,,,,
2003-12-07,4.622186920836643,17458.0,13.992167148943361,46.228415300546445,338392,67.04246074166335,16.084665647156957,115697.0,36.006246732815086,54.28889197831225,390500,122.3665899157359,-0.12453630100688924,-470.0,2.432636030055374,314.600956284153,2302879,145.91837273564204,2282.11331744771,8619542.0,1383.4030685856271,,,,,,,,,,,,
2003-12-08,-7.289398958826314,-30805.0,14.604658161281726,34.11325136612022,249709,44.7521454665008,18.27304323647991,131438.0,39.319785912072504,70.69664952036702,508521,147.63555818652677,-0.10918585331117968,-460.0,2.5522675074795322,69.54808743169399,509092,29.353440404068433,660.508991954567,2791311.0,608.1022842510038,,,,,,,,,,,,
2003-12-09,-19.747324818778047,-57208.0,20.025605302061685,0.0,0,0.0,29.456415959961074,211880.0,56.5948778696877,113.16043375503962,813963,204.68447635713397,-0.026802807913209957,-84.0,1.0053698459597136,0.0,0,0.0,13.287081339712918,41655.0,39.888647347023465,,,,,,,,,,,,
2003-12-10,-14.354986466791589,-68947.0,21.235921096103695,20.496174863387978,150032,15.125621031806862,30.72737383567357,221022.0,56.909251616216416,118.88725149450855,855156,204.07517211532596,-0.022680795686930655,-122.0,1.250189273115986,9.04808743169399,66232,8.494992684732999,107.03789279112755,579075.0,146.31054206517177,,,,,,,,,,,,
2003-12-11,-6.335361356932153,-34363.0,16.262985381756888,68.17896174863388,499070,55.491302375770495,36.47963297650494,262398.0,60.55496078995438,161.8224662866676,1163989,236.85782118347524,-0.10367210682492582,-559.0,2.509072828015218,38.035792349726776,278422,32.44091018041773,314.6299778761062,1706553.0,412.1550654820427,,,,,,,,,,,,
2003-12-12,-4.979274611398964,-25947.0,6.727011882079948,18.162704918032787,132951,13.845306648127595,41.345752815237034,297400.0,68.31067464842455,180.04907549005978,1295093,263.6204141204682,-0.1959316829783151,-1021.0,2.9261673129349646,9.532650273224045,69779,14.12240689764352,43.79293801573594,228205.0,76.10005329636536,,,,,,,,,,,,
2003-12-13,-9.26907039489821,-37790.0,15.600763408557945,10.921857923497267,79948,11.098462101975867,42.28277492006117,304140.0,69.0542241013018,177.9353538162102,1279889,263.0349624732814,-0.12217860647693818,-498.0,2.445036381781898,22.63825136612022,165712,17.904887179773617,101.07137601177337,412068.0,203.84211201263597,,,,,,,,,,,,
2003-12-14,-7.053929121725732,-27468.0,16.269815660107437,22.068032786885247,161538,22.459672784672385,43.72556652300848,314518.0,71.09617794652327,171.25969692756846,1231871,266.4641311118846,-0.10033531080732525,-389.0,2.376154515641121,39.19248633879781,286889,29.88408797398205,406.76972336065575,1588029.0,559.8091476186374,,,,,,,,,,,,
2003-12-15,-4.4016928231352495,-24962.0,15.288727381045042,143.18647540983608,1048125,92.34738145070118,56.77102738773808,408354.0,77.59183208817365,254.80411511191437,1832806,325.72412757517526,-0.23297872340425532,-1314.0,3.4349028798313275,92.84084699453553,679595,76.11526848504418,567.5602186563216,3218634.0,571.1502488872544,,,,,,,,,,,,
2003-12-16,-16.327690447400244,-81018.0,19.110474427288807,0.0,0,0.0,55.809537049909636,401438.0,77.93082006459493,237.6139302099263,1709157,307.6127164614927,-0.02996845425867508,-152.0,0.6852209565222244,0.0,0,0.0,114.35370662460568,580002.0,183.79046982948014,,,,,,,,,,,,
2003-12-17,-17.16043539990535,-72520.0,17.09428784570834,0.0,0,0.0,75.50618657027665,543116.0,102.84349995197275,305.3704990963437,2196530,390.00660244938075,0.0,0.0,0.0,0.0,0,0.0,115.02688638334779,530504.0,202.41258039699017,,,,,,,,,,,,
2003-12-18,-20.814711830131447,-82343.0,20.696755995541924,0.21666666666666667,1586,0.459621884669378,74.58793271235923,536511.0,102.94131623478258,284.40080633949674,2045695,370.22105650432337,-0.021245774987928536,-88.0,0.6854581080666473,0.07650273224043716,560,0.26580079796754774,126.57725736359247,524283.0,260.0126388756805,,,,,,,,,,,,
2003-12-19,-22.690153568202348,-75354.0,19.365501133533048,0.25245901639344265,1848,0.5715781692048786,73.43556235228695,528222.0,102.64135450734378,264.43027943834284,1902047,349.60314679784796,0.0,0.0,0.0,2.2349726775956285,16360,3.3410398686075373,181.28238482384825,668932.0,400.7352307158182,,,,,,,,,,,,
2003-12-20,-29.11779722830051,-79841.0,20.80280580139431,0.5297814207650273,3878,1.1942203512355185,71.61865702766579,515153.0,101.79588768398838,236.2346725983595,1699236,324.9026781901004,-0.4618508848273861,-1592.0,4.496871664808515,5.812568306010929,42548,3.45543137279707,328.7033824804857,1136985.0,520.9527652841946,,,,,,,,,,,,
2003-12-21,0.04077615298087739,145.0,10.062335068170471,9.908333333333333,72529,14.206293781791645,71.22021409703879,512287.0,103.04087318180315,225.06019741415264,1618858,322.1903089058696,-0.5794100964265456,-2043.0,6.1242862265526155,36.5457650273224,267515,15.280897521400435,495.36107986501685,1761504.0,587.2735224801626,,,,,,,,,,,,
2003-12-22,-6.755148095909732,-23947.0,12.954748937804132,2.1877049180327868,16014,3.372585018242885,70.48032809676074,506965.0,102.93462746727253,219.45294035868204,1578525,316.80281952517515,-0.000846262341325811,-3.0,0.037546252484005276,1.1102459016393442,8127,0.9643956428384703,185.80818053596616,658690.0,236.039642843586,,,,,,,,,,,,
2003-12-23,-21.6525069637883,-62186.0,20.13641847172272,0.0,0,0.0,77.67245933546504,558698.0,113.40194266315184,235.7681078826637,1695880,340.00998202648645,-0.0073439412484700125,-24.0,0.41976261921497876,0.0,0,0.0,134.7530599755202,440373.0,243.1928075667602,,,,,,,,,,,,
2003-12-24,-16.661358173076923,-55449.0,19.856980754732767,11.795628415300547,86344,13.42157070257501,77.95662449603782,560742.0,114.10998476567667,238.68413735576254,1716855,343.5463936873862,-0.1879232505643341,-666.0,3.209697280927447,17.416120218579234,127486,12.407595603626964,183.49082823790994,660200.0,266.22076166282903,,,,,,,,,,,,
2003-12-25,-2.054531490015361,-8025.0,13.628561249029275,145.9334699453552,1068233,152.26820267682095,92.89378562491311,668185.0,128.71895247727883,317.68622271653,2285117,437.3876980935564,-0.6016640665626625,-2314.0,6.402306960180036,224.70204918032786,1644819,139.33041338545405,1662.6490015360982,6494307.0,1541.2146754515466,,,,,,,,,,,,
2003-12-26,-1.932447604790419,-10327.0,4.583935548959564,65.1308743169399,476758,68.11745182769145,98.59085221743362,709164.0,133.21352626888932,354.7113860697901,2551439,462.8395044729908,-0.37630988023952094,-2011.0,3.795636500364121,13.298633879781422,97346,16.119656679565136,138.82803143712576,741897.0,167.00953023342538,,,,,,,,,,,,
2003-12-27,-6.848342162056111,-34906.0,10.889025606196238,1.4397540983606558,10539,1.679408868376804,98.470179341026,708296.0,133.0074981258223,339.5890449047685,2442664,441.10993733208426,-0.09750833823817932,-497.0,1.7420769017767461,0.05587431693989071,409,0.22967885763907692,25.84951932509319,131755.0,38.87344225454886,,,,,,,,,,,,
2003-12-28,-12.33890925756187,-53847.0,18.73034413176225,0.0,0,0.0,98.31447240372584,707176.0,132.83527138312593,329.0157097177812,2366610,426.43277143463916,-0.03900547445255474,-171.0,1.3586310050927104,0.0,0,0.0,14.312043795620438,62744.0,23.19514722839644,,,,,,,,,,,,
2003-12-29,-11.168823964497042,-60401.0,15.66943600773086,9.20724043715847,67397,5.9190188073399055,98.94466842763798,711709.0,132.802910709863,328.56694008063397,2363382,416.4100501988691,-0.4792145763311516,-2709.0,5.421566693145909,0.7468579234972678,5467,1.4085961567531455,10.717020902863165,61012.0,17.862155017958035,,,,,,,,,,,,
2003-12-30,-0.7921097770154374,-4618.0,17.61342091720044,309.89986338797814,2268467,169.02386968878537,145.94647574030307,1049793.0,166.77902174893512,599.2473237870151,4310386,614.0247771420857,-0.4290921714980038,-2472.0,5.466492019838752,88.12677595628415,645088,104.06417100721914,582.4121783876501,3395463.0,1056.7952337750016,,,,,,,,,,,,
2003-12-31,0.07794540229885058,434.0,10.5234427317325,12.78825136612022,93610,8.637396370895724,160.2911163631308,1152974.0,186.61606952070187,589.8039760878632,4242460,647.6727169090242,-0.6078501980554555,-3376.0,5.93737418957913,14.080327868852459,103068,9.318035622954234,279.0996767241379,1554027.0,462.34244941547894,,,,,,,,,,,,
2004-01-01,-5.981598513011153,-32181.0,11.530766813979117,32.7974043715847,240077,24.914768785706737,162.37383567357153,1167955.0,189.09918961004007,571.983595161963,4114278,638.7243895697554,-0.3582897684839432,-1919.0,4.459247089264524,23.278688524590162,170400,21.527151096826678,320.3574349442379,1723523.0,464.4780717295318,,,,,,,,,,,,
2004-01-02,-1.360431285298648,-7949.0,23.719512103824233,349.75109289617484,2560178,197.62671541658167,195.88905880717365,1409030.0,203.8283364760181,789.7258445711108,5680498,765.8749566590631,-0.30848105665623915,-1775.0,4.624958475223131,121.56215846994536,889835,129.71836965496482,824.2041060735671,4817473.0,1253.5175567572333,,,,,,,,,,,,
