datetime,"mean_Modeled snowpack sublimation rate, 24-hour total","sum_Modeled snowpack sublimation rate, 24-hour total","std_Modeled snowpack sublimation rate, 24-hour total","mean_Snow accumulation, 24-hour total","sum_Snow accumulation, 24-hour total","std_Snow accumulation, 24-hour total","mean_Modeled snow water equivalent, total of snow layers","sum_Modeled snow water equivalent, total of snow layers","std_Modeled snow water equivalent, total of snow layers","mean_Modeled snow layer thickness, total of snow layers","sum_Modeled snow layer thickness, total of snow layers","std_Modeled snow layer thickness, total of snow layers","mean_Modeled blowing snow sublimation rate, 24-hour total","sum_Modeled blowing snow sublimation rate, 24-hour total","std_Modeled blowing snow sublimation rate, 24-hour total","mean_Non-snow accumulation, 24-hour total","sum_Non-snow accumulation, 24-hour total","std_Non-snow accumulation, 24-hour total","mean_Modeled melt rate, bottom of snow layers","sum_Modeled melt rate, bottom of snow layers","std_Modeled melt rate, bottom of snow layers","mean_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","sum_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","std_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","mean_Modeled blowing snow sublimation, 24-hour total","sum_Modeled blowing snow sublimation, 24-hour total","std_Modeled blowing snow sublimation, 24-hour total","mean_Modeled snowpack sublimation, 24-hour total","sum_Modeled snowpack sublimation, 24-hour total","std_Modeled snowpack sublimation, 24-hour total","mean_Modeled melt, bottom of snow layers, 24-hour total","sum_Modeled melt, bottom of snow layers, 24-hour total","std_Modeled melt, bottom of snow layers, 24-hour total"
2003-10-01,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,0.10290727098914694,1830,0.31847635478307706,,0.0,,,,,,,,,,,,,
2003-10-02,-10.418032786885245,-2542.0,3.1928202342295045,0.035764494179834676,636,0.2276077929502069,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.914412641286622,34044,2.441323285598993,7.836065573770492,1912.0,8.290682757521482,,,,,,,,,,,,
2003-10-03,,0.0,,0.013945903390878929,248,0.11964008518736327,0.0,0.0,0.0,0.0,0,0.0,,0.0,,2.057076983636057,36581,2.973888377598648,,0.0,,,,,,,,,,,,,
2003-10-04,3.1666666666666665,266.0,3.372978524536456,0.024855198785356802,442,0.1556837110255829,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.319518641399089,41248,3.3022113230510923,13.095238095238095,1100.0,13.744799057599455,,,,,,,,,,,,
2003-10-05,-13.44962486602358,-25097.0,16.526988625309755,0.5343305404037564,9502,1.5648962076986341,0.001297895152643756,23.0,0.0360029251702761,0.031093053439422154,551,0.2597750638028299,0.0,0.0,0.0,7.869200922229095,139938,5.941985365900326,30.29581993569132,56532.0,26.43701393878914,,,,,,,,,,,,
2003-10-06,-2.8519781718963166,-4181.0,16.608995065818572,0.3865489512455716,6874,1.1653699318498951,0.00643304553919079,114.0,0.10814852066908955,0.014446137351165284,256,0.26068950830718607,0.0,0.0,0.0,20.22307822077265,359627,8.280713148033534,37.26944065484311,54637.0,34.179792771899166,,,,,,,,,,,,
2003-10-07,-18.81474568362109,-40320.0,17.72930502491683,0.5808356295338244,10329,1.6037048146278363,0.005699452626826929,101.0,0.0951461103159811,0.020822752666328086,369,0.299475342464277,0.0,0.0,0.0,3.195130180509475,56819,4.464439576453223,25.87569573283859,55788.0,20.359440363133764,,,,,,,,,,,,
2003-10-08,-18.433962264150942,-5862.0,24.221729498488482,0.026317269302142496,468,0.18394227063181215,0.00186219739292365,33.0,0.049224301458459845,0.006038033970994865,107,0.14417452899903366,0.0,0.0,0.0,2.025417533599505,36018,1.9734005689932308,6.60932944606414,2267.0,14.83511417785151,,,,,,,,,,,,
2003-10-09,-55.69230769230769,-2172.0,28.768887972728056,0.0,0,0.0,0.0004514417922239151,8.0,0.02124236315790098,0.0012414649286157666,22,0.05310338940435429,0.0,0.0,0.0,1.5056514648821908,26775,2.452967382768153,3.3636363636363638,148.0,10.658097453219032,,,,,,,,,,,,
2003-10-10,-53.54545454545455,-589.0,19.80065947645379,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.818181818181818,97.0,14.745219143956653,,,,,,,,,,,,
