datetime,"mean_Modeled snowpack sublimation rate, 24-hour total","sum_Modeled snowpack sublimation rate, 24-hour total","std_Modeled snowpack sublimation rate, 24-hour total","mean_Snow accumulation, 24-hour total","sum_Snow accumulation, 24-hour total","std_Snow accumulation, 24-hour total","mean_Modeled snow water equivalent, total of snow layers","sum_Modeled snow water equivalent, total of snow layers","std_Modeled snow water equivalent, total of snow layers","mean_Modeled snow layer thickness, total of snow layers","sum_Modeled snow layer thickness, total of snow layers","std_Modeled snow layer thickness, total of snow layers","mean_Modeled blowing snow sublimation rate, 24-hour total","sum_Modeled blowing snow sublimation rate, 24-hour total","std_Modeled blowing snow sublimation rate, 24-hour total","mean_Non-snow accumulation, 24-hour total","sum_Non-snow accumulation, 24-hour total","std_Non-snow accumulation, 24-hour total","mean_Modeled melt rate, bottom of snow layers","sum_Modeled melt rate, bottom of snow layers","std_Modeled melt rate, bottom of snow layers","mean_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","sum_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","std_Modeled average temperature, SWE-weighted average of snow layers, 24-hour average","mean_Modeled blowing snow sublimation, 24-hour total","sum_Modeled blowing snow sublimation, 24-hour total","std_Modeled blowing snow sublimation, 24-hour total","mean_Modeled snowpack sublimation, 24-hour total","sum_Modeled snowpack sublimation, 24-hour total","std_Modeled snowpack sublimation, 24-hour total","mean_Modeled melt, bottom of snow layers, 24-hour total","sum_Modeled melt, bottom of snow layers, 24-hour total","std_Modeled melt, bottom of snow layers, 24-hour total"
2003-10-01,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,0.0,0,0.0,,0.0,,,,,,,,,,,,,
2003-10-02,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,0.8415136755339079,2246,0.8903883502686111,,0.0,,,,,,,,,,,,,
2003-10-03,-16.17737556561086,-17876.0,33.516487931286754,5.325590108654927,14214,8.444162624335176,0.7557052001496446,2020.0,1.427310381605461,3.0,8019,6.756687394109145,0.0,0.0,0.0,65.36380666916448,174456,19.020287956860006,227.7188859878155,261649.0,177.66706966002118,,,,,,,,,,,,
2003-10-04,-20.704433497536947,-16812.0,25.10134787363347,0.25028100412139376,668,0.5211208951420547,0.6707818930041153,1793.0,1.4536469438202053,2.691358024691358,7194,6.615526928906688,0.0,0.0,0.0,14.482952416635444,38655,12.500018348955539,41.0948275862069,33369.0,71.40345110979577,,,,,,,,,,,,
2003-10-05,-7.671490593342981,-5301.0,7.003661267512602,0.5863619333083552,1565,0.9309916423530848,0.8260381593714927,2208.0,1.8424787448483666,3.062102506546951,8185,7.377118824369301,0.0,0.0,0.0,20.587111277632072,54947,14.57733471468706,17.21273516642547,11894.0,46.917387874790506,,,,,,,,,,,,
2003-10-06,-10.311940298507462,-6909.0,10.41266482570889,0.175346571749719,468,0.41331247604618204,0.7695473251028807,2057.0,1.825131244583898,2.749719416386083,7350,6.940599940257359,0.0,0.0,0.0,5.981266391907082,15964,3.6100201564547394,52.32388059701493,35057.0,63.78628868140031,,,,,,,,,,,,
2003-10-07,-6.874452554744526,-4709.0,11.275009697486114,0.39752716373173475,1061,0.8173886902772249,0.7123082678638234,1904.0,1.9063134770931514,2.1313131313131315,5697,5.942325028603718,0.0,0.0,0.0,18.206819033345823,48594,3.2937737676818104,153.3007299270073,105011.0,125.82620414326358,,,,,,,,,,,,
2003-10-08,-3.198997493734336,-6382.0,12.095567613271058,3.5526414387411016,9482,2.7039411640427846,0.5716423494201271,1528.0,1.9044251626624333,1.5080433969322857,4031,5.126024103311588,0.0,0.0,0.0,42.67590857999251,113902,10.304445106617784,164.6185463659148,328414.0,127.4190621547389,,,,,,,,,,,,
2003-10-09,-46.83757961783439,-14707.0,19.761211166151107,0.0,0,0.0,0.3722409277964834,995.0,1.5382175025783886,1.0347923681257014,2766,4.228321144894714,0.0,0.0,0.0,1.085050580741851,2896,1.1897044159335206,121.09235668789809,38023.0,97.80482842821603,,,,,,,,,,,,
2003-10-10,-56.58757062146893,-10016.0,20.02384068536891,0.0,0,0.0,0.10849233071455294,290.0,0.8138662731353615,0.28058361391694725,750,2.143344416101046,0.0,0.0,0.0,0.0,0,0.0,263.82380952380953,55403.0,146.75415920044782,,,,,,,,,,,,
