datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63675_Mean,63675_Mean_cd
2004-10-01 00:00:00+00:00,,,09406000,83.0,"A, e",,,,,,,,
2004-10-02 00:00:00+00:00,,,09406000,73.0,"A, e",,,,,,,,
2004-10-03 00:00:00+00:00,,,09406000,68.0,"A, e",,,,,,,,
2004-10-04 00:00:00+00:00,,,09406000,70.0,"A, e",,,,,,,,
2004-10-05 00:00:00+00:00,,,09406000,94.0,"A, e",,,,,,,,
2004-10-06 00:00:00+00:00,,,09406000,80.0,"A, e",,,,,,,,
2004-10-07 00:00:00+00:00,,,09406000,76.0,"A, e",,,,,,,,
2004-10-08 00:00:00+00:00,,,09406000,70.0,"A, e",,,,,,,,
2004-10-09 00:00:00+00:00,15.8,A,09406000,71.3,A,7.72,A,,,,,,
2004-10-10 00:00:00+00:00,15.5,A,09406000,73.7,A,7.74,A,,,,,,
2004-10-11 00:00:00+00:00,15.0,A,09406000,75.6,A,7.75,A,,,,,,
2004-10-12 00:00:00+00:00,15.7,A,09406000,74.3,A,7.74,A,,,,,,
2004-10-13 00:00:00+00:00,15.5,A,09406000,70.3,A,7.71,A,,,,,,
2004-10-14 00:00:00+00:00,14.6,A,09406000,68.2,A,7.7,A,,,,,,
2004-10-15 00:00:00+00:00,14.1,A,09406000,73.7,A,7.74,A,,,,,,
2004-10-16 00:00:00+00:00,13.3,A,09406000,73.3,A,7.74,A,,,,,,
2004-10-17 00:00:00+00:00,13.1,A,09406000,77.8,A,7.77,A,,,,,,
2004-10-18 00:00:00+00:00,13.3,A,09406000,88.6,A,7.85,A,,,,,,
2004-10-19 00:00:00+00:00,13.7,A,09406000,110.0,A,7.98,A,,,,,,
2004-10-20 00:00:00+00:00,12.5,A,09406000,1230.0,A,10.17,A,725.0,A,8.5,A,,
2004-10-21 00:00:00+00:00,9.7,A,09406000,4020.0,A,13.91,A,441.0,A,9.5,A,,
2004-10-22 00:00:00+00:00,8.6,A,09406000,919.0,A,10.27,A,564.0,A,10.0,A,,
2004-10-23 00:00:00+00:00,10.2,A,09406000,260.0,A,8.71,A,855.0,A,9.8,A,,
2004-10-24 00:00:00+00:00,11.9,A,09406000,202.0,A,8.45,A,926.0,A,9.4,A,,
2004-10-25 00:00:00+00:00,12.1,A,09406000,178.0,A,8.33,A,942.0,A,9.3,A,,
2004-10-26 00:00:00+00:00,11.4,A,09406000,162.0,A,8.25,A,927.0,A,9.4,A,,
2004-10-27 00:00:00+00:00,10.8,A,09406000,371.0,A,8.81,A,862.0,A,9.6,A,,
2004-10-28 00:00:00+00:00,7.5,A,09406000,816.0,A,10.17,A,448.0,A,10.5,A,,
2004-10-29 00:00:00+00:00,8.6,A,09406000,272.0,A,8.74,A,708.0,A,10.3,A,,
2004-10-30 00:00:00+00:00,8.8,A,09406000,197.0,A,8.43,A,837.0,A,10.2,A,,
2004-10-31 00:00:00+00:00,8.7,A,09406000,175.0,A,8.32,A,850.0,A,10.2,A,,
2004-11-01 00:00:00+00:00,7.4,A,09406000,158.0,A,8.23,A,886.0,A,10.6,A,,
2004-11-02 00:00:00+00:00,7.5,A,09406000,149.0,A,8.17,A,902.0,A,10.6,A,,
2004-11-03 00:00:00+00:00,8.2,A,09406000,152.0,A,8.19,A,886.0,A,10.4,A,,
2004-11-04 00:00:00+00:00,8.7,A,09406000,148.0,A,8.17,A,868.0,A,10.3,A,137.0,A
2004-11-05 00:00:00+00:00,9.5,A,09406000,144.0,A,8.14,A,865.0,A,10.1,A,122.0,A
2004-11-06 00:00:00+00:00,9.8,A,09406000,141.0,A,8.13,A,864.0,A,10.0,A,115.0,A
2004-11-07 00:00:00+00:00,10.0,A,09406000,143.0,A,8.14,A,851.0,A,9.9,A,119.0,A
2004-11-08 00:00:00+00:00,9.1,A,09406000,1600.0,A,11.13,A,,,10.1,A,1040.0,A
2004-11-09 00:00:00+00:00,8.0,A,09406000,598.0,A,9.74,A,,,10.5,A,,
2004-11-10 00:00:00+00:00,8.5,A,09406000,307.0,A,8.9,A,,,10.3,A,,
2004-11-11 00:00:00+00:00,9.1,A,09406000,261.0,A,8.72,A,,,10.2,A,,
2004-11-12 00:00:00+00:00,8.7,A,09406000,265.0,A,8.73,A,,,10.2,A,,
2004-11-13 00:00:00+00:00,9.1,A,09406000,217.0,A,8.52,A,,,10.1,A,,
2004-11-14 00:00:00+00:00,8.8,A,09406000,192.0,A,8.4,A,,,10.2,A,,
2004-11-15 00:00:00+00:00,8.7,A,09406000,173.0,A,8.3,A,,,10.3,A,,
2004-11-16 00:00:00+00:00,9.3,A,09406000,165.0,A,,,,,,,,
2004-11-17 00:00:00+00:00,9.2,A,09406000,161.0,A,8.24,A,822.0,A,,,64.1,A
2004-11-18 00:00:00+00:00,8.9,A,09406000,158.0,A,8.22,A,824.0,A,,,54.3,A
2004-11-19 00:00:00+00:00,8.4,A,09406000,154.0,A,8.2,A,827.0,A,,,43.2,A
2004-11-20 00:00:00+00:00,7.6,A,09406000,152.0,A,8.19,A,828.0,A,,,37.3,A
2004-11-21 00:00:00+00:00,6.4,A,09406000,162.0,A,8.25,A,823.0,A,,,265.0,A
2004-11-22 00:00:00+00:00,7.2,A,09406000,246.0,A,8.64,A,619.0,A,,,359.0,A
2004-11-23 00:00:00+00:00,7.6,A,09406000,181.0,A,8.34,A,708.0,A,,,125.0,A
2004-11-24 00:00:00+00:00,7.1,A,09406000,157.0,A,8.22,A,823.0,A,,,77.8,A
2004-11-25 00:00:00+00:00,7.1,A,09406000,155.0,A,8.2,A,831.0,A,,,79.6,A
2004-11-26 00:00:00+00:00,7.8,A,09406000,155.0,A,8.21,A,823.0,A,,,69.4,A
2004-11-27 00:00:00+00:00,8.0,A,09406000,154.0,A,8.2,A,819.0,A,,,73.2,A
2004-11-28 00:00:00+00:00,5.8,A,09406000,350.0,A,8.9,A,445.0,A,,,744.0,A
2004-11-29 00:00:00+00:00,3.9,A,09406000,142.0,A,8.13,A,,,,,167.0,A
2004-11-30 00:00:00+00:00,3.4,A,09406000,127.0,A,8.04,A,,,,,61.2,A
2004-12-01 00:00:00+00:00,3.6,A,09406000,131.0,A,8.06,A,,,,,51.7,A
2004-12-02 00:00:00+00:00,4.0,A,09406000,136.0,A,8.09,A,,,,,77.5,A
2004-12-03 00:00:00+00:00,3.8,A,09406000,135.0,A,8.09,A,,,,,86.1,A
2004-12-04 00:00:00+00:00,3.7,A,09406000,134.0,A,8.08,A,,,,,76.1,A
2004-12-05 00:00:00+00:00,4.6,A,09406000,138.0,A,8.11,A,,,,,84.1,A
2004-12-06 00:00:00+00:00,6.2,A,09406000,143.0,A,8.14,A,,,,,,
2004-12-07 00:00:00+00:00,6.0,A,09406000,145.0,A,8.15,A,,,,,,
2004-12-08 00:00:00+00:00,6.6,A,09406000,148.0,A,8.17,A,,,,,,
2004-12-09 00:00:00+00:00,7.8,A,09406000,147.0,A,8.16,A,819.0,A,10.7,A,39.1,A
2004-12-10 00:00:00+00:00,7.3,A,09406000,148.0,A,8.16,A,806.0,A,10.8,A,46.8,A
2004-12-11 00:00:00+00:00,7.4,A,09406000,144.0,A,8.14,A,817.0,A,10.7,A,36.2,A
2004-12-12 00:00:00+00:00,7.1,A,09406000,143.0,A,8.14,A,820.0,A,10.8,A,33.1,A
2004-12-13 00:00:00+00:00,7.1,A,09406000,142.0,A,8.13,A,823.0,A,10.8,A,37.1,A
2004-12-14 00:00:00+00:00,7.3,A,09406000,141.0,A,8.13,A,824.0,A,10.8,A,39.7,A
2004-12-15 00:00:00+00:00,6.6,A,09406000,139.0,A,8.11,A,829.0,A,11.0,A,38.4,A
2004-12-16 00:00:00+00:00,5.9,A,09406000,135.0,A,8.09,A,836.0,A,11.2,A,25.2,A
2004-12-17 00:00:00+00:00,5.3,A,09406000,131.0,A,8.07,A,849.0,A,11.4,A,32.7,A
2004-12-18 00:00:00+00:00,5.4,A,09406000,134.0,A,8.08,A,846.0,A,11.3,A,35.1,A
2004-12-19 00:00:00+00:00,5.4,A,09406000,135.0,A,8.09,A,840.0,A,11.3,A,32.5,A
2004-12-20 00:00:00+00:00,5.3,A,09406000,134.0,A,8.08,A,842.0,A,11.3,A,30.4,A
2004-12-21 00:00:00+00:00,6.2,A,09406000,137.0,A,8.1,A,834.0,A,11.0,A,35.4,A
2004-12-22 00:00:00+00:00,4.4,A,09406000,130.0,A,8.06,A,843.0,A,11.5,A,35.1,A
2004-12-23 00:00:00+00:00,2.9,A,09406000,117.0,A,7.97,A,876.0,A,11.9,A,35.7,A
2004-12-24 00:00:00+00:00,2.4,A,09406000,109.0,A,7.91,A,930.0,A,12.1,A,38.2,A
2004-12-25 00:00:00+00:00,3.0,A,09406000,117.0,A,7.97,A,922.0,A,11.9,A,41.5,A
2004-12-26 00:00:00+00:00,4.3,A,09406000,130.0,A,8.06,A,862.0,A,11.4,A,34.3,A
2004-12-27 00:00:00+00:00,5.9,A,09406000,138.0,A,8.1,A,825.0,A,11.0,A,33.5,A
2004-12-28 00:00:00+00:00,7.0,A,09406000,139.0,A,8.11,A,813.0,A,10.7,A,30.1,A
2004-12-29 00:00:00+00:00,6.0,A,09406000,787.0,A,9.94,A,,,10.9,A,,
2004-12-30 00:00:00+00:00,5.3,A,09406000,337.0,A,8.97,A,,,11.2,A,,
2004-12-31 00:00:00+00:00,5.7,A,09406000,192.0,A,8.4,A,,,11.0,A,,
2005-01-01 00:00:00+00:00,6.0,A,09406000,184.0,A,8.36,A,,,11.0,A,,
2005-01-02 00:00:00+00:00,6.4,A,09406000,161.0,A,8.24,A,,,10.9,A,,
2005-01-03 00:00:00+00:00,7.2,A,09406000,159.0,A,8.23,A,,,10.7,A,,
2005-01-04 00:00:00+00:00,6.9,A,09406000,226.0,A,8.55,A,,,10.7,A,,
2005-01-05 00:00:00+00:00,5.7,A,09406000,194.0,A,8.41,A,,,11.2,A,,
2005-01-06 00:00:00+00:00,5.2,A,09406000,164.0,A,8.26,A,749.0,A,11.3,A,288.0,A
2005-01-07 00:00:00+00:00,3.2,A,09406000,146.0,A,8.16,A,767.0,A,11.8,A,174.0,A
2005-01-08 00:00:00+00:00,3.9,A,09406000,247.0,A,8.57,A,,,11.7,A,700.0,A
2005-01-09 00:00:00+00:00,3.8,A,09406000,2750.0,A,12.89,A,,,12.0,A,2300.0,A
2005-01-10 00:00:00+00:00,4.4,A,09406000,5660.0,A,15.32,A,,,11.7,A,2000.0,A
2005-01-11 00:00:00+00:00,,,09406000,7550.0,A,16.46,A,,,11.5,A,990.0,A
2005-01-12 00:00:00+00:00,2.7,A,09406000,1920.0,A,11.94,A,,,12.0,A,1700.0,A
2005-01-13 00:00:00+00:00,2.6,A,09406000,800.0,A,10.25,A,,,12.1,A,1660.0,A
