datetime,00060_Mean,00060_Mean_cd,site_no,00095_Mean,00095_Mean_cd
2008-10-01 00:00:00+00:00,196.0,A,09251000,536.0,A
2008-10-02 00:00:00+00:00,184.0,A,09251000,533.0,A
2008-10-03 00:00:00+00:00,180.0,A,09251000,529.0,A
2008-10-04 00:00:00+00:00,189.0,A,09251000,537.0,A
2008-10-05 00:00:00+00:00,197.0,A,09251000,541.0,A
2008-10-06 00:00:00+00:00,217.0,A,09251000,540.0,A
2008-10-07 00:00:00+00:00,239.0,A,09251000,540.0,A
2008-10-08 00:00:00+00:00,260.0,A,09251000,574.0,A
2008-10-09 00:00:00+00:00,263.0,A,09251000,563.0,A
2008-10-10 00:00:00+00:00,237.0,A,09251000,546.0,A
2008-10-11 00:00:00+00:00,217.0,A,09251000,551.0,A
2008-10-12 00:00:00+00:00,206.0,A,09251000,547.0,A
2008-10-13 00:00:00+00:00,213.0,A,09251000,535.0,A
2008-10-14 00:00:00+00:00,237.0,"A, e",09251000,,
2008-10-15 00:00:00+00:00,263.0,"A, e",09251000,,
2008-10-16 00:00:00+00:00,240.0,"A, e",09251000,,
2008-10-17 00:00:00+00:00,244.0,A,09251000,562.0,A
2008-10-18 00:00:00+00:00,238.0,A,09251000,588.0,A
2008-10-19 00:00:00+00:00,240.0,A,09251000,567.0,A
2008-10-20 00:00:00+00:00,227.0,A,09251000,554.0,A
2008-10-21 00:00:00+00:00,213.0,A,09251000,561.0,A
2008-10-22 00:00:00+00:00,218.0,A,09251000,564.0,A
2008-10-23 00:00:00+00:00,240.0,"A, e",09251000,564.0,A
2008-10-24 00:00:00+00:00,277.0,A,09251000,563.0,A
2008-10-25 00:00:00+00:00,275.0,A,09251000,549.0,A
2008-10-26 00:00:00+00:00,297.0,A,09251000,539.0,A
2008-10-27 00:00:00+00:00,323.0,A,09251000,535.0,A
2008-10-28 00:00:00+00:00,322.0,A,09251000,530.0,A
2008-10-29 00:00:00+00:00,311.0,A,09251000,520.0,A
2008-10-30 00:00:00+00:00,320.0,A,09251000,520.0,A
2008-10-31 00:00:00+00:00,307.0,A,09251000,516.0,A
2008-11-01 00:00:00+00:00,307.0,A,09251000,514.0,A
2008-11-02 00:00:00+00:00,300.0,A,09251000,512.0,A
2008-11-03 00:00:00+00:00,317.0,A,09251000,518.0,A
2008-11-04 00:00:00+00:00,334.0,A,09251000,515.0,A
2008-11-05 00:00:00+00:00,376.0,A,09251000,526.0,A
2008-11-06 00:00:00+00:00,372.0,A,09251000,533.0,A
2008-11-07 00:00:00+00:00,327.0,"A, e",09251000,529.0,A
2008-11-08 00:00:00+00:00,253.0,"A, e",09251000,539.0,A
2008-11-09 00:00:00+00:00,238.0,"A, e",09251000,551.0,A
2008-11-10 00:00:00+00:00,271.0,"A, e",09251000,565.0,A
2008-11-11 00:00:00+00:00,327.0,A,09251000,588.0,A
2008-11-12 00:00:00+00:00,342.0,A,09251000,594.0,A
2008-11-13 00:00:00+00:00,348.0,A,09251000,586.0,A
2008-11-14 00:00:00+00:00,352.0,A,09251000,579.0,A
2008-11-15 00:00:00+00:00,345.0,A,09251000,570.0,A
2008-11-16 00:00:00+00:00,322.0,A,09251000,557.0,A
2008-11-17 00:00:00+00:00,266.0,A,09251000,547.0,A
2008-11-18 00:00:00+00:00,291.0,A,09251000,562.0,A
2008-11-19 00:00:00+00:00,315.0,A,09251000,568.0,A
2008-11-20 00:00:00+00:00,296.0,A,09251000,576.0,A
2008-11-21 00:00:00+00:00,285.0,A,09251000,580.0,A
2008-11-22 00:00:00+00:00,291.0,A,09251000,576.0,A
2008-11-23 00:00:00+00:00,279.0,A,09251000,562.0,A
2008-11-24 00:00:00+00:00,229.0,"A, e",09251000,567.0,A
2008-11-25 00:00:00+00:00,218.0,"A, e",09251000,581.0,A
2008-11-26 00:00:00+00:00,219.0,"A, e",09251000,596.0,A
2008-11-27 00:00:00+00:00,232.0,A,09251000,589.0,A
2008-11-28 00:00:00+00:00,289.0,A,09251000,585.0,A
2008-11-29 00:00:00+00:00,287.0,A,09251000,622.0,A
2008-11-30 00:00:00+00:00,288.0,A,09251000,633.0,A
2008-12-01 00:00:00+00:00,275.0,A,09251000,628.0,A
2008-12-02 00:00:00+00:00,262.0,A,09251000,622.0,A
2008-12-03 00:00:00+00:00,265.0,A,09251000,619.0,A
2008-12-04 00:00:00+00:00,258.0,A,09251000,618.0,A
2008-12-05 00:00:00+00:00,240.0,"A, e",09251000,611.0,A
2008-12-06 00:00:00+00:00,223.0,"A, e",09251000,630.0,A
2008-12-07 00:00:00+00:00,227.0,"A, e",09251000,624.0,A
2008-12-08 00:00:00+00:00,228.0,"A, e",09251000,,
2008-12-09 00:00:00+00:00,228.0,"A, e",09251000,,
2008-12-10 00:00:00+00:00,217.0,"A, e",09251000,661.0,A
2008-12-11 00:00:00+00:00,216.0,"A, e",09251000,,
2008-12-12 00:00:00+00:00,219.0,"A, e",09251000,,
2008-12-13 00:00:00+00:00,219.0,"A, e",09251000,,
2008-12-14 00:00:00+00:00,202.0,"A, e",09251000,666.0,A
2008-12-15 00:00:00+00:00,212.0,"A, e",09251000,718.0,A
2008-12-16 00:00:00+00:00,218.0,"A, e",09251000,728.0,A
2008-12-17 00:00:00+00:00,231.0,"A, e",09251000,723.0,A
2008-12-18 00:00:00+00:00,229.0,"A, e",09251000,723.0,A
2008-12-19 00:00:00+00:00,237.0,"A, e",09251000,779.0,A
2008-12-20 00:00:00+00:00,238.0,"A, e",09251000,753.0,A
2008-12-21 00:00:00+00:00,243.0,"A, e",09251000,739.0,A
2008-12-22 00:00:00+00:00,249.0,"A, e",09251000,720.0,A
2008-12-23 00:00:00+00:00,242.0,"A, e",09251000,691.0,A
2008-12-24 00:00:00+00:00,239.0,"A, e",09251000,682.0,A
