datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2008-10-01 00:00:00+00:00,18.0,A,09406000,61.4,A,7.4,A,796.0,A,7.9,A,18.0,A
2008-10-02 00:00:00+00:00,17.1,A,09406000,61.2,A,7.4,A,794.0,A,8.1,A,14.8,A
2008-10-03 00:00:00+00:00,17.0,A,09406000,61.9,A,7.4,A,802.0,A,8.1,A,15.2,A
2008-10-04 00:00:00+00:00,15.3,A,09406000,73.7,A,7.5,A,816.0,A,8.2,A,,
2008-10-05 00:00:00+00:00,15.7,A,09406000,112.0,A,7.78,A,753.0,A,8.1,A,,
2008-10-06 00:00:00+00:00,15.6,A,09406000,89.5,A,7.63,A,795.0,A,8.2,A,,
2008-10-07 00:00:00+00:00,15.9,A,09406000,79.0,A,7.55,A,821.0,A,8.4,A,,
2008-10-08 00:00:00+00:00,16.3,A,09406000,78.7,A,7.54,A,,,8.3,A,,
2008-10-09 00:00:00+00:00,15.7,A,09406000,77.1,A,7.53,A,,,8.3,A,,
2008-10-10 00:00:00+00:00,14.6,A,09406000,75.5,A,7.52,A,829.0,A,8.5,A,22.3,A
2008-10-11 00:00:00+00:00,11.4,A,09406000,77.5,A,7.53,A,837.0,A,9.1,A,20.3,A
2008-10-12 00:00:00+00:00,9.8,A,09406000,83.7,A,7.58,A,841.0,A,9.7,A,19.1,A
2008-10-13 00:00:00+00:00,9.7,A,09406000,85.9,A,7.6,A,843.0,A,9.8,A,20.3,A
2008-10-14 00:00:00+00:00,10.4,A,09406000,87.2,A,7.61,A,840.0,A,9.7,A,21.3,A
2008-10-15 00:00:00+00:00,11.7,A,09406000,86.2,A,7.6,A,823.0,A,9.4,A,48.5,A
2008-10-16 00:00:00+00:00,12.5,A,09406000,83.2,A,7.58,A,800.0,A,9.3,A,23.0,A
2008-10-17 00:00:00+00:00,12.9,A,09406000,82.4,A,7.57,A,823.0,A,9.2,A,,
2008-10-18 00:00:00+00:00,13.4,A,09406000,84.0,A,7.59,A,831.0,A,9.1,A,14.4,A
2008-10-19 00:00:00+00:00,14.3,A,09406000,83.5,A,7.58,A,825.0,A,8.9,A,18.3,A
2008-10-20 00:00:00+00:00,14.4,A,09406000,84.8,A,7.59,A,826.0,A,8.9,A,17.1,A
2008-10-21 00:00:00+00:00,13.5,A,09406000,86.3,A,7.6,A,818.0,A,9.1,A,17.3,A
2008-10-22 00:00:00+00:00,12.0,A,09406000,85.2,A,7.59,A,817.0,A,9.5,A,15.0,A
2008-10-23 00:00:00+00:00,10.7,A,09406000,84.7,A,7.59,A,843.0,A,9.7,A,12.8,A
2008-10-24 00:00:00+00:00,11.0,A,09406000,84.4,A,7.59,A,839.0,A,9.7,A,12.5,A
2008-10-25 00:00:00+00:00,11.3,A,09406000,86.8,A,7.61,A,829.0,A,9.7,A,13.1,A
2008-10-26 00:00:00+00:00,12.0,A,09406000,86.0,"A, e",,,825.0,A,9.5,A,17.0,A
2008-10-27 00:00:00+00:00,13.2,A,09406000,86.0,"A, e",,,817.0,A,9.4,A,14.9,A
2008-10-28 00:00:00+00:00,13.1,A,09406000,85.2,A,7.59,A,811.0,A,9.4,A,15.3,A
2008-10-29 00:00:00+00:00,12.9,A,09406000,85.5,A,7.6,A,819.0,A,9.3,A,17.7,A
2008-10-30 00:00:00+00:00,12.8,A,09406000,87.5,A,7.61,A,812.0,A,9.3,A,18.5,A
2008-10-31 00:00:00+00:00,13.2,A,09406000,86.3,A,7.6,A,807.0,A,9.1,A,14.2,A
2008-11-01 00:00:00+00:00,13.6,A,09406000,89.9,A,7.63,A,804.0,A,9.0,A,15.9,A
2008-11-02 00:00:00+00:00,14.2,A,09406000,97.1,A,7.68,A,,,8.6,A,22.6,A
2008-11-03 00:00:00+00:00,12.7,A,09406000,106.0,A,7.74,A,,,8.8,A,98.8,A
2008-11-04 00:00:00+00:00,11.4,A,09406000,100.0,A,7.7,A,,,9.0,A,61.6,A
2008-11-05 00:00:00+00:00,9.4,A,09406000,103.0,A,7.72,A,806.0,A,9.8,A,29.1,A
2008-11-06 00:00:00+00:00,8.1,A,09406000,101.0,A,7.71,A,812.0,A,10.1,A,19.4,A
2008-11-07 00:00:00+00:00,8.9,A,09406000,98.5,A,7.69,A,824.0,A,9.9,A,17.1,A
2008-11-08 00:00:00+00:00,9.7,A,09406000,99.4,A,7.7,A,818.0,A,9.6,A,22.4,A
2008-11-09 00:00:00+00:00,9.7,A,09406000,105.0,A,7.74,A,813.0,A,9.3,A,56.3,A
2008-11-10 00:00:00+00:00,9.0,A,09406000,119.0,A,7.82,A,775.0,A,9.5,A,220.0,A
2008-11-11 00:00:00+00:00,9.7,A,09406000,106.0,A,7.74,A,804.0,A,9.5,A,33.6,A
2008-11-12 00:00:00+00:00,9.6,A,09406000,106.0,A,7.74,A,806.0,A,9.6,A,29.4,A
2008-11-13 00:00:00+00:00,10.1,A,09406000,106.0,A,7.74,A,,,9.4,A,30.5,A
2008-11-14 00:00:00+00:00,9.9,A,09406000,104.0,A,7.73,A,,,9.5,A,37.3,A
2008-11-15 00:00:00+00:00,8.9,A,09406000,104.0,A,7.73,A,,,9.8,A,26.8,A
2008-11-16 00:00:00+00:00,8.7,A,09406000,104.0,A,7.73,A,,,9.8,A,28.2,A
2008-11-17 00:00:00+00:00,9.6,A,09406000,105.0,A,7.74,A,,,9.7,A,34.2,A
2008-11-18 00:00:00+00:00,9.9,A,09406000,104.0,A,7.73,A,,,9.6,A,59.4,A
2008-11-19 00:00:00+00:00,9.3,A,09406000,102.0,A,7.71,A,815.0,A,9.7,A,50.3,A
2008-11-20 00:00:00+00:00,8.5,A,09406000,103.0,A,7.72,A,814.0,A,9.9,A,38.8,A
2008-11-21 00:00:00+00:00,8.0,A,09406000,102.0,A,7.72,A,817.0,A,10.0,A,30.8,A
2008-11-22 00:00:00+00:00,7.8,A,09406000,104.0,A,7.73,A,803.0,A,10.0,A,24.5,A
2008-11-23 00:00:00+00:00,7.7,A,09406000,106.0,A,7.74,A,797.0,A,10.0,A,29.4,A
2008-11-24 00:00:00+00:00,7.8,A,09406000,107.0,A,7.75,A,801.0,A,10.0,A,31.9,A
2008-11-25 00:00:00+00:00,8.9,A,09406000,106.0,A,7.74,A,805.0,A,9.7,A,28.9,A
2008-11-26 00:00:00+00:00,9.2,A,09406000,129.0,A,7.86,A,795.0,A,9.4,A,150.0,A
2008-11-27 00:00:00+00:00,8.3,A,09406000,269.0,A,8.48,A,521.0,A,9.3,A,,
2008-11-28 00:00:00+00:00,9.3,A,09406000,141.0,A,7.95,A,671.0,A,9.3,A,,
2008-11-29 00:00:00+00:00,8.5,A,09406000,117.0,A,7.81,A,811.0,A,9.7,A,,
2008-11-30 00:00:00+00:00,8.7,A,09406000,115.0,A,7.8,A,812.0,A,9.7,A,,
2008-12-01 00:00:00+00:00,8.7,A,09406000,114.0,A,7.79,A,810.0,A,9.7,A,,
2008-12-02 00:00:00+00:00,8.6,A,09406000,112.0,A,7.78,A,804.0,A,9.7,A,,
2008-12-03 00:00:00+00:00,7.9,A,09406000,111.0,A,7.78,A,799.0,A,9.9,A,31.9,A
2008-12-04 00:00:00+00:00,6.5,A,09406000,109.0,A,7.76,A,801.0,A,10.2,A,29.0,A
2008-12-05 00:00:00+00:00,6.0,A,09406000,107.0,A,7.75,A,804.0,A,10.5,A,29.9,A
2008-12-06 00:00:00+00:00,6.0,A,09406000,103.0,A,7.72,A,809.0,A,10.5,A,28.8,A
2008-12-07 00:00:00+00:00,5.9,A,09406000,106.0,A,7.74,A,804.0,A,10.5,A,26.4,A
2008-12-08 00:00:00+00:00,7.3,A,09406000,111.0,A,7.78,A,794.0,A,10.0,A,29.8,A
2008-12-09 00:00:00+00:00,5.7,A,09406000,111.0,A,7.77,A,794.0,A,10.5,A,26.1,A
2008-12-10 00:00:00+00:00,5.3,A,09406000,106.0,A,7.74,A,807.0,A,10.7,A,22.5,A
2008-12-11 00:00:00+00:00,6.0,A,09406000,112.0,A,7.78,A,803.0,A,10.4,A,32.5,A
2008-12-12 00:00:00+00:00,7.1,A,09406000,112.0,A,7.78,A,787.0,A,10.0,A,34.2,A
2008-12-13 00:00:00+00:00,6.7,A,09406000,111.0,A,7.78,A,786.0,A,10.0,A,30.4,A
2008-12-14 00:00:00+00:00,4.3,A,09406000,111.0,A,7.77,A,790.0,A,10.7,A,29.7,A
2008-12-15 00:00:00+00:00,2.1,A,09406000,100.0,A,7.7,A,824.0,A,11.3,A,37.5,A
2008-12-16 00:00:00+00:00,4.0,A,09406000,106.0,A,7.74,A,833.0,A,10.8,A,32.4,A
2008-12-17 00:00:00+00:00,3.9,A,09406000,113.0,A,7.79,A,804.0,A,10.9,A,45.0,A
2008-12-18 00:00:00+00:00,3.9,A,09406000,125.0,A,7.86,A,776.0,A,10.8,A,182.0,A
2008-12-19 00:00:00+00:00,4.8,A,09406000,119.0,A,7.82,A,798.0,A,10.7,A,136.0,A
2008-12-20 00:00:00+00:00,4.8,A,09406000,115.0,A,7.8,A,802.0,A,10.7,A,,
2008-12-21 00:00:00+00:00,4.8,A,09406000,112.0,A,7.78,A,818.0,A,10.7,A,,
2008-12-22 00:00:00+00:00,5.3,A,09406000,123.0,A,7.85,A,796.0,A,10.3,A,,
2008-12-23 00:00:00+00:00,4.8,A,09406000,131.0,A,7.89,A,783.0,A,10.5,A,1190.0,"A, >"
2008-12-24 00:00:00+00:00,4.0,A,09406000,114.0,A,7.79,A,812.0,A,10.9,A,182.0,A
2008-12-25 00:00:00+00:00,4.7,A,09406000,126.0,A,,,823.0,A,10.6,A,410.0,A
2008-12-26 00:00:00+00:00,,,09406000,120.0,"A, e",,,,,,,,
2008-12-27 00:00:00+00:00,,,09406000,95.0,"A, e",,,,,,,,
2008-12-28 00:00:00+00:00,,,09406000,95.0,"A, e",,,,,,,,
2008-12-29 00:00:00+00:00,,,09406000,110.0,"A, e",,,,,,,,
2008-12-30 00:00:00+00:00,,,09406000,120.0,"A, e",,,,,,,,
2008-12-31 00:00:00+00:00,4.6,A,09406000,125.0,A,7.86,A,787.0,A,10.8,A,79.0,A
2009-01-01 00:00:00+00:00,4.7,A,09406000,125.0,A,7.86,A,787.0,A,10.8,A,78.7,A
2009-01-02 00:00:00+00:00,5.0,A,09406000,122.0,A,7.84,A,803.0,A,10.6,A,74.5,A
2009-01-03 00:00:00+00:00,5.3,A,09406000,131.0,A,7.9,A,789.0,A,10.5,A,185.0,A
2009-01-04 00:00:00+00:00,2.9,A,09406000,117.0,A,7.81,A,800.0,A,11.2,A,67.8,A
2009-01-05 00:00:00+00:00,1.3,A,09406000,104.0,A,7.73,A,857.0,A,11.6,A,45.8,A
2009-01-06 00:00:00+00:00,2.1,A,09406000,108.0,A,7.75,A,861.0,A,11.5,A,49.3,A
2009-01-07 00:00:00+00:00,3.7,A,09406000,112.0,A,7.78,A,837.0,A,11.1,A,36.6,A
2009-01-08 00:00:00+00:00,4.7,A,09406000,116.0,A,7.81,A,824.0,A,10.8,A,36.9,A
2009-01-09 00:00:00+00:00,4.8,A,09406000,119.0,A,7.82,A,810.0,A,10.8,A,71.1,A
2009-01-10 00:00:00+00:00,4.0,A,09406000,115.0,A,7.8,A,811.0,A,11.1,A,44.6,A
2009-01-11 00:00:00+00:00,4.1,A,09406000,111.0,A,7.78,A,820.0,A,11.1,A,34.0,A
2009-01-12 00:00:00+00:00,5.0,A,09406000,115.0,A,7.8,A,820.0,A,10.8,A,35.5,A
2009-01-13 00:00:00+00:00,5.4,A,09406000,117.0,A,7.81,A,809.0,A,10.7,A,45.4,A
2009-01-14 00:00:00+00:00,5.2,A,09406000,118.0,A,7.82,A,808.0,A,10.7,A,39.8,A
2009-01-15 00:00:00+00:00,5.2,A,09406000,119.0,A,7.83,A,804.0,A,10.7,A,41.2,A
2009-01-16 00:00:00+00:00,5.5,A,09406000,118.0,A,7.82,A,800.0,A,10.7,A,32.8,A
2009-01-17 00:00:00+00:00,5.6,A,09406000,119.0,A,7.83,A,801.0,A,10.6,A,31.5,A
2009-01-18 00:00:00+00:00,5.6,A,09406000,117.0,A,7.81,A,801.0,A,10.7,A,29.3,A
2009-01-19 00:00:00+00:00,5.5,A,09406000,115.0,A,7.8,A,805.0,A,10.7,A,29.4,A
2009-01-20 00:00:00+00:00,5.9,A,09406000,117.0,A,7.81,A,804.0,A,10.5,A,29.5,A
2009-01-21 00:00:00+00:00,6.8,A,09406000,119.0,A,7.83,A,798.0,A,10.3,A,42.9,A
2009-01-22 00:00:00+00:00,8.5,A,09406000,126.0,A,7.87,A,787.0,A,9.8,A,151.0,A
