datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2021-10-01 00:00:00+00:00,12.2,A,12301933,4940.0,A,237.0,A,8.4,A,0.5,A
2021-10-02 00:00:00+00:00,12.4,A,12301933,4130.0,A,236.0,A,8.3,A,0.6,A
2021-10-03 00:00:00+00:00,12.7,A,12301933,4110.0,A,237.0,A,8.5,A,0.6,A
2021-10-04 00:00:00+00:00,12.5,A,12301933,4110.0,A,237.0,A,8.5,A,0.7,A
2021-10-05 00:00:00+00:00,12.1,A,12301933,4090.0,A,238.0,A,8.5,A,0.8,A
2021-10-06 00:00:00+00:00,12.3,A,12301933,4070.0,A,238.0,A,8.5,A,0.8,A
2021-10-07 00:00:00+00:00,11.6,A,12301933,4070.0,A,237.0,A,8.3,A,0.9,A
2021-10-08 00:00:00+00:00,11.8,A,12301933,4070.0,A,237.0,A,8.4,A,0.9,A
2021-10-09 00:00:00+00:00,12.5,A,12301933,4060.0,A,236.0,A,8.6,A,0.9,A
2021-10-10 00:00:00+00:00,12.3,A,12301933,4060.0,A,238.0,A,8.7,A,1.0,A
2021-10-11 00:00:00+00:00,12.3,A,12301933,4060.0,A,237.0,A,8.7,A,1.0,A
2021-10-12 00:00:00+00:00,12.1,A,12301933,4060.0,A,238.0,A,8.7,A,0.9,A
2021-10-13 00:00:00+00:00,11.9,A,12301933,4060.0,A,238.0,A,8.8,A,0.9,A
2021-10-14 00:00:00+00:00,10.6,A,12301933,4060.0,A,246.0,A,8.7,A,0.9,A
2021-10-15 00:00:00+00:00,9.9,A,12301933,4060.0,A,250.0,A,8.7,A,0.9,A
2021-10-16 00:00:00+00:00,9.5,A,12301933,4060.0,A,255.0,A,8.9,A,1.0,A
2021-10-17 00:00:00+00:00,9.7,A,12301933,4050.0,A,252.0,A,8.8,A,0.9,A
2021-10-18 00:00:00+00:00,9.9,A,12301933,4090.0,A,250.0,A,8.7,A,0.5,A
2021-10-19 00:00:00+00:00,10.6,A,12301933,4080.0,A,244.0,A,8.7,A,0.5,A
2021-10-20 00:00:00+00:00,11.4,"A, [4]",12301933,4070.0,A,241.0,"A, [4]",8.9,"A, [4]",0.5,"A, [4]"
2021-10-21 00:00:00+00:00,11.1,A,12301933,4060.0,A,244.0,A,9.0,A,0.5,A
2021-10-22 00:00:00+00:00,10.8,A,12301933,4060.0,A,246.0,A,8.9,A,0.6,A
2021-10-23 00:00:00+00:00,10.2,A,12301933,4060.0,A,250.0,A,8.9,A,0.6,A
2021-10-24 00:00:00+00:00,9.9,A,12301933,4050.0,A,250.0,A,8.7,A,0.5,A
2021-10-25 00:00:00+00:00,9.8,A,12301933,4040.0,A,251.0,A,8.7,A,0.5,A
2021-10-26 00:00:00+00:00,9.6,A,12301933,4040.0,A,252.0,A,8.8,A,0.6,A
2021-10-27 00:00:00+00:00,9.6,A,12301933,4050.0,A,253.0,A,8.7,A,0.6,A
2021-10-28 00:00:00+00:00,9.7,A,12301933,4040.0,A,251.0,A,8.7,A,0.6,A
2021-10-29 00:00:00+00:00,9.6,A,12301933,4040.0,A,253.0,A,8.7,A,0.7,A
2021-10-30 00:00:00+00:00,9.9,A,12301933,4040.0,A,248.0,A,8.6,A,0.7,A
2021-10-31 00:00:00+00:00,10.6,A,12301933,4030.0,A,242.0,A,8.8,A,0.7,A
2021-11-01 00:00:00+00:00,11.2,A,12301933,4030.0,A,237.0,A,9.1,A,0.8,A
2021-11-02 00:00:00+00:00,11.2,A,12301933,4020.0,A,237.0,A,9.2,A,0.9,A
2021-11-03 00:00:00+00:00,10.9,A,12301933,4020.0,A,240.0,A,9.1,A,0.9,A
2021-11-04 00:00:00+00:00,10.7,A,12301933,4000.0,A,242.0,A,9.0,A,1.0,A
2021-11-05 00:00:00+00:00,10.5,A,12301933,4000.0,A,244.0,A,9.0,A,1.1,A
2021-11-06 00:00:00+00:00,9.8,A,12301933,4000.0,A,250.0,A,8.9,A,1.1,A
2021-11-07 00:00:00+00:00,9.6,A,12301933,4000.0,A,252.0,A,8.9,A,1.1,A
2021-11-08 00:00:00+00:00,9.6,A,12301933,7700.0,A,253.0,A,8.9,A,1.2,A
2021-11-09 00:00:00+00:00,9.6,A,12301933,16500.0,A,250.0,A,9.0,A,0.9,A
2021-11-10 00:00:00+00:00,9.6,A,12301933,19600.0,A,251.0,A,9.0,A,0.6,A
2021-11-11 00:00:00+00:00,9.6,A,12301933,19800.0,A,250.0,A,9.0,A,0.6,A
2021-11-12 00:00:00+00:00,9.7,A,12301933,19800.0,A,247.0,A,8.9,A,0.6,A
2021-11-13 00:00:00+00:00,9.6,A,12301933,14900.0,A,249.0,A,9.3,A,0.6,A
2021-11-14 00:00:00+00:00,9.7,A,12301933,14800.0,A,247.0,A,9.2,A,0.6,A
2021-11-15 00:00:00+00:00,8.9,A,12301933,16900.0,A,257.0,A,8.9,A,0.8,A
2021-11-16 00:00:00+00:00,8.4,A,12301933,5690.0,A,264.0,A,9.0,A,0.7,A
2021-11-17 00:00:00+00:00,9.1,A,12301933,11000.0,A,252.0,A,8.7,A,0.8,A
2021-11-18 00:00:00+00:00,9.4,A,12301933,19600.0,A,245.0,A,9.0,A,1.3,A
2021-11-19 00:00:00+00:00,9.4,A,12301933,19900.0,A,244.0,A,9.2,A,1.2,A
2021-11-20 00:00:00+00:00,9.4,A,12301933,19900.0,A,244.0,A,9.2,A,1.2,A
2021-11-21 00:00:00+00:00,9.3,A,12301933,20000.0,A,244.0,A,9.2,A,1.2,A
2021-11-22 00:00:00+00:00,9.1,A,12301933,20000.0,A,246.0,A,9.3,A,1.2,A
2021-11-23 00:00:00+00:00,9.0,A,12301933,20000.0,A,248.0,A,9.2,A,1.1,A
2021-11-24 00:00:00+00:00,8.9,A,12301933,20100.0,A,250.0,A,9.1,A,1.1,A
2021-11-25 00:00:00+00:00,9.0,A,12301933,20100.0,A,248.0,A,9.1,A,1.1,A
2021-11-26 00:00:00+00:00,9.0,A,12301933,20200.0,A,247.0,A,9.1,A,1.0,A
2021-11-27 00:00:00+00:00,8.9,A,12301933,20200.0,A,249.0,A,9.0,A,1.0,A
2021-11-28 00:00:00+00:00,8.8,A,12301933,20100.0,A,251.0,A,8.9,A,1.0,A
2021-11-29 00:00:00+00:00,8.7,A,12301933,20100.0,A,254.0,A,8.7,A,1.0,A
2021-11-30 00:00:00+00:00,8.7,A,12301933,20100.0,A,253.0,A,8.7,A,1.0,A
2021-12-01 00:00:00+00:00,8.6,A,12301933,20100.0,A,256.0,A,8.5,A,1.1,A
2021-12-02 00:00:00+00:00,8.5,A,12301933,22300.0,A,256.0,A,8.6,A,1.3,A
2021-12-03 00:00:00+00:00,8.5,A,12301933,25000.0,A,256.0,A,8.6,A,1.4,A
2021-12-04 00:00:00+00:00,8.6,A,12301933,25000.0,A,251.0,A,8.9,A,1.4,A
2021-12-05 00:00:00+00:00,8.6,A,12301933,25000.0,A,250.0,A,9.0,A,1.6,A
2021-12-06 00:00:00+00:00,8.4,A,12301933,25000.0,A,252.0,A,9.0,A,1.5,A
2021-12-07 00:00:00+00:00,8.2,A,12301933,25600.0,A,255.0,A,8.9,A,1.7,A
2021-12-08 00:00:00+00:00,8.1,A,12301933,26200.0,A,255.0,A,8.9,A,1.9,A
2021-12-09 00:00:00+00:00,8.1,A,12301933,26200.0,A,255.0,A,8.9,A,2.1,A
2021-12-10 00:00:00+00:00,8.0,A,12301933,26300.0,A,256.0,A,8.9,A,2.7,A
2021-12-11 00:00:00+00:00,7.9,A,12301933,26400.0,A,255.0,A,9.1,A,3.0,A
2021-12-12 00:00:00+00:00,7.8,A,12301933,26500.0,A,257.0,A,9.2,A,3.5,A
2021-12-13 00:00:00+00:00,7.8,A,12301933,26600.0,A,254.0,A,9.4,A,3.1,A
2021-12-14 00:00:00+00:00,7.8,A,12301933,26700.0,A,252.0,A,9.5,A,2.7,A
2021-12-15 00:00:00+00:00,7.7,A,12301933,26800.0,A,252.0,A,9.5,A,2.5,A
2021-12-16 00:00:00+00:00,7.6,A,12301933,26900.0,A,253.0,A,9.5,A,2.5,A
2021-12-17 00:00:00+00:00,7.5,A,12301933,27000.0,A,254.0,A,9.5,A,2.4,A
2021-12-18 00:00:00+00:00,7.4,A,12301933,27100.0,A,256.0,A,9.4,A,2.3,A
