datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2021-10-01 00:00:00+00:00,15.8,A,09406000,72.0,A,,,8.9,A,114.0,A
2021-10-02 00:00:00+00:00,16.3,A,09406000,69.8,A,779.0,A,8.8,A,49.9,A
2021-10-03 00:00:00+00:00,16.5,A,09406000,70.6,A,778.0,A,8.7,A,49.0,A
2021-10-04 00:00:00+00:00,16.6,A,09406000,72.3,A,776.0,A,8.7,A,54.3,A
2021-10-05 00:00:00+00:00,16.4,A,09406000,109.0,A,883.0,A,8.5,A,579.0,A
2021-10-06 00:00:00+00:00,17.1,A,09406000,105.0,A,674.0,A,8.3,A,,
2021-10-07 00:00:00+00:00,16.7,A,09406000,89.7,A,762.0,A,8.5,A,,
2021-10-08 00:00:00+00:00,15.0,A,09406000,328.0,A,781.0,A,8.7,A,,
2021-10-09 00:00:00+00:00,14.3,A,09406000,338.0,A,613.0,A,8.8,A,,
2021-10-10 00:00:00+00:00,13.6,A,09406000,123.0,A,699.0,A,9.2,A,,
2021-10-11 00:00:00+00:00,13.2,A,09406000,110.0,A,772.0,A,9.1,A,466.0,A
2021-10-12 00:00:00+00:00,10.2,A,09406000,258.0,A,576.0,A,9.8,A,,
2021-10-13 00:00:00+00:00,10.8,A,09406000,120.0,A,674.0,A,9.8,A,542.0,A
2021-10-14 00:00:00+00:00,11.3,A,09406000,106.0,A,774.0,A,9.7,A,158.0,A
2021-10-15 00:00:00+00:00,11.5,A,09406000,103.0,A,784.0,A,9.8,A,137.0,A
2021-10-16 00:00:00+00:00,12.0,A,09406000,102.0,A,780.0,A,9.6,A,128.0,A
2021-10-17 00:00:00+00:00,12.5,A,09406000,99.4,A,777.0,A,9.4,A,363.0,A
2021-10-18 00:00:00+00:00,11.6,A,09406000,96.3,A,774.0,"A, [4]",9.6,A,139.0,A
2021-10-19 00:00:00+00:00,10.5,A,09406000,93.2,A,770.0,A,9.9,A,104.0,A
2021-10-20 00:00:00+00:00,11.4,A,09406000,93.2,A,775.0,A,9.8,A,97.6,A
2021-10-21 00:00:00+00:00,12.3,A,09406000,96.7,A,776.0,A,9.6,A,101.0,A
2021-10-22 00:00:00+00:00,12.8,A,09406000,96.5,A,774.0,A,9.4,A,83.2,A
2021-10-23 00:00:00+00:00,12.8,A,09406000,94.5,A,774.0,A,9.3,A,78.9,A
2021-10-24 00:00:00+00:00,12.6,A,09406000,97.8,A,772.0,A,9.4,A,78.8,A
2021-10-25 00:00:00+00:00,13.1,A,09406000,97.6,A,774.0,A,9.2,A,134.0,A
2021-10-26 00:00:00+00:00,11.9,A,09406000,276.0,A,469.0,A,9.5,A,1210.0,A
2021-10-27 00:00:00+00:00,11.0,A,09406000,114.0,A,701.0,A,9.8,A,154.0,A
2021-10-28 00:00:00+00:00,11.9,A,09406000,105.0,A,768.0,A,9.7,A,118.0,A
2021-10-29 00:00:00+00:00,12.9,A,09406000,99.5,A,786.0,A,9.4,A,89.2,A
2021-10-30 00:00:00+00:00,13.0,A,09406000,101.0,A,780.0,A,9.3,A,76.6,A
2021-10-31 00:00:00+00:00,13.4,A,09406000,99.0,A,778.0,A,9.2,A,65.6,A
2021-11-01 00:00:00+00:00,12.9,A,09406000,102.0,A,779.0,A,9.4,A,63.8,A
2021-11-02 00:00:00+00:00,13.0,A,09406000,104.0,A,784.0,A,9.4,A,58.9,A
2021-11-03 00:00:00+00:00,12.4,A,09406000,105.0,A,777.0,A,9.6,A,58.8,A
2021-11-04 00:00:00+00:00,12.3,A,09406000,105.0,A,767.0,A,9.6,A,57.7,A
2021-11-05 00:00:00+00:00,11.8,A,09406000,106.0,A,763.0,A,9.7,A,62.5,A
2021-11-06 00:00:00+00:00,11.8,A,09406000,104.0,A,765.0,A,9.7,A,65.6,"A, [4]"
2021-11-07 00:00:00+00:00,11.7,A,09406000,104.0,A,760.0,A,9.6,A,,
2021-11-08 00:00:00+00:00,11.5,A,09406000,105.0,A,757.0,A,9.7,A,,
2021-11-09 00:00:00+00:00,10.9,A,09406000,104.0,A,758.0,A,9.9,A,,
