datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2020-10-01 00:00:00+00:00,10.6,A,14181500,735.0,A,,,1570.0,A,,,,,,,,,,
2020-10-02 00:00:00+00:00,10.6,A,14181500,735.0,A,,,1570.0,A,,,,,,,,,,
2020-10-03 00:00:00+00:00,10.7,A,14181500,734.0,A,,,1560.0,A,,,,,,,,,,
2020-10-04 00:00:00+00:00,10.8,A,14181500,735.0,A,,,1590.0,A,,,,,,,,,,
2020-10-05 00:00:00+00:00,10.8,A,14181500,736.0,A,,,1610.0,A,,,,,,,,,,
2020-10-06 00:00:00+00:00,10.7,A,14181500,732.0,A,,,1790.0,A,,,,,,,,,,
2020-10-07 00:00:00+00:00,10.9,A,14181500,730.0,A,,,2030.0,A,,,,,,,,,,
2020-10-08 00:00:00+00:00,11.0,A,14181500,730.0,A,,,1970.0,A,,,,,,,,,,
2020-10-09 00:00:00+00:00,11.1,A,14181500,729.0,A,831.0,A,2040.0,A,41.0,A,12.0,A,,,,,,
2020-10-10 00:00:00+00:00,10.9,A,14181500,728.0,A,832.0,A,2080.0,A,41.0,A,12.0,A,,,,,,
2020-10-11 00:00:00+00:00,11.2,A,14181500,734.0,A,840.0,A,2080.0,A,42.0,A,12.1,A,,,,,,
2020-10-12 00:00:00+00:00,11.4,A,14181500,736.0,A,841.0,A,2080.0,A,42.0,A,12.0,A,,,,,,
2020-10-13 00:00:00+00:00,11.5,A,14181500,735.0,A,845.0,A,2240.0,A,42.0,A,12.0,A,,,,,,
2020-10-14 00:00:00+00:00,11.0,A,14181500,743.0,A,855.0,A,2540.0,A,41.0,A,12.3,A,,,,,,
2020-10-15 00:00:00+00:00,10.8,A,14181500,744.0,A,857.0,A,2930.0,A,42.0,A,12.5,A,,,,,,
2020-10-16 00:00:00+00:00,11.0,A,14181500,739.0,A,840.0,A,3290.0,A,42.0,A,12.2,A,,,,,,
2020-10-17 00:00:00+00:00,11.4,A,14181500,736.0,A,847.0,A,3550.0,A,43.0,A,12.1,A,,,,,,
2020-10-18 00:00:00+00:00,11.4,A,14181500,736.0,A,845.0,A,3450.0,A,43.0,A,12.1,A,,,,,,
2020-10-19 00:00:00+00:00,11.6,A,14181500,737.0,A,847.0,A,3440.0,A,44.0,A,12.1,A,,,,,,
2020-10-20 00:00:00+00:00,11.8,A,14181500,736.0,A,848.0,A,3430.0,A,45.0,A,12.0,A,,,,,,
2020-10-21 00:00:00+00:00,11.8,A,14181500,736.0,A,848.0,A,3430.0,A,45.0,A,12.0,A,,,,,,
2020-10-22 00:00:00+00:00,11.9,A,14181500,739.0,A,848.0,A,3330.0,A,45.0,A,12.0,A,,,,,,
2020-10-23 00:00:00+00:00,11.4,A,14181500,734.0,A,854.0,A,2950.0,A,44.0,A,12.3,A,,,,,,
2020-10-24 00:00:00+00:00,10.8,A,14181500,734.0,A,852.0,A,2800.0,A,44.0,A,12.5,A,,,,,,
2020-10-25 00:00:00+00:00,10.7,A,14181500,741.0,A,860.0,A,2770.0,A,44.0,A,12.6,A,,,,,,
2020-10-26 00:00:00+00:00,10.8,A,14181500,742.0,A,863.0,A,2760.0,A,44.0,A,12.6,A,,,,,,
2020-10-27 00:00:00+00:00,10.9,A,14181500,740.0,A,866.0,A,2370.0,A,44.0,A,12.6,A,,,,,,
2020-10-28 00:00:00+00:00,10.4,A,14181500,737.0,A,857.0,A,2090.0,A,44.0,A,12.6,A,,,,,,
2020-10-29 00:00:00+00:00,10.8,A,14181500,735.0,A,874.0,A,2200.0,A,44.0,A,12.7,A,,,,,,
2020-10-30 00:00:00+00:00,11.0,A,14181500,736.0,A,863.0,A,2100.0,A,45.0,A,12.5,A,,,,,,
2020-10-31 00:00:00+00:00,11.1,A,14181500,738.0,A,860.0,A,2020.0,A,45.0,A,12.3,A,,,,,,
2020-11-01 00:00:00+00:00,11.0,A,14181500,737.0,A,863.0,A,1870.0,A,45.0,A,12.4,A,,,,,,
2020-11-02 00:00:00+00:00,10.4,A,14181500,735.0,A,867.0,A,1930.0,A,44.0,A,12.7,A,,,,,,
2020-11-03 00:00:00+00:00,10.4,A,14181500,733.0,A,864.0,A,1950.0,A,45.0,A,12.7,A,,,,,,
2020-11-04 00:00:00+00:00,10.7,A,14181500,736.0,A,867.0,A,1960.0,A,46.0,A,12.6,A,,,,,,
2020-11-05 00:00:00+00:00,10.9,A,14181500,733.0,A,866.0,A,1960.0,A,46.0,A,12.5,A,,,,,,
2020-11-06 00:00:00+00:00,10.8,A,14181500,726.0,A,855.0,A,2000.0,A,45.0,A,12.4,A,,,,,,
2020-11-07 00:00:00+00:00,10.6,A,14181500,725.0,A,855.0,A,2020.0,A,45.0,A,12.5,A,,,,,,
2020-11-08 00:00:00+00:00,10.6,A,14181500,731.0,A,864.0,A,2380.0,A,46.0,A,12.6,A,,,,,,
2020-11-09 00:00:00+00:00,10.9,A,14181500,737.0,A,874.0,A,2480.0,A,47.0,A,12.6,A,,,,,,
2020-11-10 00:00:00+00:00,10.9,A,14181500,734.0,A,863.0,A,2480.0,A,46.0,A,12.6,A,,,,,,
2020-11-11 00:00:00+00:00,10.8,A,14181500,735.0,A,859.0,A,2900.0,A,46.0,A,12.6,A,7.3,P,0.65,P,0.15,P
2020-11-12 00:00:00+00:00,10.8,A,14181500,732.0,A,878.0,A,3210.0,A,47.0,A,12.9,A,6.9,P,0.8,P,0.15,P
2020-11-13 00:00:00+00:00,10.6,A,14181500,724.0,A,875.0,A,3310.0,A,46.0,A,12.9,A,7.4,P,0.92,P,0.13,P
2020-11-14 00:00:00+00:00,10.5,A,14181500,733.0,A,885.0,A,3770.0,A,46.0,A,13.0,A,7.4,P,0.87,P,0.12,P
2020-11-15 00:00:00+00:00,10.2,A,14181500,734.0,A,877.0,A,4330.0,A,45.0,A,13.0,A,7.9,P,0.86,P,0.13,P
2020-11-16 00:00:00+00:00,10.0,A,14181500,730.0,A,854.0,A,5120.0,A,45.0,A,12.6,A,9.8,P,0.85,P,0.14,P
2020-11-17 00:00:00+00:00,9.8,A,14181500,722.0,A,874.0,A,6400.0,A,46.0,A,13.0,A,10.7,P,0.92,P,0.13,P
2020-11-18 00:00:00+00:00,9.7,A,14181500,727.0,A,901.0,A,6820.0,A,46.0,A,13.4,A,11.3,P,0.87,P,0.14,P
2020-11-19 00:00:00+00:00,9.6,A,14181500,739.0,A,900.0,A,6990.0,A,46.0,A,13.4,A,11.3,P,0.81,P,0.13,P
2020-11-20 00:00:00+00:00,9.5,A,14181500,743.0,A,877.0,A,7150.0,A,46.0,A,13.1,A,10.8,P,0.88,P,0.13,P
2020-11-21 00:00:00+00:00,9.4,A,14181500,740.0,A,871.0,A,7180.0,A,46.0,A,13.0,A,10.2,P,1.07,P,0.14,P
2020-11-22 00:00:00+00:00,9.4,A,14181500,733.0,A,864.0,A,6770.0,A,46.0,A,12.9,A,9.8,P,1.11,P,0.14,P
2020-11-23 00:00:00+00:00,9.1,A,14181500,734.0,A,859.0,A,6560.0,A,46.0,A,12.9,A,10.4,P,0.91,P,0.13,P
2020-11-24 00:00:00+00:00,9.1,A,14181500,734.0,A,839.0,A,5300.0,A,46.0,A,12.6,A,10.0,P,0.92,P,0.13,P
2020-11-25 00:00:00+00:00,9.0,A,14181500,736.0,A,825.0,A,4370.0,A,46.0,A,12.4,A,9.8,P,0.95,P,0.13,P
2020-11-26 00:00:00+00:00,8.9,A,14181500,742.0,A,815.0,A,3800.0,A,46.0,A,12.2,A,9.8,P,0.82,P,0.13,P
2020-11-27 00:00:00+00:00,8.9,A,14181500,739.0,A,796.0,A,3250.0,A,45.0,A,11.9,A,9.2,P,1.3,P,0.14,P
2020-11-28 00:00:00+00:00,8.8,A,14181500,740.0,A,794.0,A,3170.0,A,46.0,A,11.9,A,8.9,P,1.44,P,0.15,P
2020-11-29 00:00:00+00:00,8.7,A,14181500,736.0,A,791.0,A,3140.0,A,46.0,A,11.9,A,9.0,P,1.43,P,0.16,P
2020-11-30 00:00:00+00:00,8.6,A,14181500,739.0,A,794.0,A,3130.0,A,46.0,A,11.9,A,9.1,P,1.5,P,0.15,P
2020-12-01 00:00:00+00:00,8.2,A,14181500,742.0,A,826.0,A,3100.0,A,46.0,A,12.6,A,9.3,P,1.0,P,0.13,P
2020-12-02 00:00:00+00:00,8.4,A,14181500,736.0,A,811.0,A,2770.0,A,46.0,A,12.4,A,9.0,P,1.73,P,0.16,P
