datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2020-10-01 00:00:00+00:00,14.0,A,12301933,5740.0,A,237.0,A,9.3,A,0.9,A
2020-10-02 00:00:00+00:00,14.3,A,12301933,6130.0,A,236.0,A,9.4,A,0.9,A
2020-10-03 00:00:00+00:00,14.4,A,12301933,6120.0,A,236.0,A,9.4,A,0.8,A
2020-10-04 00:00:00+00:00,14.3,A,12301933,6130.0,A,236.0,A,9.4,A,0.7,A
2020-10-05 00:00:00+00:00,14.1,A,12301933,6140.0,A,235.0,A,9.3,A,0.7,A
2020-10-06 00:00:00+00:00,13.8,A,12301933,5870.0,A,235.0,A,9.4,A,0.7,A
2020-10-07 00:00:00+00:00,13.4,A,12301933,4200.0,A,237.0,A,9.1,A,0.7,A
2020-10-08 00:00:00+00:00,13.3,A,12301933,4100.0,A,237.0,A,9.0,A,0.8,A
2020-10-09 00:00:00+00:00,13.4,A,12301933,4090.0,A,236.0,A,9.0,A,0.8,A
2020-10-10 00:00:00+00:00,13.1,A,12301933,4090.0,A,236.0,A,8.9,A,0.7,A
2020-10-11 00:00:00+00:00,13.0,A,12301933,4100.0,A,234.0,A,8.8,A,0.7,A
2020-10-12 00:00:00+00:00,12.5,A,12301933,4100.0,A,233.0,A,8.6,A,0.6,A
2020-10-13 00:00:00+00:00,12.3,A,12301933,4090.0,A,232.0,A,8.6,A,0.6,A
2020-10-14 00:00:00+00:00,12.3,A,12301933,4100.0,A,231.0,A,8.6,A,0.6,A
2020-10-15 00:00:00+00:00,12.0,A,12301933,4090.0,A,228.0,A,8.5,A,0.6,A
2020-10-16 00:00:00+00:00,12.0,A,12301933,4090.0,A,230.0,A,8.7,A,0.5,A
2020-10-17 00:00:00+00:00,12.1,A,12301933,4080.0,A,231.0,A,9.0,A,0.6,A
2020-10-18 00:00:00+00:00,12.3,A,12301933,4090.0,A,230.0,A,9.0,A,0.6,A
2020-10-19 00:00:00+00:00,12.1,A,12301933,4080.0,A,231.0,A,9.0,A,0.6,A
2020-10-20 00:00:00+00:00,12.1,A,12301933,4110.0,A,230.0,A,9.1,A,0.7,A
2020-10-21 00:00:00+00:00,12.0,A,12301933,4100.0,A,230.0,A,9.1,A,0.6,A
2020-10-22 00:00:00+00:00,11.9,A,12301933,4100.0,A,230.0,A,9.1,A,0.6,A
2020-10-23 00:00:00+00:00,11.5,A,12301933,4100.0,A,231.0,A,9.1,A,0.7,A
2020-10-24 00:00:00+00:00,11.4,A,12301933,4090.0,A,229.0,A,9.2,A,0.7,A
2020-10-25 00:00:00+00:00,11.2,A,12301933,4110.0,A,230.0,A,9.3,A,0.8,A
2020-10-26 00:00:00+00:00,10.8,A,12301933,4110.0,A,232.0,A,9.3,A,0.8,A
2020-10-27 00:00:00+00:00,10.3,A,12301933,4090.0,A,235.0,A,9.3,A,0.8,A
