datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2020-10-01 00:00:00+00:00,17.0,A,09406000,64.3,A,701.0,A,8.8,A,,
2020-10-02 00:00:00+00:00,16.8,A,09406000,66.4,A,703.0,A,8.6,A,25.6,A
2020-10-03 00:00:00+00:00,16.3,A,09406000,66.2,A,700.0,A,8.7,A,23.5,A
2020-10-04 00:00:00+00:00,16.2,A,09406000,63.3,A,699.0,A,8.8,A,21.4,A
2020-10-05 00:00:00+00:00,15.9,A,09406000,65.1,A,702.0,A,8.8,A,23.8,A
2020-10-06 00:00:00+00:00,15.7,A,09406000,62.7,A,705.0,A,8.9,A,25.4,A
2020-10-07 00:00:00+00:00,15.6,A,09406000,64.6,A,716.0,A,8.8,A,31.4,A
2020-10-08 00:00:00+00:00,15.8,A,09406000,65.5,A,715.0,A,8.8,A,33.2,A
2020-10-09 00:00:00+00:00,16.4,A,09406000,67.0,A,715.0,A,8.6,A,33.9,A
2020-10-10 00:00:00+00:00,16.5,A,09406000,68.2,A,718.0,A,8.6,A,36.8,A
2020-10-11 00:00:00+00:00,15.8,A,09406000,72.0,A,724.0,A,8.7,A,42.4,A
2020-10-12 00:00:00+00:00,15.3,A,09406000,70.5,A,741.0,A,8.8,A,45.5,A
2020-10-13 00:00:00+00:00,14.7,A,09406000,68.6,A,727.0,A,9.0,A,41.4,A
2020-10-14 00:00:00+00:00,14.7,A,09406000,68.9,A,732.0,A,9.0,A,45.1,A
2020-10-15 00:00:00+00:00,14.9,A,09406000,71.6,A,752.0,A,8.9,A,55.0,A
2020-10-16 00:00:00+00:00,14.0,A,09406000,71.8,A,739.0,A,9.1,A,48.0,A
2020-10-17 00:00:00+00:00,13.8,A,09406000,71.1,A,749.0,A,9.1,A,48.0,A
2020-10-18 00:00:00+00:00,14.0,A,09406000,72.0,A,749.0,A,9.1,A,52.3,A
2020-10-19 00:00:00+00:00,14.1,A,09406000,72.4,A,756.0,A,9.0,A,64.2,A
2020-10-20 00:00:00+00:00,13.8,A,09406000,71.1,A,740.0,A,9.1,A,,
2020-10-21 00:00:00+00:00,13.4,A,09406000,72.6,A,720.0,A,9.2,A,,
2020-10-22 00:00:00+00:00,13.2,A,09406000,73.0,A,728.0,A,9.2,A,62.3,A
2020-10-23 00:00:00+00:00,12.8,A,09406000,77.8,A,731.0,A,9.2,A,72.9,A
2020-10-24 00:00:00+00:00,13.5,A,09406000,77.8,A,735.0,A,9.1,A,73.8,A
2020-10-25 00:00:00+00:00,12.7,A,09406000,77.9,A,741.0,A,9.1,A,73.5,A
2020-10-26 00:00:00+00:00,8.1,A,09406000,80.5,A,746.0,A,10.3,A,67.9,A
2020-10-27 00:00:00+00:00,7.2,A,09406000,80.5,A,748.0,A,10.5,A,78.7,A
2020-10-28 00:00:00+00:00,8.4,A,09406000,88.1,A,756.0,A,10.1,A,116.0,A
