datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2007-10-01 00:00:00+00:00,14.3,A,09406000,71.0,"A, e",,,,,,,,
2007-10-02 00:00:00+00:00,16.1,A,09406000,73.0,"A, e",,,,,,,,
2007-10-03 00:00:00+00:00,16.1,A,09406000,71.0,"A, e",,,,,,,,
2007-10-04 00:00:00+00:00,16.9,A,09406000,70.0,"A, e",,,,,8.3,A,,
2007-10-05 00:00:00+00:00,15.0,A,09406000,70.0,"A, e",,,837.0,A,8.2,A,150.0,A
2007-10-06 00:00:00+00:00,12.3,A,09406000,70.0,"A, e",,,835.0,A,8.8,A,,
2007-10-07 00:00:00+00:00,12.0,A,09406000,72.0,"A, e",,,,,9.0,A,,
2007-10-08 00:00:00+00:00,12.6,A,09406000,73.0,"A, e",,,,,8.8,A,,
2007-10-09 00:00:00+00:00,14.0,A,09406000,74.0,A,,,,,8.5,A,,
2007-10-10 00:00:00+00:00,14.7,A,09406000,75.8,A,7.62,A,831.0,A,8.5,A,,
2007-10-11 00:00:00+00:00,13.9,A,09406000,76.1,A,7.62,A,,,8.6,A,,
2007-10-12 00:00:00+00:00,12.6,A,09406000,78.5,A,7.64,A,,,8.8,A,,
2007-10-13 00:00:00+00:00,12.7,A,09406000,80.6,A,7.65,A,,,8.8,A,,
2007-10-14 00:00:00+00:00,13.7,A,09406000,80.4,A,7.65,A,,,8.7,A,,
2007-10-15 00:00:00+00:00,14.0,A,09406000,80.7,A,7.65,A,,,8.7,A,,
2007-10-16 00:00:00+00:00,13.2,A,09406000,80.4,A,7.65,A,,,8.7,A,,
2007-10-17 00:00:00+00:00,12.0,A,09406000,81.4,A,7.66,A,,,8.9,A,,
2007-10-18 00:00:00+00:00,11.5,A,09406000,83.0,A,,,,,9.1,A,,
2007-10-19 00:00:00+00:00,12.3,A,09406000,84.0,"A, e",,,,,9.1,A,130.0,A
2007-10-20 00:00:00+00:00,12.4,A,09406000,84.0,A,,,828.0,A,8.9,A,102.0,A
2007-10-21 00:00:00+00:00,10.1,A,09406000,83.7,A,7.67,A,818.0,A,9.5,A,94.4,A
2007-10-22 00:00:00+00:00,9.7,A,09406000,87.4,A,7.7,A,800.0,A,9.7,A,77.5,A
2007-10-23 00:00:00+00:00,10.8,A,09406000,89.4,A,7.71,A,811.0,A,9.5,A,71.8,A
2007-10-24 00:00:00+00:00,12.4,A,09406000,87.3,A,7.7,A,832.0,A,9.2,A,87.5,A
2007-10-25 00:00:00+00:00,12.9,A,09406000,89.3,A,7.71,A,828.0,A,9.0,A,,
2007-10-26 00:00:00+00:00,12.3,A,09406000,88.1,A,7.7,A,831.0,A,9.2,A,,
2007-10-27 00:00:00+00:00,12.2,A,09406000,87.0,A,7.69,A,818.0,A,9.3,A,,
2007-10-28 00:00:00+00:00,13.2,A,09406000,89.2,A,7.71,A,813.0,A,9.1,A,,
2007-10-29 00:00:00+00:00,12.9,A,09406000,92.7,A,7.73,A,812.0,A,9.1,A,,
2007-10-30 00:00:00+00:00,13.6,A,09406000,90.3,A,7.71,A,818.0,A,8.8,A,,
2007-10-31 00:00:00+00:00,12.4,A,09406000,91.9,A,7.72,A,823.0,A,8.9,A,70.4,A
2007-11-01 00:00:00+00:00,11.9,A,09406000,95.0,A,7.74,A,826.0,A,9.0,A,60.6,A
2007-11-02 00:00:00+00:00,10.8,A,09406000,93.0,A,7.73,A,815.0,A,9.1,A,61.7,A
2007-11-03 00:00:00+00:00,10.4,A,09406000,93.3,A,7.73,A,793.0,A,9.1,A,67.8,A
2007-11-04 00:00:00+00:00,9.8,A,09406000,96.1,A,7.75,A,786.0,A,9.1,A,78.7,A
2007-11-05 00:00:00+00:00,10.5,A,09406000,101.0,A,7.78,A,819.0,A,8.9,A,70.2,A
2007-11-06 00:00:00+00:00,11.1,A,09406000,101.0,A,7.77,A,,,8.5,A,,
2007-11-07 00:00:00+00:00,11.5,A,09406000,99.9,A,7.77,A,,,8.2,A,,
2007-11-08 00:00:00+00:00,11.4,A,09406000,97.2,A,7.76,A,,,8.3,A,,
2007-11-09 00:00:00+00:00,11.3,A,09406000,97.8,A,7.76,A,,,8.4,A,,
2007-11-10 00:00:00+00:00,11.7,A,09406000,98.9,A,7.77,A,,,8.2,A,,
2007-11-11 00:00:00+00:00,10.4,A,09406000,102.0,A,7.78,A,,,8.5,A,,
2007-11-12 00:00:00+00:00,12.0,A,09406000,103.0,A,7.79,A,,,8.4,A,,
2007-11-13 00:00:00+00:00,11.3,A,09406000,101.0,A,7.77,A,,,8.7,A,,
2007-11-14 00:00:00+00:00,,,09406000,98.0,A,7.76,A,,,9.2,A,,
2007-11-15 00:00:00+00:00,9.9,A,09406000,97.6,A,7.76,A,819.0,A,9.4,A,61.5,A
2007-11-16 00:00:00+00:00,9.9,A,09406000,94.3,A,7.74,A,824.0,A,9.4,A,52.8,A
2007-11-17 00:00:00+00:00,10.0,A,09406000,94.8,A,7.74,A,822.0,A,9.3,A,53.0,A
2007-11-18 00:00:00+00:00,9.7,A,09406000,98.7,A,7.76,A,807.0,A,9.4,A,63.0,A
2007-11-19 00:00:00+00:00,9.6,A,09406000,98.4,A,7.76,A,818.0,A,9.4,A,72.9,A
2007-11-20 00:00:00+00:00,9.1,A,09406000,99.5,A,7.77,A,822.0,A,9.5,A,81.6,A
2007-11-21 00:00:00+00:00,7.0,A,09406000,101.0,A,7.78,A,828.0,A,9.9,A,93.9,A
2007-11-22 00:00:00+00:00,5.6,A,09406000,98.8,A,7.76,A,833.0,A,10.1,A,82.1,A
2007-11-23 00:00:00+00:00,6.0,A,09406000,104.0,A,7.79,A,825.0,A,9.8,A,96.1,A
2007-11-24 00:00:00+00:00,5.1,A,09406000,102.0,A,7.78,A,802.0,A,10.0,A,102.0,A
2007-11-25 00:00:00+00:00,5.0,A,09406000,101.0,A,7.77,A,792.0,A,9.8,A,105.0,A
2007-11-26 00:00:00+00:00,5.8,A,09406000,105.0,A,7.8,A,,,9.7,A,90.0,A
2007-11-27 00:00:00+00:00,5.5,A,09406000,102.0,A,7.78,A,,,9.8,A,73.8,A
