datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2014-10-01 00:00:00+00:00,15.6,A,09406000,121.0,A,991.0,A,8.6,A,347.0,A
2014-10-02 00:00:00+00:00,14.5,A,09406000,110.0,A,965.0,A,8.9,A,266.0,A
2014-10-03 00:00:00+00:00,15.1,A,09406000,104.0,A,948.0,A,8.8,A,261.0,A
2014-10-04 00:00:00+00:00,15.9,A,09406000,103.0,A,929.0,A,8.6,A,209.0,A
2014-10-05 00:00:00+00:00,15.8,A,09406000,101.0,A,913.0,A,8.7,A,173.0,A
2014-10-06 00:00:00+00:00,16.3,A,09406000,98.6,A,906.0,A,8.6,A,170.0,A
2014-10-07 00:00:00+00:00,15.9,A,09406000,98.6,A,903.0,A,8.7,A,170.0,A
2014-10-08 00:00:00+00:00,17.0,A,09406000,100.0,A,900.0,A,8.4,A,155.0,A
2014-10-09 00:00:00+00:00,17.1,A,09406000,98.3,A,887.0,A,8.4,A,145.0,A
2014-10-10 00:00:00+00:00,16.9,A,09406000,95.4,A,909.0,A,8.5,A,165.0,A
2014-10-11 00:00:00+00:00,16.5,A,09406000,85.0,A,932.0,A,8.6,A,133.0,A
2014-10-12 00:00:00+00:00,14.7,A,09406000,83.4,A,916.0,A,8.9,A,114.0,A
2014-10-13 00:00:00+00:00,13.4,A,09406000,85.0,A,915.0,A,9.3,A,105.0,A
2014-10-14 00:00:00+00:00,13.9,A,09406000,83.1,A,917.0,A,9.2,A,108.0,A
2014-10-15 00:00:00+00:00,14.6,A,09406000,82.7,A,902.0,A,9.0,A,98.8,A
2014-10-16 00:00:00+00:00,14.7,A,09406000,81.8,A,884.0,A,8.9,A,81.1,A
2014-10-17 00:00:00+00:00,13.7,A,09406000,80.8,A,866.0,A,9.1,A,69.8,A
2014-10-18 00:00:00+00:00,14.0,A,09406000,84.1,A,865.0,A,9.1,A,72.6,A
2014-10-19 00:00:00+00:00,15.4,A,09406000,84.6,A,864.0,A,8.8,A,71.8,A
2014-10-20 00:00:00+00:00,15.6,A,09406000,86.1,A,850.0,A,8.8,A,63.2,A
2014-10-21 00:00:00+00:00,15.6,A,09406000,82.2,A,853.0,A,8.7,A,60.6,A
2014-10-22 00:00:00+00:00,15.0,A,09406000,82.1,A,851.0,A,8.9,A,56.0,A
2014-10-23 00:00:00+00:00,13.8,A,09406000,80.9,A,850.0,A,9.2,A,54.0,A
2014-10-24 00:00:00+00:00,14.2,A,09406000,82.5,A,859.0,A,9.1,A,57.8,A
2014-10-25 00:00:00+00:00,14.4,A,09406000,79.0,A,863.0,A,9.0,A,55.3,A
2014-10-26 00:00:00+00:00,14.8,A,09406000,84.1,A,864.0,A,8.9,A,57.4,A
2014-10-27 00:00:00+00:00,12.7,A,09406000,82.7,A,871.0,A,9.4,A,50.3,A
2014-10-28 00:00:00+00:00,11.6,A,09406000,79.3,A,874.0,A,9.7,A,47.9,A
2014-10-29 00:00:00+00:00,11.4,A,09406000,82.4,A,875.0,A,9.8,A,47.4,A
2014-10-30 00:00:00+00:00,12.0,A,09406000,83.3,A,864.0,A,9.6,A,43.6,A
2014-10-31 00:00:00+00:00,13.0,A,09406000,82.8,A,868.0,A,9.4,A,43.2,A
2014-11-01 00:00:00+00:00,12.6,A,09406000,90.5,A,862.0,A,9.3,A,48.6,A
2014-11-02 00:00:00+00:00,11.7,A,09406000,104.0,A,857.0,A,9.5,A,66.1,A
2014-11-03 00:00:00+00:00,9.9,A,09406000,107.0,A,837.0,A,10.1,A,64.2,A
2014-11-04 00:00:00+00:00,9.3,A,09406000,97.1,A,866.0,A,10.4,A,47.1,A
2014-11-05 00:00:00+00:00,9.7,A,09406000,97.7,A,878.0,A,10.4,A,44.5,A
2014-11-06 00:00:00+00:00,10.6,A,09406000,98.1,A,872.0,A,10.1,A,45.9,A
2014-11-07 00:00:00+00:00,10.5,A,09406000,97.0,A,868.0,A,10.1,A,47.6,A
2014-11-08 00:00:00+00:00,11.0,A,09406000,97.6,A,870.0,A,10.0,A,51.9,A
2014-11-09 00:00:00+00:00,11.0,A,09406000,98.5,A,862.0,A,9.9,A,53.2,A
2014-11-10 00:00:00+00:00,10.6,A,09406000,98.0,A,865.0,A,9.9,A,51.5,A
2014-11-11 00:00:00+00:00,10.0,A,09406000,98.1,A,863.0,A,10.0,A,61.3,A
2014-11-12 00:00:00+00:00,10.2,A,09406000,103.0,A,863.0,A,9.9,A,73.0,A
2014-11-13 00:00:00+00:00,10.2,A,09406000,106.0,A,853.0,A,9.9,A,77.4,A
2014-11-14 00:00:00+00:00,10.6,A,09406000,106.0,A,837.0,A,9.8,A,81.4,A
2014-11-15 00:00:00+00:00,10.3,A,09406000,109.0,A,815.0,A,9.9,A,74.5,A
2014-11-16 00:00:00+00:00,6.8,A,09406000,106.0,A,812.0,A,10.8,A,66.3,A
2014-11-17 00:00:00+00:00,5.2,A,09406000,104.0,A,823.0,A,11.3,A,71.8,A
2014-11-18 00:00:00+00:00,5.5,A,09406000,105.0,A,827.0,A,11.2,A,88.3,A
2014-11-19 00:00:00+00:00,6.3,A,09406000,106.0,A,827.0,A,11.0,A,94.9,A
2014-11-20 00:00:00+00:00,7.1,A,09406000,108.0,A,819.0,A,10.7,A,98.2,A
2014-11-21 00:00:00+00:00,7.4,A,09406000,107.0,A,810.0,A,10.6,A,83.7,A
2014-11-22 00:00:00+00:00,7.2,A,09406000,103.0,A,817.0,A,10.7,A,68.2,A
2014-11-23 00:00:00+00:00,7.0,A,09406000,103.0,A,818.0,A,10.7,A,68.9,A
2014-11-24 00:00:00+00:00,5.2,A,09406000,100.0,A,821.0,A,11.3,A,68.9,A
2014-11-25 00:00:00+00:00,4.8,A,09406000,99.1,A,835.0,A,11.5,A,74.5,A
2014-11-26 00:00:00+00:00,5.6,A,09406000,102.0,A,839.0,A,11.3,A,78.3,A
2014-11-27 00:00:00+00:00,6.6,A,09406000,106.0,A,822.0,A,11.0,A,75.4,A
2014-11-28 00:00:00+00:00,6.7,A,09406000,105.0,A,820.0,A,10.9,A,69.3,A
2014-11-29 00:00:00+00:00,6.7,A,09406000,103.0,A,822.0,A,10.8,A,67.3,A
2014-11-30 00:00:00+00:00,7.4,A,09406000,103.0,A,823.0,A,10.6,A,65.8,A
2014-12-01 00:00:00+00:00,7.6,A,09406000,102.0,A,822.0,A,10.7,A,62.1,A
2014-12-02 00:00:00+00:00,7.8,A,09406000,105.0,A,822.0,A,10.6,A,64.9,A
2014-12-03 00:00:00+00:00,9.8,A,09406000,112.0,A,808.0,A,10.0,A,74.5,A
2014-12-04 00:00:00+00:00,11.0,A,09406000,118.0,A,802.0,A,9.7,A,89.5,A
2014-12-05 00:00:00+00:00,10.6,A,09406000,126.0,A,740.0,A,9.9,A,200.0,A
2014-12-06 00:00:00+00:00,10.5,A,09406000,114.0,A,790.0,A,9.9,A,96.8,A
2014-12-07 00:00:00+00:00,9.3,A,09406000,113.0,A,806.0,A,10.3,A,63.4,A
2014-12-08 00:00:00+00:00,8.9,A,09406000,113.0,A,813.0,A,10.3,A,60.7,A
2014-12-09 00:00:00+00:00,8.5,A,09406000,112.0,A,815.0,A,10.4,A,57.4,A
2014-12-10 00:00:00+00:00,8.0,A,09406000,113.0,A,817.0,A,10.5,A,61.7,A
2014-12-11 00:00:00+00:00,8.5,A,09406000,113.0,A,814.0,A,10.4,A,59.0,A
2014-12-12 00:00:00+00:00,8.7,A,09406000,112.0,A,814.0,A,10.2,A,60.9,A
2014-12-13 00:00:00+00:00,8.1,A,09406000,141.0,A,758.0,A,10.1,A,361.0,"A, >"
2014-12-14 00:00:00+00:00,7.2,A,09406000,124.0,A,717.0,A,10.4,A,156.0,A
2014-12-15 00:00:00+00:00,5.8,A,09406000,107.0,A,812.0,A,10.8,A,77.1,A
2014-12-16 00:00:00+00:00,6.6,A,09406000,109.0,A,849.0,A,10.6,A,83.2,A
2014-12-17 00:00:00+00:00,7.6,A,09406000,115.0,A,838.0,A,10.4,A,72.4,A
2014-12-18 00:00:00+00:00,8.0,A,09406000,115.0,A,832.0,A,10.3,A,63.1,A
2014-12-19 00:00:00+00:00,6.6,A,09406000,114.0,A,823.0,A,10.7,A,55.5,A
2014-12-20 00:00:00+00:00,6.5,A,09406000,112.0,A,834.0,A,10.7,A,59.5,A
2014-12-21 00:00:00+00:00,6.7,A,09406000,113.0,A,829.0,A,10.5,A,57.4,A
2014-12-22 00:00:00+00:00,7.4,A,09406000,113.0,A,828.0,A,10.4,A,55.2,A
2014-12-23 00:00:00+00:00,6.6,A,09406000,112.0,A,825.0,A,10.6,A,54.7,A
2014-12-24 00:00:00+00:00,4.9,A,09406000,107.0,A,833.0,A,11.0,A,54.8,A
2014-12-25 00:00:00+00:00,5.1,A,09406000,112.0,A,836.0,A,10.8,A,63.8,A
2014-12-26 00:00:00+00:00,3.6,A,09406000,108.0,A,831.0,A,11.3,A,50.7,A
2014-12-27 00:00:00+00:00,2.5,A,09406000,98.5,A,861.0,A,11.8,A,59.4,A
2014-12-28 00:00:00+00:00,2.3,A,09406000,93.3,A,890.0,A,11.8,A,60.1,A
2014-12-29 00:00:00+00:00,2.1,A,09406000,95.5,A,886.0,A,11.8,A,62.5,A
2014-12-30 00:00:00+00:00,2.0,A,09406000,94.3,A,893.0,A,11.8,A,64.0,A
2014-12-31 00:00:00+00:00,2.0,A,09406000,100.0,A,879.0,A,11.8,A,63.7,A
2015-01-01 00:00:00+00:00,2.3,A,09406000,105.0,A,853.0,A,11.8,A,53.6,A
2015-01-02 00:00:00+00:00,1.3,A,09406000,102.0,A,859.0,A,12.1,A,60.5,A
2015-01-03 00:00:00+00:00,1.8,A,09406000,96.2,A,870.0,A,12.0,A,55.2,A
2015-01-04 00:00:00+00:00,2.7,A,09406000,101.0,A,866.0,A,11.8,A,58.3,A
2015-01-05 00:00:00+00:00,4.1,A,09406000,104.0,A,854.0,A,11.4,A,51.7,A
2015-01-06 00:00:00+00:00,5.3,A,09406000,108.0,A,842.0,A,11.1,A,54.3,A
2015-01-07 00:00:00+00:00,6.7,A,09406000,113.0,A,827.0,A,10.7,A,70.2,A
2015-01-08 00:00:00+00:00,7.0,A,09406000,117.0,A,803.0,A,10.5,A,87.4,A
2015-01-09 00:00:00+00:00,6.8,A,09406000,115.0,A,803.0,A,10.5,A,92.0,A
2015-01-10 00:00:00+00:00,6.8,A,09406000,114.0,A,801.0,A,10.5,A,82.7,A
2015-01-11 00:00:00+00:00,8.5,A,09406000,118.0,A,797.0,A,10.1,A,78.9,A
2015-01-12 00:00:00+00:00,9.2,A,09406000,121.0,A,779.0,A,10.0,A,96.6,A
2015-01-13 00:00:00+00:00,7.7,A,09406000,143.0,A,731.0,A,10.3,A,413.0,"A, >"
2015-01-14 00:00:00+00:00,6.5,A,09406000,120.0,A,777.0,A,10.6,A,95.9,A
2015-01-15 00:00:00+00:00,5.9,A,09406000,120.0,A,794.0,A,10.8,A,71.3,A
2015-01-16 00:00:00+00:00,5.6,A,09406000,118.0,A,800.0,A,10.8,A,65.7,A
2015-01-17 00:00:00+00:00,5.9,A,09406000,111.0,A,809.0,A,10.8,A,68.9,A
2015-01-18 00:00:00+00:00,6.8,A,09406000,109.0,A,805.0,A,10.5,A,57.8,A
2015-01-19 00:00:00+00:00,6.8,A,09406000,111.0,A,807.0,A,10.5,A,54.7,A
2015-01-20 00:00:00+00:00,6.4,A,09406000,111.0,A,807.0,A,10.6,A,48.2,A
2015-01-21 00:00:00+00:00,7.0,A,09406000,112.0,A,809.0,A,10.4,A,52.8,A
2015-01-22 00:00:00+00:00,4.9,A,09406000,109.0,A,808.0,A,11.0,A,43.5,A
2015-01-23 00:00:00+00:00,4.7,A,09406000,109.0,A,822.0,A,11.1,A,47.4,A
2015-01-24 00:00:00+00:00,5.5,A,09406000,114.0,A,815.0,A,10.9,A,60.5,A
2015-01-25 00:00:00+00:00,6.6,A,09406000,115.0,A,806.0,A,10.6,A,60.6,A
2015-01-26 00:00:00+00:00,7.4,A,09406000,116.0,A,804.0,A,10.3,A,54.8,A
2015-01-27 00:00:00+00:00,9.1,A,09406000,121.0,A,795.0,A,9.9,A,62.8,A
2015-01-28 00:00:00+00:00,9.2,A,09406000,121.0,A,776.0,A,9.9,A,52.1,A
2015-01-29 00:00:00+00:00,9.4,A,09406000,115.0,A,793.0,A,9.8,A,44.7,A
2015-01-30 00:00:00+00:00,9.2,A,09406000,127.0,A,791.0,A,9.7,A,83.4,A
2015-01-31 00:00:00+00:00,9.2,A,09406000,165.0,A,692.0,A,9.7,A,218.0,A
2015-02-01 00:00:00+00:00,8.2,A,09406000,123.0,A,804.0,A,10.1,A,88.5,A
2015-02-02 00:00:00+00:00,8.2,A,09406000,116.0,A,836.0,A,10.1,A,50.0,A
2015-02-03 00:00:00+00:00,8.4,A,09406000,111.0,A,845.0,A,10.0,A,40.5,A
2015-02-04 00:00:00+00:00,9.1,A,09406000,109.0,A,839.0,A,9.9,A,38.5,A
2015-02-05 00:00:00+00:00,9.6,A,09406000,108.0,A,829.0,A,10.0,A,36.8,A
2015-02-06 00:00:00+00:00,9.4,A,09406000,107.0,A,815.0,A,10.2,A,33.1,A
2015-02-07 00:00:00+00:00,9.4,A,09406000,107.0,A,814.0,A,10.2,A,31.6,A
2015-02-08 00:00:00+00:00,11.1,A,09406000,108.0,A,815.0,A,9.9,A,31.4,A
2015-02-09 00:00:00+00:00,11.2,A,09406000,109.0,A,811.0,A,9.8,A,29.3,A
2015-02-10 00:00:00+00:00,10.2,A,09406000,109.0,A,814.0,A,10.0,A,27.3,A
2015-02-11 00:00:00+00:00,9.1,A,09406000,107.0,A,809.0,A,10.4,A,26.0,A
2015-02-12 00:00:00+00:00,9.3,A,09406000,107.0,A,818.0,A,10.4,A,29.1,A
2015-02-13 00:00:00+00:00,9.5,A,09406000,106.0,A,819.0,A,10.3,A,24.5,A
2015-02-14 00:00:00+00:00,10.0,A,09406000,107.0,A,809.0,A,10.2,A,38.3,A
2015-02-15 00:00:00+00:00,9.7,A,09406000,107.0,A,815.0,A,10.2,A,40.0,A
2015-02-16 00:00:00+00:00,8.5,A,09406000,106.0,A,814.0,A,10.5,A,29.6,A
2015-02-17 00:00:00+00:00,7.8,A,09406000,103.0,A,808.0,A,10.8,A,30.1,A
2015-02-18 00:00:00+00:00,8.0,A,09406000,103.0,A,812.0,A,10.7,A,26.2,A
2015-02-19 00:00:00+00:00,8.7,A,09406000,104.0,A,810.0,A,10.5,A,25.8,A
2015-02-20 00:00:00+00:00,9.2,A,09406000,105.0,A,806.0,A,10.3,A,24.6,A
2015-02-21 00:00:00+00:00,8.9,A,09406000,105.0,A,801.0,A,10.4,A,23.4,A
2015-02-22 00:00:00+00:00,8.3,A,09406000,111.0,A,804.0,A,10.4,A,25.7,A
2015-02-23 00:00:00+00:00,7.4,A,09406000,121.0,A,788.0,A,10.8,A,40.3,A
2015-02-24 00:00:00+00:00,7.8,A,09406000,116.0,A,784.0,A,10.8,A,31.3,A
2015-02-25 00:00:00+00:00,8.3,A,09406000,112.0,A,801.0,A,10.6,A,24.8,A
2015-02-26 00:00:00+00:00,9.0,A,09406000,113.0,A,801.0,A,10.4,A,25.2,A
2015-02-27 00:00:00+00:00,9.0,A,09406000,112.0,A,795.0,A,10.3,A,25.6,A
2015-02-28 00:00:00+00:00,9.0,A,09406000,127.0,A,802.0,A,10.3,A,67.6,A
2015-03-01 00:00:00+00:00,8.4,A,09406000,128.0,A,734.0,A,10.5,A,64.7,A
2015-03-02 00:00:00+00:00,7.4,A,09406000,251.0,A,722.0,A,10.7,A,1000.0,"A, >"
2015-03-03 00:00:00+00:00,6.6,A,09406000,214.0,A,655.0,A,11.0,A,1000.0,"A, >"
2015-03-04 00:00:00+00:00,7.0,A,09406000,160.0,A,715.0,A,11.0,A,278.0,A
2015-03-05 00:00:00+00:00,7.7,A,09406000,147.0,A,751.0,A,11.0,A,122.0,A
2015-03-06 00:00:00+00:00,8.6,A,09406000,151.0,A,754.0,A,10.7,A,107.0,A
2015-03-07 00:00:00+00:00,9.7,A,09406000,149.0,A,756.0,A,10.4,A,93.2,A
2015-03-08 00:00:00+00:00,10.2,A,09406000,148.0,A,761.0,A,10.2,A,99.7,A
2015-03-09 00:00:00+00:00,10.5,A,09406000,142.0,A,775.0,A,10.1,A,111.0,A
2015-03-10 00:00:00+00:00,10.6,A,09406000,135.0,A,798.0,A,10.1,A,144.0,A
2015-03-11 00:00:00+00:00,10.5,A,09406000,133.0,A,804.0,A,10.2,A,144.0,A
2015-03-12 00:00:00+00:00,11.8,A,09406000,130.0,A,806.0,A,9.9,A,85.8,A
2015-03-13 00:00:00+00:00,12.2,A,09406000,129.0,A,810.0,A,9.9,A,75.2,A
2015-03-14 00:00:00+00:00,12.9,A,09406000,128.0,A,810.0,A,9.7,A,80.1,A
2015-03-15 00:00:00+00:00,13.1,A,09406000,126.0,A,802.0,A,9.6,A,86.4,A
2015-03-16 00:00:00+00:00,13.4,A,09406000,126.0,A,800.0,A,9.5,A,64.0,A
2015-03-17 00:00:00+00:00,13.3,A,09406000,126.0,A,800.0,A,9.6,A,56.6,A
2015-03-18 00:00:00+00:00,12.6,A,09406000,127.0,A,796.0,A,9.6,A,55.8,A
2015-03-19 00:00:00+00:00,12.9,A,09406000,126.0,A,785.0,A,9.6,A,53.2,A
2015-03-20 00:00:00+00:00,12.8,A,09406000,117.0,A,782.0,A,9.7,A,41.4,A
2015-03-21 00:00:00+00:00,12.9,A,09406000,116.0,A,783.0,A,9.7,A,39.3,A
2015-03-22 00:00:00+00:00,12.6,A,09406000,115.0,A,785.0,A,9.8,A,37.2,A
2015-03-23 00:00:00+00:00,13.3,A,09406000,112.0,A,791.0,A,9.7,A,33.8,A
2015-03-24 00:00:00+00:00,13.2,A,09406000,110.0,A,794.0,A,9.7,A,32.3,A
2015-03-25 00:00:00+00:00,13.5,A,09406000,109.0,A,794.0,A,9.7,A,31.9,A
2015-03-26 00:00:00+00:00,13.3,A,09406000,110.0,A,795.0,A,9.8,A,29.9,A
2015-03-27 00:00:00+00:00,14.4,A,09406000,112.0,A,789.0,A,9.6,A,36.0,A
2015-03-28 00:00:00+00:00,14.9,A,09406000,112.0,A,775.0,A,9.4,A,47.4,A
2015-03-29 00:00:00+00:00,15.0,A,09406000,114.0,A,770.0,A,9.4,A,37.4,A
2015-03-30 00:00:00+00:00,15.3,A,09406000,113.0,A,769.0,A,9.4,A,34.9,A
2015-03-31 00:00:00+00:00,15.1,A,09406000,111.0,A,771.0,A,9.3,A,30.4,A
2015-04-01 00:00:00+00:00,14.6,A,09406000,110.0,A,763.0,A,9.4,A,29.8,A
2015-04-02 00:00:00+00:00,13.6,A,09406000,107.0,A,767.0,A,9.7,A,26.1,A
2015-04-03 00:00:00+00:00,12.5,A,09406000,99.8,A,783.0,A,10.0,A,21.1,A
2015-04-04 00:00:00+00:00,12.6,A,09406000,101.0,A,803.0,A,9.9,A,23.5,A
2015-04-05 00:00:00+00:00,12.9,A,09406000,100.0,A,816.0,A,9.8,A,23.9,A
2015-04-06 00:00:00+00:00,13.2,A,09406000,99.9,A,822.0,A,9.7,A,21.9,A
2015-04-07 00:00:00+00:00,13.3,A,09406000,98.2,A,829.0,A,9.7,A,21.0,A
2015-04-08 00:00:00+00:00,12.5,A,09406000,101.0,A,844.0,A,9.9,A,20.6,A
2015-04-09 00:00:00+00:00,12.2,A,09406000,99.3,A,850.0,A,10.1,A,17.9,A
2015-04-10 00:00:00+00:00,13.7,A,09406000,96.9,A,851.0,A,9.8,A,16.6,A
2015-04-11 00:00:00+00:00,14.3,A,09406000,95.8,A,856.0,A,9.6,A,16.7,A
2015-04-12 00:00:00+00:00,14.6,A,09406000,93.2,A,865.0,A,9.5,A,16.7,A
2015-04-13 00:00:00+00:00,15.3,A,09406000,94.4,A,868.0,A,9.4,A,24.0,A
2015-04-14 00:00:00+00:00,15.4,A,09406000,95.2,A,872.0,A,9.4,A,18.2,A
2015-04-15 00:00:00+00:00,11.7,A,09406000,96.0,A,864.0,A,10.2,A,17.5,A
2015-04-16 00:00:00+00:00,11.4,A,09406000,93.0,A,867.0,A,10.3,A,14.5,A
2015-04-17 00:00:00+00:00,12.3,A,09406000,97.9,A,867.0,A,10.1,A,15.1,A
2015-04-18 00:00:00+00:00,14.7,A,09406000,99.9,A,863.0,A,9.6,A,13.5,A
2015-04-19 00:00:00+00:00,15.9,A,09406000,95.3,A,848.0,A,9.4,A,13.3,A
2015-04-20 00:00:00+00:00,16.3,A,09406000,95.5,A,852.0,A,9.3,A,18.2,A
2015-04-21 00:00:00+00:00,15.8,A,09406000,92.9,A,853.0,A,9.3,A,16.7,A
2015-04-22 00:00:00+00:00,16.7,A,09406000,88.6,A,863.0,A,9.0,A,17.0,A
2015-04-23 00:00:00+00:00,15.8,A,09406000,87.3,A,865.0,A,9.0,A,18.2,A
2015-04-24 00:00:00+00:00,14.8,A,09406000,89.3,A,866.0,A,9.2,A,18.2,A
2015-04-25 00:00:00+00:00,13.4,A,09406000,128.0,A,848.0,A,9.2,A,67.3,"A, >"
2015-04-26 00:00:00+00:00,13.2,A,09406000,160.0,A,645.0,A,9.4,A,252.0,"A, >"
2015-04-27 00:00:00+00:00,14.9,A,09406000,96.0,A,832.0,A,9.2,A,43.9,A
2015-04-28 00:00:00+00:00,17.3,A,09406000,91.2,A,836.0,A,8.8,A,35.5,A
2015-04-29 00:00:00+00:00,18.4,A,09406000,91.0,A,,,8.6,A,25.9,A
2015-04-30 00:00:00+00:00,18.4,A,09406000,85.5,A,,,8.6,A,30.4,A
2015-05-01 00:00:00+00:00,18.1,A,09406000,77.7,A,,,8.7,A,26.0,A
2015-05-02 00:00:00+00:00,17.5,A,09406000,78.0,A,,,8.7,A,20.2,A
2015-05-03 00:00:00+00:00,17.5,A,09406000,78.8,A,,,8.7,A,15.8,A
2015-05-04 00:00:00+00:00,17.8,A,09406000,80.3,A,,,8.6,A,14.9,A
2015-05-05 00:00:00+00:00,18.4,A,09406000,85.9,A,846.0,A,8.6,A,15.9,A
2015-05-06 00:00:00+00:00,18.2,A,09406000,90.5,A,,,8.5,A,16.7,A
2015-05-07 00:00:00+00:00,16.9,A,09406000,96.5,A,,,8.6,A,27.0,A
2015-05-08 00:00:00+00:00,14.4,A,09406000,102.0,A,,,9.1,A,29.0,A
2015-05-09 00:00:00+00:00,12.5,A,09406000,111.0,A,,,9.6,A,21.8,A
2015-05-10 00:00:00+00:00,14.9,A,09406000,117.0,A,812.0,A,9.2,A,21.2,A
2015-05-11 00:00:00+00:00,16.8,A,09406000,105.0,A,803.0,A,8.8,A,18.9,A
