datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2013-10-01 00:00:00+00:00,15.2,A,09406000,77.4,A,723.0,A,8.9,A,121.0,A
2013-10-02 00:00:00+00:00,15.5,A,09406000,78.5,A,724.0,A,8.8,A,123.0,A
2013-10-03 00:00:00+00:00,15.1,A,09406000,77.2,A,723.0,A,8.8,A,110.0,A
2013-10-04 00:00:00+00:00,12.1,A,09406000,77.4,A,712.0,A,9.5,A,107.0,A
2013-10-05 00:00:00+00:00,11.9,A,09406000,78.5,A,705.0,A,9.7,A,102.0,A
2013-10-06 00:00:00+00:00,12.7,A,09406000,79.0,A,708.0,A,9.5,A,126.0,A
2013-10-07 00:00:00+00:00,13.6,A,09406000,80.1,A,,,9.3,A,107.0,A
2013-10-08 00:00:00+00:00,13.7,A,09406000,78.8,A,,,9.2,A,92.5,A
2013-10-09 00:00:00+00:00,12.8,A,09406000,78.4,A,,,9.3,A,92.5,A
2013-10-10 00:00:00+00:00,12.0,A,09406000,119.0,A,,,9.4,A,294.0,A
2013-10-11 00:00:00+00:00,13.1,A,09406000,107.0,A,,,9.3,A,181.0,A
2013-10-12 00:00:00+00:00,13.3,A,09406000,94.1,A,,,9.3,A,133.0,A
2013-10-13 00:00:00+00:00,12.3,A,09406000,112.0,A,,,9.4,A,391.0,"A, >"
2013-10-14 00:00:00+00:00,11.8,A,09406000,126.0,A,,,9.6,A,228.0,A
2013-10-15 00:00:00+00:00,11.5,A,09406000,122.0,A,,,9.7,A,162.0,A
2013-10-16 00:00:00+00:00,10.9,A,09406000,125.0,A,,,9.8,A,138.0,A
2013-10-17 00:00:00+00:00,10.6,A,09406000,127.0,A,,,9.9,A,154.0,A
2013-10-18 00:00:00+00:00,10.7,A,09406000,124.0,A,,,9.9,A,131.0,A
2013-10-19 00:00:00+00:00,10.6,A,09406000,121.0,A,,,9.9,A,132.0,A
2013-10-20 00:00:00+00:00,10.5,A,09406000,126.0,A,,,9.9,A,122.0,A
2013-10-21 00:00:00+00:00,11.0,A,09406000,124.0,A,,,9.8,A,113.0,A
2013-10-22 00:00:00+00:00,11.4,A,09406000,127.0,A,,,9.7,A,95.3,A
2013-10-23 00:00:00+00:00,11.4,A,09406000,129.0,A,714.0,A,9.7,A,83.1,A
2013-10-24 00:00:00+00:00,12.1,A,09406000,120.0,A,743.0,A,9.5,A,75.4,A
2013-10-25 00:00:00+00:00,13.0,A,09406000,132.0,A,,,9.4,A,87.2,A
2013-10-26 00:00:00+00:00,12.3,A,09406000,141.0,A,,,9.5,A,85.2,A
2013-10-27 00:00:00+00:00,11.9,A,09406000,138.0,A,,,9.5,A,82.4,A
2013-10-28 00:00:00+00:00,11.0,A,09406000,139.0,A,,,9.5,A,84.2,A
2013-10-29 00:00:00+00:00,10.2,A,09406000,201.0,A,,,9.7,A,707.0,"A, >"
2013-10-30 00:00:00+00:00,10.1,A,09406000,166.0,A,,,9.8,A,385.0,"A, >"
2013-10-31 00:00:00+00:00,9.3,A,09406000,155.0,A,,,10.1,A,146.0,A
