datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1996-10-01 00:00:00+00:00,12.0,A,14181500,3090.0,A
1996-10-02 00:00:00+00:00,12.0,A,14181500,3070.0,A
1996-10-03 00:00:00+00:00,12.4,A,14181500,3100.0,A
1996-10-04 00:00:00+00:00,12.6,A,14181500,3120.0,A
1996-10-05 00:00:00+00:00,12.7,A,14181500,3160.0,A
1996-10-06 00:00:00+00:00,12.7,A,14181500,3150.0,A
1996-10-07 00:00:00+00:00,,,14181500,3090.0,A
1996-10-08 00:00:00+00:00,,,14181500,3090.0,A
1996-10-09 00:00:00+00:00,,,14181500,3070.0,A
1996-10-10 00:00:00+00:00,,,14181500,3170.0,A
1996-10-11 00:00:00+00:00,,,14181500,3090.0,A
1996-10-12 00:00:00+00:00,,,14181500,3150.0,A
1996-10-13 00:00:00+00:00,,,14181500,3160.0,A
1996-10-14 00:00:00+00:00,,,14181500,3160.0,A
1996-10-15 00:00:00+00:00,,,14181500,3320.0,A
1996-10-16 00:00:00+00:00,,,14181500,3290.0,A
1996-10-17 00:00:00+00:00,,,14181500,3190.0,A
1996-10-18 00:00:00+00:00,,,14181500,3220.0,A
1996-10-19 00:00:00+00:00,,,14181500,4160.0,A
1996-10-20 00:00:00+00:00,,,14181500,4220.0,A
1996-10-21 00:00:00+00:00,,,14181500,4220.0,A
1996-10-22 00:00:00+00:00,,,14181500,4050.0,A
1996-10-23 00:00:00+00:00,,,14181500,3210.0,A
1996-10-24 00:00:00+00:00,,,14181500,4240.0,A
1996-10-25 00:00:00+00:00,,,14181500,4890.0,A
1996-10-26 00:00:00+00:00,,,14181500,4760.0,A
1996-10-27 00:00:00+00:00,,,14181500,3830.0,A
1996-10-28 00:00:00+00:00,,,14181500,3970.0,A
1996-10-29 00:00:00+00:00,,,14181500,3350.0,A
1996-10-30 00:00:00+00:00,,,14181500,3280.0,A
1996-10-31 00:00:00+00:00,,,14181500,3160.0,A
1996-11-01 00:00:00+00:00,,,14181500,3090.0,A
1996-11-02 00:00:00+00:00,,,14181500,3200.0,A
1996-11-03 00:00:00+00:00,,,14181500,3140.0,A
1996-11-04 00:00:00+00:00,,,14181500,3200.0,A
1996-11-05 00:00:00+00:00,,,14181500,3150.0,A
1996-11-06 00:00:00+00:00,,,14181500,3190.0,A
1996-11-07 00:00:00+00:00,,,14181500,3320.0,A
1996-11-08 00:00:00+00:00,,,14181500,3290.0,A
1996-11-09 00:00:00+00:00,,,14181500,3280.0,A
1996-11-10 00:00:00+00:00,,,14181500,3140.0,A
1996-11-11 00:00:00+00:00,,,14181500,3070.0,A
1996-11-12 00:00:00+00:00,,,14181500,3120.0,A
1996-11-13 00:00:00+00:00,,,14181500,3160.0,A
1996-11-14 00:00:00+00:00,,,14181500,3180.0,A
1996-11-15 00:00:00+00:00,,,14181500,3190.0,A
