datetime,00060_Mean,00060_Mean_cd,site_no,00095_Mean,00095_Mean_cd
1998-10-01 00:00:00+00:00,172.0,A,09251000,631.0,A
1998-10-02 00:00:00+00:00,176.0,A,09251000,641.0,A
1998-10-03 00:00:00+00:00,211.0,A,09251000,641.0,A
1998-10-04 00:00:00+00:00,323.0,A,09251000,635.0,A
1998-10-05 00:00:00+00:00,442.0,A,09251000,629.0,A
1998-10-06 00:00:00+00:00,462.0,A,09251000,647.0,A
1998-10-07 00:00:00+00:00,412.0,A,09251000,643.0,A
1998-10-08 00:00:00+00:00,394.0,A,09251000,625.0,A
1998-10-09 00:00:00+00:00,365.0,A,09251000,627.0,A
1998-10-10 00:00:00+00:00,376.0,A,09251000,621.0,A
1998-10-11 00:00:00+00:00,397.0,A,09251000,620.0,A
1998-10-12 00:00:00+00:00,401.0,A,09251000,596.0,A
1998-10-13 00:00:00+00:00,371.0,A,09251000,582.0,A
1998-10-14 00:00:00+00:00,342.0,A,09251000,580.0,A
1998-10-15 00:00:00+00:00,325.0,A,09251000,577.0,A
1998-10-16 00:00:00+00:00,336.0,A,09251000,580.0,A
1998-10-17 00:00:00+00:00,359.0,A,09251000,582.0,A
1998-10-18 00:00:00+00:00,352.0,A,09251000,588.0,A
1998-10-19 00:00:00+00:00,354.0,A,09251000,613.0,A
1998-10-20 00:00:00+00:00,339.0,A,09251000,625.0,A
1998-10-21 00:00:00+00:00,324.0,A,09251000,620.0,A
1998-10-22 00:00:00+00:00,329.0,A,09251000,630.0,A
1998-10-23 00:00:00+00:00,334.0,A,09251000,641.0,A
1998-10-24 00:00:00+00:00,360.0,A,09251000,634.0,A
1998-10-25 00:00:00+00:00,401.0,A,09251000,628.0,A
1998-10-26 00:00:00+00:00,408.0,A,09251000,622.0,A
1998-10-27 00:00:00+00:00,403.0,A,09251000,609.0,A
1998-10-28 00:00:00+00:00,407.0,A,09251000,594.0,A
1998-10-29 00:00:00+00:00,485.0,A,09251000,602.0,A
1998-10-30 00:00:00+00:00,613.0,A,09251000,594.0,A
1998-10-31 00:00:00+00:00,582.0,A,09251000,560.0,A
1998-11-01 00:00:00+00:00,566.0,A,09251000,552.0,A
1998-11-02 00:00:00+00:00,569.0,A,09251000,554.0,A
1998-11-03 00:00:00+00:00,568.0,A,09251000,547.0,A
1998-11-04 00:00:00+00:00,606.0,A,09251000,535.0,A
1998-11-05 00:00:00+00:00,586.0,A,09251000,544.0,A
1998-11-06 00:00:00+00:00,536.0,A,09251000,546.0,A
1998-11-07 00:00:00+00:00,506.0,A,09251000,538.0,A
1998-11-08 00:00:00+00:00,509.0,A,09251000,548.0,A
1998-11-09 00:00:00+00:00,515.0,A,09251000,558.0,A
1998-11-10 00:00:00+00:00,503.0,A,09251000,566.0,A
1998-11-11 00:00:00+00:00,455.0,A,09251000,582.0,A
1998-11-12 00:00:00+00:00,444.0,A,09251000,584.0,A
1998-11-13 00:00:00+00:00,487.0,A,09251000,592.0,A
