datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2015-10-01 00:00:00+00:00,19.2,A,09406000,100.0,A,823.0,A,8.0,A,102.0,A
2015-10-02 00:00:00+00:00,18.2,A,09406000,96.6,A,786.0,A,8.1,A,94.2,A
2015-10-03 00:00:00+00:00,16.5,A,09406000,101.0,A,809.0,A,8.4,A,99.3,A
2015-10-04 00:00:00+00:00,16.9,A,09406000,108.0,A,823.0,A,8.4,A,95.9,A
2015-10-05 00:00:00+00:00,16.7,A,09406000,252.0,A,839.0,A,8.1,A,1000.0,"A, >"
2015-10-06 00:00:00+00:00,14.3,A,09406000,223.0,A,831.0,A,8.7,A,1000.0,"A, >"
2015-10-07 00:00:00+00:00,15.6,A,09406000,110.0,A,806.0,A,8.6,A,869.0,"A, >"
2015-10-08 00:00:00+00:00,16.9,A,09406000,102.0,A,802.0,A,8.5,A,354.0,A
2015-10-09 00:00:00+00:00,17.7,A,09406000,95.4,A,800.0,A,8.4,A,247.0,A
2015-10-10 00:00:00+00:00,18.1,A,09406000,87.8,A,801.0,A,8.3,A,202.0,A
2015-10-11 00:00:00+00:00,18.1,A,09406000,87.9,A,800.0,A,8.3,A,166.0,A
2015-10-12 00:00:00+00:00,17.4,A,09406000,87.0,A,794.0,A,8.4,A,154.0,A
2015-10-13 00:00:00+00:00,16.4,A,09406000,82.6,A,789.0,A,8.6,A,128.0,A
2015-10-14 00:00:00+00:00,16.7,A,09406000,83.4,A,797.0,A,8.5,A,128.0,A
2015-10-15 00:00:00+00:00,16.5,A,09406000,82.7,A,795.0,A,8.6,A,122.0,A
2015-10-16 00:00:00+00:00,15.9,A,09406000,83.9,A,784.0,A,8.7,A,128.0,A
2015-10-17 00:00:00+00:00,17.2,A,09406000,110.0,A,901.0,A,8.3,A,458.0,"A, >"
2015-10-18 00:00:00+00:00,16.4,A,09406000,246.0,A,1020.0,A,8.2,A,,
2015-10-19 00:00:00+00:00,13.6,A,09406000,1020.0,A,763.0,A,8.4,A,,
2015-10-20 00:00:00+00:00,14.5,A,09406000,214.0,A,739.0,A,8.6,A,1000.0,"A, >"
2015-10-21 00:00:00+00:00,14.4,A,09406000,182.0,A,752.0,A,8.8,A,,
2015-10-22 00:00:00+00:00,14.3,A,09406000,195.0,A,756.0,A,8.8,A,,
2015-10-23 00:00:00+00:00,14.0,A,09406000,121.0,A,775.0,A,8.9,A,641.0,A
2015-10-24 00:00:00+00:00,13.6,A,09406000,112.0,A,798.0,A,9.0,A,348.0,A
2015-10-25 00:00:00+00:00,13.5,A,09406000,108.0,A,808.0,A,8.9,A,293.0,A
2015-10-26 00:00:00+00:00,14.9,A,09406000,121.0,A,808.0,A,8.6,A,338.0,A
2015-10-27 00:00:00+00:00,13.2,A,09406000,120.0,A,794.0,A,9.0,A,266.0,A
