datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2019-10-01 00:00:00+00:00,11.4,A,14181500,734.0,A,723.0,A,1630.0,A,40.0,A,8.4,A
2019-10-02 00:00:00+00:00,11.3,A,14181500,733.0,A,723.0,A,1630.0,A,40.0,A,8.5,A
2019-10-03 00:00:00+00:00,11.5,A,14181500,733.0,A,722.0,A,1630.0,A,40.0,A,8.3,A
2019-10-04 00:00:00+00:00,11.6,A,14181500,737.0,A,723.0,A,1600.0,A,40.0,A,8.2,A
2019-10-05 00:00:00+00:00,11.5,A,14181500,740.0,A,737.0,A,1600.0,A,40.0,A,8.7,A
2019-10-06 00:00:00+00:00,11.2,A,14181500,737.0,A,747.0,A,1590.0,A,40.0,A,9.1,A
2019-10-07 00:00:00+00:00,11.3,A,14181500,734.0,A,749.0,A,1600.0,A,40.0,A,9.2,A
2019-10-08 00:00:00+00:00,11.5,A,14181500,732.0,A,743.0,A,1600.0,A,40.0,A,8.9,A
2019-10-09 00:00:00+00:00,11.6,A,14181500,739.0,A,754.0,A,1590.0,A,40.0,A,9.4,A
2019-10-10 00:00:00+00:00,11.5,A,14181500,739.0,A,749.0,A,1600.0,A,41.0,A,9.4,A
2019-10-11 00:00:00+00:00,11.2,A,14181500,734.0,A,758.0,A,1620.0,A,40.0,A,9.8,A
2019-10-12 00:00:00+00:00,11.2,A,14181500,731.0,A,758.0,A,1610.0,A,41.0,A,9.8,A
2019-10-13 00:00:00+00:00,11.2,A,14181500,731.0,A,769.0,A,1610.0,A,41.0,A,10.0,A
2019-10-14 00:00:00+00:00,11.4,A,14181500,733.0,A,762.0,A,1600.0,A,41.0,A,9.7,A
2019-10-15 00:00:00+00:00,11.4,A,14181500,732.0,A,,,1390.0,A,41.0,A,11.0,A
2019-10-16 00:00:00+00:00,11.2,A,14181500,728.0,A,772.0,A,1360.0,A,41.0,A,10.1,A
2019-10-17 00:00:00+00:00,10.9,A,14181500,728.0,A,783.0,A,1380.0,A,41.0,A,10.5,A
2019-10-18 00:00:00+00:00,10.8,A,14181500,731.0,A,781.0,A,1410.0,A,41.0,A,10.5,A
2019-10-19 00:00:00+00:00,10.7,A,14181500,730.0,A,777.0,A,1430.0,A,40.0,A,10.5,A
2019-10-20 00:00:00+00:00,10.6,A,14181500,735.0,A,767.0,A,1420.0,A,39.0,A,10.4,A
2019-10-21 00:00:00+00:00,10.7,A,14181500,739.0,A,778.0,A,1420.0,A,40.0,A,10.5,A
2019-10-22 00:00:00+00:00,10.9,A,14181500,741.0,A,780.0,A,1440.0,A,40.0,A,10.5,A
2019-10-23 00:00:00+00:00,11.2,A,14181500,742.0,A,768.0,A,1460.0,A,40.0,A,10.1,A
2019-10-24 00:00:00+00:00,11.3,A,14181500,739.0,A,761.0,A,1490.0,A,41.0,A,9.9,A
2019-10-25 00:00:00+00:00,11.1,A,14181500,738.0,A,770.0,A,1510.0,A,41.0,A,10.2,A
2019-10-26 00:00:00+00:00,11.1,A,14181500,739.0,A,772.0,A,1900.0,A,42.0,A,10.2,A
2019-10-27 00:00:00+00:00,11.1,A,14181500,740.0,A,768.0,A,2470.0,A,42.0,A,10.2,A
2019-10-28 00:00:00+00:00,11.1,A,14181500,736.0,A,793.0,A,2680.0,A,42.0,A,10.8,A
2019-10-29 00:00:00+00:00,11.1,A,14181500,739.0,A,782.0,A,2690.0,A,43.0,A,10.7,A
2019-10-30 00:00:00+00:00,11.2,A,14181500,738.0,A,794.0,A,2710.0,A,44.0,A,11.1,A
2019-10-31 00:00:00+00:00,11.0,A,14181500,740.0,A,787.0,A,2760.0,A,43.0,A,10.9,A
2019-11-01 00:00:00+00:00,10.9,A,14181500,739.0,A,802.0,A,2880.0,A,43.0,A,11.2,A
2019-11-02 00:00:00+00:00,10.5,A,14181500,737.0,A,813.0,A,2860.0,A,43.0,A,11.6,A
2019-11-03 00:00:00+00:00,10.4,A,14181500,736.0,A,807.0,A,2800.0,A,43.0,A,11.5,A
2019-11-04 00:00:00+00:00,10.5,A,14181500,736.0,A,820.0,A,2520.0,A,44.0,A,11.7,A
2019-11-05 00:00:00+00:00,10.8,A,14181500,735.0,A,789.0,A,2950.0,A,44.0,A,11.1,A
2019-11-06 00:00:00+00:00,11.0,A,14181500,736.0,A,777.0,A,3590.0,A,45.0,A,10.8,A
2019-11-07 00:00:00+00:00,10.8,A,14181500,736.0,A,838.0,A,4310.0,A,44.0,A,12.0,A
2019-11-08 00:00:00+00:00,10.8,A,14181500,737.0,A,852.0,A,4850.0,A,45.0,A,12.2,A
2019-11-09 00:00:00+00:00,10.8,A,14181500,737.0,A,862.0,A,4920.0,A,45.0,A,12.3,A
2019-11-10 00:00:00+00:00,10.8,A,14181500,737.0,A,864.0,A,5040.0,A,45.0,A,12.3,A
2019-11-11 00:00:00+00:00,11.0,A,14181500,737.0,A,861.0,A,5030.0,A,45.0,A,12.2,A
2019-11-12 00:00:00+00:00,11.0,A,14181500,735.0,A,845.0,A,4970.0,A,45.0,A,12.0,A
2019-11-13 00:00:00+00:00,11.4,A,14181500,733.0,A,780.0,A,4390.0,A,45.0,A,10.8,A
2019-11-14 00:00:00+00:00,11.4,A,14181500,732.0,A,763.0,A,4170.0,A,45.0,A,10.5,A
2019-11-15 00:00:00+00:00,11.3,A,14181500,736.0,A,760.0,A,3660.0,A,45.0,A,10.5,A
2019-11-16 00:00:00+00:00,11.2,A,14181500,739.0,A,731.0,A,3020.0,A,46.0,A,10.0,A
2019-11-17 00:00:00+00:00,11.3,A,14181500,737.0,A,723.0,A,2430.0,A,45.0,A,10.0,A
2019-11-18 00:00:00+00:00,11.2,A,14181500,730.0,A,723.0,A,1940.0,A,45.0,A,10.0,A
2019-11-19 00:00:00+00:00,11.2,A,14181500,728.0,A,722.0,A,1480.0,A,45.0,A,10.0,A
2019-11-20 00:00:00+00:00,10.9,A,14181500,731.0,A,720.0,A,1300.0,A,45.0,A,9.9,A
2019-11-21 00:00:00+00:00,10.6,A,14181500,731.0,A,717.0,A,1290.0,A,46.0,A,9.9,A
2019-11-22 00:00:00+00:00,10.5,A,14181500,737.0,A,719.0,A,1340.0,A,46.0,A,10.1,A
2019-11-23 00:00:00+00:00,10.3,A,14181500,740.0,A,721.0,A,1360.0,A,46.0,A,10.1,A
