datetime,00010_Mean,00010_Mean_cd,site_no,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,62361_Mean,62361_Mean_cd
2010-10-01 00:00:00+00:00,8.0,A,14181500,,,2690.0,A,,,12.9,A,,
2010-10-02 00:00:00+00:00,7.9,A,14181500,,,3530.0,A,,,13.2,A,,
2010-10-03 00:00:00+00:00,8.2,A,14181500,,,3610.0,A,,,13.0,A,,
2010-10-04 00:00:00+00:00,8.1,A,14181500,,,3580.0,A,,,13.1,A,,
2010-10-05 00:00:00+00:00,8.2,A,14181500,,,3150.0,A,,,13.1,A,,
2010-10-06 00:00:00+00:00,8.3,A,14181500,,,2400.0,A,,,12.9,A,,
2010-10-07 00:00:00+00:00,8.5,A,14181500,,,1930.0,A,,,12.8,A,,
2010-10-08 00:00:00+00:00,8.5,A,14181500,,,2000.0,A,,,12.8,A,,
2010-10-09 00:00:00+00:00,10.0,A,14181500,,,2180.0,A,,,10.3,A,,
2010-10-10 00:00:00+00:00,11.3,A,14181500,,,2180.0,A,,,8.3,A,,
2010-10-11 00:00:00+00:00,11.5,A,14181500,,,2160.0,A,,,8.2,A,,
2010-10-12 00:00:00+00:00,11.1,A,14181500,,,2050.0,A,,,8.8,A,,
2010-10-13 00:00:00+00:00,9.0,A,14181500,,,2010.0,A,,,12.0,A,,
2010-10-14 00:00:00+00:00,8.8,A,14181500,,,2170.0,A,,,,,,
2010-10-15 00:00:00+00:00,10.9,A,14181500,,,2190.0,A,,,,,,
2010-10-16 00:00:00+00:00,10.8,A,14181500,,,2160.0,A,,,,,,
2010-10-17 00:00:00+00:00,11.0,A,14181500,,,2110.0,A,,,,,,
2010-10-18 00:00:00+00:00,11.0,A,14181500,,,2160.0,A,,,,,,
2010-10-19 00:00:00+00:00,11.0,A,14181500,,,2120.0,A,,,,,,
2010-10-20 00:00:00+00:00,11.2,A,14181500,,,2100.0,A,,,,,,
2010-10-21 00:00:00+00:00,11.2,A,14181500,,,2090.0,A,,,,,,
2010-10-22 00:00:00+00:00,11.3,A,14181500,,,2170.0,A,,,,,,
2010-10-23 00:00:00+00:00,11.4,A,14181500,,,2140.0,A,,,,,,
2010-10-24 00:00:00+00:00,11.3,A,14181500,,,2180.0,A,,,,,,
2010-10-25 00:00:00+00:00,11.2,A,14181500,,,2280.0,A,,,,,,
2010-10-26 00:00:00+00:00,11.1,A,14181500,,,2150.0,A,,,,,,
2010-10-27 00:00:00+00:00,11.1,A,14181500,,,2170.0,A,,,,,,
2010-10-28 00:00:00+00:00,11.2,A,14181500,,,2110.0,A,,,,,,
2010-10-29 00:00:00+00:00,10.6,A,14181500,,,2150.0,A,,,,,,
2010-10-30 00:00:00+00:00,10.4,A,14181500,,,2180.0,A,,,,,,
2010-10-31 00:00:00+00:00,11.0,A,14181500,,,2180.0,A,,,,,,
2010-11-01 00:00:00+00:00,11.4,A,14181500,,,2220.0,A,,,,,,
2010-11-02 00:00:00+00:00,11.6,A,14181500,,,2210.0,A,,,,,,
2010-11-03 00:00:00+00:00,11.7,A,14181500,,,1960.0,A,,,,,,
2010-11-04 00:00:00+00:00,11.6,A,14181500,,,1980.0,A,,,,,,
2010-11-05 00:00:00+00:00,11.2,A,14181500,,,2890.0,A,,,,,,
2010-11-06 00:00:00+00:00,11.0,A,14181500,,,2970.0,A,,,,,,
2010-11-07 00:00:00+00:00,10.9,A,14181500,,,3030.0,A,,,,,,
2010-11-08 00:00:00+00:00,10.8,A,14181500,,,2980.0,A,,,,,,
2010-11-09 00:00:00+00:00,10.7,A,14181500,,,2930.0,A,,,,,,
2010-11-10 00:00:00+00:00,10.7,A,14181500,,,2930.0,A,,,,,,
2010-11-11 00:00:00+00:00,10.5,A,14181500,,,2910.0,A,,,,,,
2010-11-12 00:00:00+00:00,10.4,A,14181500,,,2960.0,A,,,,,,
2010-11-13 00:00:00+00:00,10.4,A,14181500,,,2960.0,A,,,,,,
2010-11-14 00:00:00+00:00,10.4,A,14181500,,,2960.0,A,,,,,,
2010-11-15 00:00:00+00:00,10.2,A,14181500,,,2970.0,A,,,,,,
2010-11-16 00:00:00+00:00,10.0,A,14181500,,,4230.0,A,,,,,,
2010-11-17 00:00:00+00:00,9.9,A,14181500,,,5670.0,A,,,,,,
2010-11-18 00:00:00+00:00,9.5,A,14181500,,,7280.0,A,,,,,,
2010-11-19 00:00:00+00:00,9.8,A,14181500,,,7250.0,A,,,,,,
2010-11-20 00:00:00+00:00,9.5,A,14181500,,,7230.0,A,,,,,,
2010-11-21 00:00:00+00:00,9.4,A,14181500,,,7240.0,A,,,,,,
2010-11-22 00:00:00+00:00,9.0,A,14181500,,,7230.0,A,,,,,,
2010-11-23 00:00:00+00:00,8.6,A,14181500,,,7230.0,A,,,,,,
2010-11-24 00:00:00+00:00,8.7,A,14181500,,,7230.0,A,,,,,,
2010-11-25 00:00:00+00:00,8.6,A,14181500,,,6690.0,A,,,,,,
2010-11-26 00:00:00+00:00,8.5,A,14181500,,,5500.0,A,,,,,,
2010-11-27 00:00:00+00:00,8.3,A,14181500,,,4200.0,A,,,,,,
2010-11-28 00:00:00+00:00,8.0,A,14181500,,,3200.0,A,,,,,,
2010-11-29 00:00:00+00:00,7.8,A,14181500,,,2600.0,A,,,,,,
2010-11-30 00:00:00+00:00,8.0,A,14181500,,,2650.0,A,,,,,,
2010-12-01 00:00:00+00:00,7.7,A,14181500,,,2950.0,A,,,,,,
2010-12-02 00:00:00+00:00,7.6,A,14181500,,,2990.0,A,,,,,,
2010-12-03 00:00:00+00:00,7.4,A,14181500,,,2920.0,A,,,,,,
2010-12-04 00:00:00+00:00,7.6,A,14181500,,,2850.0,A,,,,,,
2010-12-05 00:00:00+00:00,7.4,A,14181500,,,2810.0,A,,,,,,
2010-12-06 00:00:00+00:00,7.3,A,14181500,,,2780.0,A,,,,,,
2010-12-07 00:00:00+00:00,7.2,A,14181500,,,2770.0,A,,,,,,
2010-12-08 00:00:00+00:00,7.1,A,14181500,,,2920.0,A,,,,,,
2010-12-09 00:00:00+00:00,6.9,A,14181500,,,3280.0,A,,,,,,
2010-12-10 00:00:00+00:00,6.7,A,14181500,,,3340.0,A,,,,,,
2010-12-11 00:00:00+00:00,6.6,A,14181500,,,3200.0,A,,,,,,
2010-12-12 00:00:00+00:00,6.9,A,14181500,,,3250.0,A,,,,,,
2010-12-13 00:00:00+00:00,6.7,A,14181500,,,3260.0,A,,,,,,
2010-12-14 00:00:00+00:00,6.4,A,14181500,,,3290.0,A,,,,,,
2010-12-15 00:00:00+00:00,6.2,A,14181500,,,3790.0,A,,,,,,
2010-12-16 00:00:00+00:00,6.3,A,14181500,,,8030.0,A,,,,,,
2010-12-17 00:00:00+00:00,6.3,A,14181500,,,7990.0,A,,,,,,
2010-12-18 00:00:00+00:00,6.2,A,14181500,,,9500.0,"A, e",,,,,,
2010-12-19 00:00:00+00:00,6.1,A,14181500,,,9500.0,"A, e",,,,,,
2010-12-20 00:00:00+00:00,6.0,A,14181500,,,9620.0,A,,,,,,
2010-12-21 00:00:00+00:00,5.9,A,14181500,,,9570.0,A,,,,,,
2010-12-22 00:00:00+00:00,5.9,A,14181500,,,9560.0,A,,,,,,
2010-12-23 00:00:00+00:00,5.8,A,14181500,,,10300.0,A,,,,,,
2010-12-24 00:00:00+00:00,5.8,A,14181500,,,10700.0,A,,,,,,
2010-12-25 00:00:00+00:00,5.8,A,14181500,,,9180.0,A,,,,,,
2010-12-26 00:00:00+00:00,5.6,A,14181500,,,6090.0,A,,,,,,
2010-12-27 00:00:00+00:00,5.4,A,14181500,,,4350.0,A,,,,,,
2010-12-28 00:00:00+00:00,5.4,A,14181500,,,2990.0,A,,,,,,
2010-12-29 00:00:00+00:00,5.3,A,14181500,,,2960.0,A,,,,,,
2010-12-30 00:00:00+00:00,5.1,A,14181500,,,2800.0,A,,,,,,
2010-12-31 00:00:00+00:00,5.0,A,14181500,,,4880.0,A,,,,,,
2011-01-01 00:00:00+00:00,5.0,A,14181500,,,5550.0,A,,,,,,
2011-01-02 00:00:00+00:00,4.9,A,14181500,,,5570.0,A,,,,,,
2011-01-03 00:00:00+00:00,4.7,A,14181500,,,4540.0,A,,,,,,
2011-01-04 00:00:00+00:00,4.6,A,14181500,,,2730.0,A,,,,,,
2011-01-05 00:00:00+00:00,4.7,A,14181500,,,1540.0,A,,,,,,
2011-01-06 00:00:00+00:00,4.7,A,14181500,,,1320.0,A,,,,,,
2011-01-07 00:00:00+00:00,4.7,A,14181500,,,1330.0,A,,,,,,
2011-01-08 00:00:00+00:00,4.7,A,14181500,,,1390.0,A,,,,,,
2011-01-09 00:00:00+00:00,4.6,A,14181500,,,1330.0,A,,,,,,
2011-01-10 00:00:00+00:00,4.3,A,14181500,,,2040.0,A,,,,,,
2011-01-11 00:00:00+00:00,4.1,A,14181500,,,2280.0,A,,,,,,
2011-01-12 00:00:00+00:00,4.1,A,14181500,,,2320.0,A,,,,,,
2011-01-13 00:00:00+00:00,4.3,A,14181500,,,2590.0,A,,,,,,
2011-01-14 00:00:00+00:00,4.5,A,14181500,,,2830.0,A,,,,,,
2011-01-15 00:00:00+00:00,4.5,A,14181500,,,2960.0,A,,,,,,
2011-01-16 00:00:00+00:00,5.2,A,14181500,,,4020.0,A,,,,,,
2011-01-17 00:00:00+00:00,5.6,A,14181500,,,2580.0,A,,,,,,
2011-01-18 00:00:00+00:00,4.9,A,14181500,,,2660.0,A,,,,,,
2011-01-19 00:00:00+00:00,4.7,A,14181500,,,3690.0,A,,,,,,
2011-01-20 00:00:00+00:00,4.6,A,14181500,,,6760.0,A,,,,,,
2011-01-21 00:00:00+00:00,4.8,A,14181500,,,9900.0,A,,,,,,
2011-01-22 00:00:00+00:00,4.9,A,14181500,,,9940.0,A,,,,,,
2011-01-23 00:00:00+00:00,4.9,A,14181500,,,9890.0,A,,,,,,
2011-01-24 00:00:00+00:00,4.9,A,14181500,,,9870.0,A,,,,,,
2011-01-25 00:00:00+00:00,4.9,A,14181500,,,9840.0,A,,,,,,
2011-01-26 00:00:00+00:00,4.9,A,14181500,,,9810.0,A,,,,,,
2011-01-27 00:00:00+00:00,4.8,A,14181500,,,9790.0,A,,,,,,
2011-01-28 00:00:00+00:00,4.8,A,14181500,,,8760.0,A,,,,,,
2011-01-29 00:00:00+00:00,4.9,A,14181500,,,7000.0,A,,,,,,
2011-01-30 00:00:00+00:00,4.8,A,14181500,,,5110.0,A,,,,,,
2011-01-31 00:00:00+00:00,4.9,A,14181500,,,3790.0,A,,,,,,
2011-02-01 00:00:00+00:00,4.7,A,14181500,,,2740.0,A,,,,,,
2011-02-02 00:00:00+00:00,4.5,A,14181500,,,2470.0,A,,,,,,
2011-02-03 00:00:00+00:00,4.5,A,14181500,,,2540.0,A,,,,,,
2011-02-04 00:00:00+00:00,4.5,A,14181500,,,2190.0,A,,,,,,
2011-02-05 00:00:00+00:00,4.7,A,14181500,,,1430.0,A,,,,,,
2011-02-06 00:00:00+00:00,4.8,A,14181500,,,1270.0,A,,,,,,
2011-02-07 00:00:00+00:00,4.8,A,14181500,,,1060.0,A,,,,,,
2011-02-08 00:00:00+00:00,4.7,A,14181500,,,1080.0,A,,,,,,
2011-02-09 00:00:00+00:00,4.5,A,14181500,,,1120.0,A,,,,,,
2011-02-10 00:00:00+00:00,4.5,A,14181500,,,1110.0,A,,,,,,
2011-02-11 00:00:00+00:00,4.6,A,14181500,,,1100.0,A,,,,,,
2011-02-12 00:00:00+00:00,4.7,A,14181500,,,1080.0,A,,,,,,
2011-02-13 00:00:00+00:00,4.8,A,14181500,,,1140.0,A,,,,,,
2011-02-14 00:00:00+00:00,4.9,A,14181500,,,1130.0,A,,,,,,
2011-02-15 00:00:00+00:00,4.7,A,14181500,,,1130.0,A,,,,,,
2011-02-16 00:00:00+00:00,4.6,A,14181500,,,1280.0,A,,,,,,
2011-02-17 00:00:00+00:00,4.6,A,14181500,,,1340.0,A,,,,,,
2011-02-18 00:00:00+00:00,4.6,A,14181500,,,1260.0,A,,,,,,
2011-02-19 00:00:00+00:00,4.6,A,14181500,,,1300.0,A,,,,,,
2011-02-20 00:00:00+00:00,4.6,A,14181500,,,1290.0,A,,,,,,
