datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63675_Mean,63675_Mean_cd
2005-10-01 00:00:00+00:00,15.6,A,09406000,101.0,A,7.91,A,797.0,A,8.8,A,,
2005-10-02 00:00:00+00:00,16.9,A,09406000,101.0,A,7.91,A,791.0,A,8.6,A,21.0,A
2005-10-03 00:00:00+00:00,17.1,A,09406000,99.6,A,7.9,A,791.0,A,8.5,A,28.4,A
2005-10-04 00:00:00+00:00,15.9,A,09406000,98.7,A,7.89,A,795.0,A,8.7,A,23.1,A
2005-10-05 00:00:00+00:00,13.6,A,09406000,101.0,A,7.91,A,800.0,A,9.1,A,17.7,A
2005-10-06 00:00:00+00:00,13.3,A,09406000,104.0,A,7.93,A,801.0,A,9.2,A,34.4,A
2005-10-07 00:00:00+00:00,14.2,A,09406000,109.0,A,7.97,A,800.0,A,9.0,A,32.9,A
2005-10-08 00:00:00+00:00,13.7,A,09406000,110.0,A,7.97,A,791.0,A,9.0,A,30.1,A
2005-10-09 00:00:00+00:00,13.3,A,09406000,111.0,A,7.98,A,792.0,A,9.1,A,28.7,A
2005-10-10 00:00:00+00:00,12.9,A,09406000,110.0,A,7.97,A,788.0,A,9.2,A,26.5,A
2005-10-11 00:00:00+00:00,12.7,A,09406000,112.0,A,7.99,A,792.0,A,9.3,A,49.0,A
2005-10-12 00:00:00+00:00,12.8,A,09406000,113.0,A,7.99,A,785.0,A,9.3,A,51.7,A
2005-10-13 00:00:00+00:00,13.5,A,09406000,109.0,A,7.97,A,765.0,A,9.2,A,30.0,A
2005-10-14 00:00:00+00:00,13.7,A,09406000,112.0,A,7.99,A,784.0,A,9.1,A,29.5,A
2005-10-15 00:00:00+00:00,13.8,A,09406000,111.0,A,7.98,A,790.0,A,8.5,A,27.1,A
2005-10-16 00:00:00+00:00,14.8,A,09406000,168.0,A,8.32,A,907.0,A,8.6,A,252.0,A
2005-10-17 00:00:00+00:00,14.7,A,09406000,134.0,A,8.13,A,781.0,A,8.7,A,97.8,A
2005-10-18 00:00:00+00:00,14.5,A,09406000,417.0,A,8.96,A,838.0,A,8.5,A,374.0,A
2005-10-19 00:00:00+00:00,12.5,A,09406000,390.0,A,9.14,A,818.0,A,8.9,A,675.0,A
2005-10-20 00:00:00+00:00,13.6,A,09406000,171.0,A,8.34,A,806.0,A,9.0,A,426.0,A
2005-10-21 00:00:00+00:00,14.2,A,09406000,149.0,A,8.22,A,845.0,A,8.9,A,162.0,A
2005-10-22 00:00:00+00:00,14.5,A,09406000,142.0,A,8.18,A,848.0,A,8.8,A,110.0,A
2005-10-23 00:00:00+00:00,14.4,A,09406000,138.0,A,8.16,A,848.0,A,8.9,A,83.5,A
2005-10-24 00:00:00+00:00,13.8,A,09406000,137.0,A,,,853.0,A,,,68.0,A
2005-10-25 00:00:00+00:00,13.5,A,09406000,136.0,A,8.14,A,854.0,A,9.0,A,69.7,A
2005-10-26 00:00:00+00:00,12.9,A,09406000,136.0,A,8.14,A,862.0,A,9.2,A,68.8,A
2005-10-27 00:00:00+00:00,12.5,A,09406000,137.0,A,8.15,A,861.0,A,9.2,A,59.4,A
2005-10-28 00:00:00+00:00,13.4,A,09406000,144.0,A,8.19,A,859.0,A,9.0,A,53.4,A
2005-10-29 00:00:00+00:00,12.7,A,09406000,167.0,A,8.32,A,832.0,A,9.2,A,139.0,A
2005-10-30 00:00:00+00:00,12.2,A,09406000,144.0,A,8.19,A,852.0,A,9.0,A,94.0,A
2005-10-31 00:00:00+00:00,11.3,A,09406000,140.0,A,8.17,A,807.0,A,8.8,A,76.3,A
2005-11-01 00:00:00+00:00,10.8,A,09406000,136.0,A,8.15,A,877.0,A,9.7,A,57.8,A
2005-11-02 00:00:00+00:00,10.8,A,09406000,133.0,A,8.13,A,888.0,A,9.6,A,54.6,A
2005-11-03 00:00:00+00:00,11.7,A,09406000,133.0,A,8.12,A,886.0,A,9.3,A,49.8,A
2005-11-04 00:00:00+00:00,10.9,A,09406000,132.0,A,8.12,A,889.0,A,9.7,A,49.2,A
2005-11-05 00:00:00+00:00,10.1,A,09406000,132.0,A,8.12,A,899.0,A,9.7,A,48.5,A
2005-11-06 00:00:00+00:00,9.7,A,09406000,133.0,A,8.13,A,901.0,A,9.9,A,47.3,A
2005-11-07 00:00:00+00:00,10.4,A,09406000,134.0,A,8.13,A,907.0,A,9.6,A,49.6,A
2005-11-08 00:00:00+00:00,11.1,A,09406000,135.0,A,8.14,A,898.0,A,9.4,A,49.5,A
2005-11-09 00:00:00+00:00,11.2,A,09406000,134.0,A,8.13,A,907.0,A,9.8,A,47.5,A
2005-11-10 00:00:00+00:00,11.7,A,09406000,132.0,A,8.12,A,911.0,A,9.3,A,49.8,A
2005-11-11 00:00:00+00:00,11.4,A,09406000,139.0,A,8.16,A,931.0,A,9.3,A,38.7,A
2005-11-12 00:00:00+00:00,11.7,A,09406000,143.0,A,,,912.0,A,9.3,A,35.0,A
2005-11-13 00:00:00+00:00,10.7,A,09406000,136.0,A,8.15,A,880.0,A,9.7,A,41.7,A
2005-11-14 00:00:00+00:00,9.9,A,09406000,138.0,A,8.15,A,826.0,A,9.9,A,28.8,A
2005-11-15 00:00:00+00:00,8.9,A,09406000,134.0,A,8.13,A,810.0,A,10.2,A,27.0,A
2005-11-16 00:00:00+00:00,7.7,A,09406000,132.0,A,8.12,A,804.0,A,10.4,A,24.1,A
2005-11-17 00:00:00+00:00,7.6,A,09406000,134.0,A,8.13,A,810.0,A,10.4,A,28.4,A
2005-11-18 00:00:00+00:00,7.2,A,09406000,134.0,A,8.13,A,813.0,A,10.5,A,35.5,A
2005-11-19 00:00:00+00:00,7.1,A,09406000,134.0,A,8.13,A,814.0,A,10.5,A,31.5,A
2005-11-20 00:00:00+00:00,7.2,A,09406000,134.0,A,8.13,A,807.0,A,10.5,A,,
2005-11-21 00:00:00+00:00,7.0,A,09406000,132.0,A,8.12,A,798.0,A,10.5,A,,
2005-11-22 00:00:00+00:00,7.2,A,09406000,133.0,A,8.13,A,786.0,A,10.5,A,,
2005-11-23 00:00:00+00:00,7.0,A,09406000,134.0,A,8.13,A,773.0,A,10.5,A,,
2005-11-24 00:00:00+00:00,7.2,A,09406000,133.0,A,8.13,A,757.0,A,10.4,A,,
2005-11-25 00:00:00+00:00,6.4,A,09406000,133.0,A,8.13,A,,,10.5,A,,
2005-11-26 00:00:00+00:00,7.0,A,09406000,134.0,A,8.13,A,,,10.3,A,,
2005-11-27 00:00:00+00:00,4.6,A,09406000,129.0,A,8.1,A,,,10.9,A,,
2005-11-28 00:00:00+00:00,3.3,A,09406000,119.0,A,8.04,A,,,11.4,A,,
2005-11-29 00:00:00+00:00,5.0,A,09406000,131.0,A,8.11,A,,,11.1,A,25.2,A
2005-11-30 00:00:00+00:00,5.1,A,09406000,137.0,A,8.15,A,,,11.0,A,22.9,A
2005-12-01 00:00:00+00:00,6.1,A,09406000,137.0,A,8.15,A,,,10.8,A,23.8,A
2005-12-02 00:00:00+00:00,6.7,A,09406000,141.0,A,8.17,A,767.0,A,10.5,A,24.6,A
2005-12-03 00:00:00+00:00,7.1,A,09406000,165.0,A,8.31,A,751.0,A,10.4,A,44.5,A
2005-12-04 00:00:00+00:00,4.4,A,09406000,140.0,A,8.17,A,773.0,A,11.2,A,49.4,A
2005-12-05 00:00:00+00:00,3.4,A,09406000,128.0,A,8.09,A,806.0,A,11.5,A,,
2005-12-06 00:00:00+00:00,3.1,A,09406000,131.0,A,8.11,A,809.0,A,11.5,A,,
2005-12-07 00:00:00+00:00,3.1,A,09406000,132.0,A,8.12,A,810.0,A,11.5,A,,
2005-12-08 00:00:00+00:00,2.9,A,09406000,131.0,A,8.11,A,810.0,A,11.6,A,,
2005-12-09 00:00:00+00:00,3.4,A,09406000,129.0,A,8.1,A,817.0,A,11.5,A,,
2005-12-10 00:00:00+00:00,3.9,A,09406000,136.0,A,8.15,A,810.0,A,11.4,A,,
2005-12-11 00:00:00+00:00,4.1,A,09406000,137.0,A,8.15,A,800.0,A,11.3,A,,
2005-12-12 00:00:00+00:00,4.3,A,09406000,136.0,A,8.14,A,802.0,A,11.2,A,,
2005-12-13 00:00:00+00:00,4.9,A,09406000,136.0,A,8.15,A,796.0,A,11.0,A,,
2005-12-14 00:00:00+00:00,3.9,A,09406000,131.0,A,8.11,A,736.0,A,11.4,A,,
2005-12-15 00:00:00+00:00,2.2,A,09406000,124.0,A,8.07,A,720.0,A,11.7,A,38.6,A
2005-12-16 00:00:00+00:00,1.8,A,09406000,123.0,A,8.06,A,718.0,A,11.7,A,30.6,A
2005-12-17 00:00:00+00:00,2.6,A,09406000,126.0,A,8.08,A,706.0,A,11.6,A,58.4,A
2005-12-18 00:00:00+00:00,3.5,A,09406000,131.0,A,8.11,A,677.0,A,11.5,A,23.5,A
2005-12-19 00:00:00+00:00,,,09406000,133.0,"A, e",8.16,A,631.0,A,11.0,A,65.2,A
2005-12-20 00:00:00+00:00,,,09406000,131.0,"A, e",,,400.0,A,10.6,A,52.6,A
2005-12-21 00:00:00+00:00,,,09406000,134.0,"A, e",,,,,,,,
2005-12-22 00:00:00+00:00,,,09406000,135.0,"A, e",,,,,,,,
2005-12-23 00:00:00+00:00,,,09406000,134.0,"A, e",,,,,,,,
2005-12-24 00:00:00+00:00,,,09406000,125.0,"A, e",,,,,,,,
2005-12-25 00:00:00+00:00,,,09406000,124.0,"A, e",,,,,,,,
2005-12-26 00:00:00+00:00,,,09406000,126.0,"A, e",,,,,,,,
2005-12-27 00:00:00+00:00,,,09406000,120.0,"A, e",,,,,,,,
2005-12-28 00:00:00+00:00,,,09406000,124.0,"A, e",,,,,,,,
2005-12-29 00:00:00+00:00,,,09406000,121.0,"A, e",,,,,,,,
2005-12-30 00:00:00+00:00,,,09406000,119.0,"A, e",,,,,,,,
2005-12-31 00:00:00+00:00,,,09406000,120.0,"A, e",,,,,,,,
2006-01-01 00:00:00+00:00,,,09406000,148.0,"A, e",,,,,,,,
2006-01-02 00:00:00+00:00,,,09406000,141.0,"A, e",,,,,,,,
2006-01-03 00:00:00+00:00,,,09406000,187.0,"A, e",,,,,,,,
2006-01-04 00:00:00+00:00,,,09406000,137.0,"A, e",,,,,,,,
2006-01-05 00:00:00+00:00,,,09406000,126.0,"A, e",,,,,,,,
