datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2009-10-01 00:00:00+00:00,10.3,A,14181500,2090.0,A,36.0,A,,
2009-10-02 00:00:00+00:00,10.6,A,14181500,2130.0,A,36.0,A,,
2009-10-03 00:00:00+00:00,10.6,A,14181500,2150.0,A,36.0,A,,
2009-10-04 00:00:00+00:00,10.7,A,14181500,2150.0,A,36.0,A,,
2009-10-05 00:00:00+00:00,10.9,A,14181500,2160.0,A,37.0,A,,
2009-10-06 00:00:00+00:00,10.8,A,14181500,2370.0,A,37.0,A,,
2009-10-07 00:00:00+00:00,10.7,A,14181500,2400.0,A,37.0,A,,
2009-10-08 00:00:00+00:00,11.0,A,14181500,2400.0,A,37.0,A,,
2009-10-09 00:00:00+00:00,11.0,A,14181500,2330.0,A,37.0,A,,
2009-10-10 00:00:00+00:00,11.4,A,14181500,2080.0,A,38.0,A,,
2009-10-11 00:00:00+00:00,11.5,A,14181500,2080.0,A,38.0,A,,
2009-10-12 00:00:00+00:00,11.7,A,14181500,2080.0,A,39.0,A,,
2009-10-13 00:00:00+00:00,11.8,A,14181500,2090.0,A,40.0,A,,
2009-10-14 00:00:00+00:00,12.0,A,14181500,2100.0,A,39.0,A,,
2009-10-15 00:00:00+00:00,12.2,A,14181500,2090.0,A,41.0,A,,
2009-10-16 00:00:00+00:00,12.1,A,14181500,2230.0,A,40.0,A,,
2009-10-17 00:00:00+00:00,11.8,A,14181500,1880.0,A,40.0,A,,
2009-10-18 00:00:00+00:00,11.8,A,14181500,1850.0,A,42.0,A,,
2009-10-19 00:00:00+00:00,12.1,A,14181500,2100.0,A,42.0,A,,
2009-10-20 00:00:00+00:00,12.2,A,14181500,2220.0,A,42.0,A,,
2009-10-21 00:00:00+00:00,12.3,A,14181500,2220.0,A,43.0,A,,
2009-10-22 00:00:00+00:00,12.4,A,14181500,2240.0,A,43.0,A,,
2009-10-23 00:00:00+00:00,12.4,A,14181500,2240.0,A,43.0,A,,
2009-10-24 00:00:00+00:00,12.3,A,14181500,2270.0,A,43.0,A,,
2009-10-25 00:00:00+00:00,12.4,A,14181500,2260.0,A,44.0,A,,
2009-10-26 00:00:00+00:00,12.4,A,14181500,2310.0,A,43.0,A,,
2009-10-27 00:00:00+00:00,11.2,A,14181500,2370.0,A,42.0,A,,
2009-10-28 00:00:00+00:00,8.2,A,14181500,2940.0,A,38.0,A,,
2009-10-29 00:00:00+00:00,8.3,A,14181500,4070.0,A,37.0,A,,
2009-10-30 00:00:00+00:00,10.5,A,14181500,4140.0,A,40.0,A,,
2009-10-31 00:00:00+00:00,10.8,A,14181500,4290.0,A,40.0,A,,
2009-11-01 00:00:00+00:00,10.6,A,14181500,4280.0,A,41.0,A,,
2009-11-02 00:00:00+00:00,10.7,A,14181500,4240.0,A,41.0,A,,
2009-11-03 00:00:00+00:00,10.9,A,14181500,4220.0,A,42.0,A,,
2009-11-04 00:00:00+00:00,11.0,A,14181500,4220.0,A,41.0,A,,
2009-11-05 00:00:00+00:00,11.0,A,14181500,4230.0,A,41.0,A,,
2009-11-06 00:00:00+00:00,10.8,A,14181500,4260.0,A,40.0,A,,
2009-11-07 00:00:00+00:00,10.8,A,14181500,4270.0,A,40.0,A,,
2009-11-08 00:00:00+00:00,10.7,A,14181500,4250.0,A,41.0,A,,
2009-11-09 00:00:00+00:00,10.7,A,14181500,4240.0,A,41.0,A,,
2009-11-10 00:00:00+00:00,10.6,A,14181500,4260.0,A,41.0,A,,
2009-11-11 00:00:00+00:00,10.5,A,14181500,4240.0,A,41.0,A,,
2009-11-12 00:00:00+00:00,10.4,A,14181500,4260.0,A,41.0,A,,
2009-11-13 00:00:00+00:00,10.2,A,14181500,4270.0,A,41.0,A,,
2009-11-14 00:00:00+00:00,10.1,A,14181500,4270.0,A,41.0,A,,
2009-11-15 00:00:00+00:00,10.1,A,14181500,4260.0,A,41.0,A,,
2009-11-16 00:00:00+00:00,9.8,A,14181500,4270.0,A,41.0,A,,
2009-11-17 00:00:00+00:00,9.8,A,14181500,4360.0,A,41.0,A,,
2009-11-18 00:00:00+00:00,9.7,A,14181500,4300.0,A,42.0,A,,
2009-11-19 00:00:00+00:00,9.7,A,14181500,4270.0,A,42.0,A,,
2009-11-20 00:00:00+00:00,9.4,A,14181500,4290.0,A,42.0,A,,
2009-11-21 00:00:00+00:00,9.1,A,14181500,4280.0,A,42.0,A,,
2009-11-22 00:00:00+00:00,9.0,A,14181500,4290.0,A,41.0,A,,
2009-11-23 00:00:00+00:00,8.8,A,14181500,3870.0,A,42.0,A,,
2009-11-24 00:00:00+00:00,8.9,A,14181500,3010.0,A,42.0,A,,
2009-11-25 00:00:00+00:00,8.8,A,14181500,2310.0,A,42.0,A,,
2009-11-26 00:00:00+00:00,8.8,A,14181500,2020.0,A,41.0,A,,
2009-11-27 00:00:00+00:00,8.6,A,14181500,2040.0,A,40.0,A,,
2009-11-28 00:00:00+00:00,8.2,A,14181500,2030.0,A,40.0,A,,
2009-11-29 00:00:00+00:00,8.2,A,14181500,2030.0,A,40.0,A,,
2009-11-30 00:00:00+00:00,8.1,A,14181500,2030.0,A,40.0,A,,
2009-12-01 00:00:00+00:00,7.9,A,14181500,2000.0,A,40.0,A,,
2009-12-02 00:00:00+00:00,7.8,A,14181500,1880.0,A,41.0,A,,
2009-12-03 00:00:00+00:00,7.5,A,14181500,1820.0,A,41.0,A,,
2009-12-04 00:00:00+00:00,7.3,A,14181500,1730.0,A,41.0,A,,
2009-12-05 00:00:00+00:00,7.0,A,14181500,1710.0,A,41.0,A,,
2009-12-06 00:00:00+00:00,6.8,A,14181500,1570.0,A,41.0,A,,
2009-12-07 00:00:00+00:00,6.3,A,14181500,1540.0,A,41.0,A,,
2009-12-08 00:00:00+00:00,6.0,A,14181500,2080.0,A,41.0,A,,
2009-12-09 00:00:00+00:00,5.8,A,14181500,3040.0,A,42.0,A,,
2009-12-10 00:00:00+00:00,5.6,A,14181500,2040.0,A,,,,
2009-12-11 00:00:00+00:00,5.4,A,14181500,1470.0,A,,,,
2009-12-12 00:00:00+00:00,5.5,A,14181500,1370.0,A,,,,
2009-12-13 00:00:00+00:00,5.4,A,14181500,1320.0,A,,,,
2009-12-14 00:00:00+00:00,5.0,A,14181500,1250.0,A,,,,
2009-12-15 00:00:00+00:00,4.9,A,14181500,1270.0,A,,,,
2009-12-16 00:00:00+00:00,5.2,A,14181500,1720.0,A,,,,
2009-12-17 00:00:00+00:00,5.3,A,14181500,1640.0,A,,,,
2009-12-18 00:00:00+00:00,5.3,A,14181500,1550.0,A,,,,
2009-12-19 00:00:00+00:00,5.4,A,14181500,2360.0,A,,,,
2009-12-20 00:00:00+00:00,5.3,A,14181500,3670.0,A,,,,
2009-12-21 00:00:00+00:00,5.2,A,14181500,4530.0,A,,,,
2009-12-22 00:00:00+00:00,4.8,A,14181500,4180.0,A,,,,
2009-12-23 00:00:00+00:00,4.7,A,14181500,4170.0,A,,,,
2009-12-24 00:00:00+00:00,4.8,A,14181500,4440.0,A,,,,
2009-12-25 00:00:00+00:00,4.8,A,14181500,3880.0,A,,,,
